Team_1,Team_2,Team_1_Score,Team_2_Score
Yale,Harvard,68,57
Brown,Dartmouth,73,61
Eastern Mich.,Ball St.,90,91
Siena,Manhattan,66,71
VCU,Saint Louis,73,65
Columbia,Penn,65,74
Mount St. Mary's,Iona,51,81
Cornell,Princeton,82,89
Saint Peter's,Rider,61,82
Fairfield,Quinnipiac,51,66
Canisius,Niagara,73,76
Kent St.,Akron,55,67
Boise St.,San Diego St.,52,72
Air Force,Nevada,52,72
Fresno St.,UNLV,82,79
