Team_1,Team_2,Team_1_Score,Team_2_Score
Kent St.,Buffalo,72,65
Robert Morris,Cleveland St.,55,57
Marist,Saint Peter's,56,67
Iona,Canisius,80,59
Xavier,Butler,67,69
Youngstown St.,Purdue Fort Wayne,81,72
Siena,Mount St. Mary's,72,65
Fairfield,Rider,57,58
Quinnipiac,Niagara,73,79
VMI,ETSU,65,69
Akron,Ohio,81,90
Saint Louis,Dayton,56,70
Northern Ky.,Wright St.,65,83
New Mexico,Air Force,77,89
Fresno St.,Nevada,66,77
UC San Diego,Hawaii,62,69
