Team_1,Team_2,Team_1_Score,Team_2_Score
La Salle,Saint Joseph's,73,65
Fordham,Richmond,58,68
DePaul,Seton Hall,64,69
Ohio St.,Michigan,69,77
Missouri St.,Southern Ill.,53,73
Rider,Manhattan,67,56
Canisius,Marist,67,75
Niagara,Siena,56,54
Iona,Fairfield,70,61
Mount St. Mary's,Quinnipiac,79,75
Wichita St.,Tulsa,86,75
Penn St.,Nebraska,63,72
California,Utah,46,61
Houston,Temple,81,65
Northwestern,Wisconsin,54,52
Stanford,Colorado,62,84
