Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
60,Seton Hall,BE,16-12,+12.49,105.1,92.6,67.4,-.012,+9.19,109.2,100.0,+2.55
61,Pittsburgh,ACC,20-8,+12.46,113.0,100.5,67.1,+.041,+2.51,107.0,104.5,-3.50
62,Missouri,SEC,20-8,+12.44,118.4,106.0,69.9,+.108,+6.65,107.2,100.6,-4.62
63,Cincinnati,Amer,18-10,+12.20,111.0,98.8,68.8,-.033,+2.86,106.9,104.0,-3.06
64,Ohio St.,B10,11-16,+12.13,114.1,101.9,67.0,-.167,+9.97,109.2,99.2,-2.59
65,Arizona St.,P12,19-9,+11.89,107.4,95.5,68.6,+.059,+5.99,106.8,100.8,+0.57
66,Charleston,CAA,26-3,+11.85,111.9,100.1,71.0,+.039,-5.20,102.6,107.8,-1.74
67,UAB,CUSA,20-8,+11.71,112.6,100.9,71.1,-.067,-0.62,104.3,104.9,-4.42
68,Dayton,A10,18-9,+11.65,107.9,96.3,64.1,-.046,-0.47,104.1,104.6,-1.74
69,Villanova,BE,14-14,+11.65,112.2,100.6,63.8,-.074,+8.47,109.3,100.8,+3.64
70,Wisconsin,B10,15-11,+11.28,106.0,94.8,63.2,+.025,+10.00,110.2,100.1,+0.78
71,Yale,Ivy,18-7,+11.22,110.2,99.0,66.6,-.049,-1.69,103.1,104.7,+0.04
72,Virginia Tech,ACC,16-12,+11.12,113.8,102.7,67.4,-.090,+4.66,107.5,102.8,-4.19
73,Sam Houston St.,WAC,20-6,+11.06,108.0,97.0,64.5,+.055,+2.14,105.3,103.2,+7.02
74,Kent St.,MAC,22-6,+10.98,106.4,95.4,68.2,+.001,-1.84,105.4,107.2,+3.08
75,VCU,A10,21-7,+10.84,105.2,94.4,68.4,+.015,-0.28,103.9,104.2,-2.27
76,Iona,MAAC,20-7,+10.73,108.9,98.2,69.1,-.017,-2.66,102.9,105.5,+3.87
77,Drake,MVC,23-6,+10.50,108.6,98.1,67.0,+.037,-2.31,103.6,105.9,-2.19
78,Marshall,SB,23-6,+10.43,111.4,101.0,72.4,-.044,-3.65,103.0,106.6,-3.90
79,Wake Forest,ACC,17-10,+10.31,114.4,104.1,70.2,+.006,+4.52,106.8,102.3,-1.87
80,Bradley,MVC,21-8,+10.27,107.0,96.8,65.7,+.026,-2.27,102.9,105.1,+0.02
81,Tulane,Amer,17-7,+10.24,111.6,101.3,73.2,+.000,+0.26,104.7,104.5,-7.56
82,Utah Valley,WAC,21-6,+10.22,107.1,96.8,69.7,+.061,+2.00,105.9,103.9,+4.56
83,BYU,WCC,16-14,+9.69,106.5,96.8,70.5,-.109,+4.82,107.8,103.0,+1.09
84,Santa Clara,WCC,21-8,+9.64,111.1,101.4,70.6,+.109,+4.29,108.0,103.7,+0.64
85,Clemson,ACC,19-8,+9.63,108.6,99.0,68.4,+.028,+0.84,106.4,105.6,-6.08
86,UNLV,MWC,16-11,+9.33,109.1,99.7,70.1,-.042,+4.65,106.9,102.3,-2.42
87,Vanderbilt,SEC,15-12,+8.84,113.3,104.4,66.6,+.063,+8.42,108.2,99.8,+1.68
88,St. John's,BE,16-12,+8.33,107.6,99.2,73.4,+.016,+5.63,106.7,101.1,-7.42
89,Furman,SC,22-7,+8.21,113.4,105.2,68.9,-.028,-4.77,103.5,108.3,-2.26
90,UC Irvine,BW,20-8,+8.03,108.0,100.0,68.9,-.015,-0.51,103.5,104.1,+3.24
91,Nebraska,B10,14-14,+7.86,105.7,97.9,66.8,+.056,+10.86,110.2,99.4,+1.35
92,Indiana St.,MVC,20-9,+7.71,109.1,101.4,71.1,-.075,-5.20,101.4,106.6,-6.46
93,Toledo,MAC,22-6,+7.70,117.5,109.8,70.2,+.038,-3.86,103.6,107.5,-1.57
94,Southern Miss,SB,24-5,+7.69,108.2,100.5,68.6,+.112,-2.08,103.6,105.7,-3.35
95,Stanford,P12,11-16,+7.58,112.0,104.4,66.0,-.126,+7.11,106.9,99.8,-0.79
96,Hofstra,CAA,22-8,+7.57,109.1,101.6,67.7,+.059,-2.51,103.2,105.7,+6.81
97,James Madison,SB,20-9,+7.56,105.7,98.1,70.7,-.051,-1.91,103.4,105.3,-4.45
98,Syracuse,ACC,16-11,+6.93,110.1,103.2,67.5,+.006,+1.99,106.7,104.7,-5.43
99,Louisiana,SB,21-7,+6.85,112.7,105.9,68.7,+.071,-0.16,103.9,104.1,+0.17
100,San Francisco,WCC,17-12,+6.80,109.2,102.4,69.5,-.012,+2.54,106.6,104.0,-3.35
101,Washington,P12,15-13,+6.74,104.9,98.2,69.2,+.058,+7.53,107.4,99.8,-1.00
102,Saint Louis,A10,18-10,+6.26,111.1,104.8,69.5,+.043,+1.80,104.6,102.8,+3.94
103,Loyola Marymount,WCC,18-11,+6.15,109.7,103.6,67.8,+.082,+3.87,108.5,104.7,+0.62
104,San Jose St.,MWC,16-12,+6.15,110.6,104.5,63.1,+.058,+5.66,107.8,102.2,-1.38
105,Akron,MAC,19-9,+6.13,107.9,101.8,64.8,+.021,-1.94,104.8,106.8,-0.13
106,Duquesne,A10,18-9,+6.06,108.3,102.3,68.5,+.012,-1.85,104.4,106.2,-4.13
107,South Alabama,SB,15-14,+5.92,106.5,100.5,66.5,-.137,-0.93,103.4,104.3,+2.97
108,Southern Utah,WAC,18-9,+5.91,109.6,103.7,72.1,+.026,+2.40,105.5,103.1,+4.54
109,Colorado St.,MWC,12-16,+5.56,111.9,106.3,66.4,-.083,+6.73,107.8,101.1,+1.66
110,UNC Greensboro,SC,19-10,+5.45,103.0,97.5,66.9,-.007,-1.91,105.5,107.4,+3.05
111,Montana St.,BSky,19-9,+5.20,104.8,99.6,66.9,+.045,-0.78,105.8,106.6,+4.56
112,Wichita St.,Amer,14-12,+5.07,104.8,99.7,66.6,-.042,+1.53,105.3,103.7,-2.27
113,Colgate,Pat,21-8,+5.03,112.2,107.1,68.1,-.013,-7.11,100.8,107.9,-0.66
114,Eastern Washington,BSky,21-7,+4.95,110.2,105.2,69.2,+.108,-2.24,104.2,106.4,+1.90
115,Temple,Amer,15-13,+4.72,106.6,101.9,66.6,+.020,+3.28,105.7,102.4,+0.61
116,Butler,BE,13-15,+4.67,103.2,98.5,66.2,+.003,+8.84,109.3,100.5,+0.85
117,Youngstown St.,Horz,22-8,+4.61,113.4,108.8,68.3,-.021,-6.61,101.8,108.4,-5.29
118,Cal St. Fullerton,BW,17-12,+4.43,104.2,99.7,65.1,-.021,+0.18,104.4,104.2,+3.04
119,UC Santa Barbara,BW,20-7,+4.37,107.9,103.5,64.6,+.043,-2.88,102.4,105.3,-2.82
120,Charlotte,CUSA,16-11,+4.36,107.6,103.2,60.3,-.004,-0.95,104.2,105.1,-6.96
121,Mississippi,SEC,10-17,+4.23,105.5,101.2,66.4,-.077,+6.85,107.8,100.9,+1.27
122,Vermont,AE,17-10,+4.17,109.1,104.9,64.9,+.039,-1.61,103.8,105.4,+5.48
123,Middle Tennessee,CUSA,17-11,+4.15,106.6,102.5,67.6,+.037,+1.72,106.4,104.7,+1.46
124,Hawaii,BW,20-8,+4.14,102.5,98.3,65.0,-.014,-4.17,102.0,106.1,-5.92
125,Princeton,Ivy,17-8,+4.13,109.0,104.9,68.3,-.011,-3.63,102.0,105.7,-5.20
126,Grand Canyon,WAC,18-10,+4.11,110.0,105.9,65.2,+.006,-0.23,104.2,104.4,-0.40
127,Samford,SC,20-9,+3.79,109.5,105.7,68.1,+.012,-4.83,102.9,107.8,-1.74
128,Belmont,MVC,19-10,+3.70,109.5,105.8,68.6,+.022,-2.31,103.2,105.5,+0.31
129,Stephen F. Austin,WAC,17-10,+3.45,105.8,102.3,69.5,-.034,-1.00,104.3,105.3,-1.16
130,Ohio,MAC,17-11,+3.31,111.3,108.0,68.5,-.011,-2.50,104.6,107.1,+0.45
131,Georgia,SEC,16-12,+3.29,105.8,102.5,68.3,+.111,+3.82,106.5,102.7,-7.35
132,Penn,Ivy,16-11,+3.28,110.4,107.1,67.2,+.013,-1.18,103.9,105.1,-1.16
133,Troy,SB,17-12,+3.01,103.8,100.8,68.0,-.027,+0.09,104.4,104.3,-0.61
134,Cornell,Ivy,16-9,+2.98,113.2,110.2,71.8,-.026,-2.66,102.9,105.6,-4.60
135,Southern Illinois,MVC,20-9,+2.65,101.0,98.3,64.1,+.079,-2.25,103.5,105.8,-3.25
136,UC Riverside,BW,19-10,+2.52,107.8,105.2,67.5,+.103,-0.09,104.3,104.3,+4.58
137,Fordham,A10,21-6,+2.40,103.5,101.1,69.9,+.137,-5.16,101.1,106.2,-12.95
138,Seattle,WAC,18-10,+2.22,101.7,99.5,69.7,+.098,+0.82,105.3,104.4,+0.48
139,Towson,CAA,19-10,+2.11,108.2,106.1,64.5,-.038,-6.26,101.2,107.5,-3.59
140,UC Davis,BW,16-12,+2.10,106.3,104.2,70.9,-.047,-2.20,102.7,104.9,-1.49
141,Ball St.,MAC,20-8,+2.09,108.5,106.4,67.6,+.054,-4.45,103.4,107.8,-4.03
142,South Florida,Amer,11-16,+1.81,106.5,104.7,69.2,-.110,+0.38,104.8,104.4,-7.10
143,Kennesaw St.,ASun,21-8,+1.74,105.8,104.1,69.4,+.135,-2.01,104.6,106.6,+3.91
144,Cal Baptist,WAC,15-12,+1.73,104.9,103.2,64.3,-.064,-2.65,102.5,105.2,-6.69
145,LSU,SEC,12-15,+1.71,105.1,103.4,66.1,+.034,+6.24,107.5,101.3,-6.07
146,Davidson,A10,12-14,+1.69,107.3,105.6,65.8,-.052,+1.24,104.9,103.6,-1.46
147,DePaul,BE,9-18,+1.66,107.1,105.5,69.2,-.005,+8.61,109.0,100.3,+2.31
148,Long Beach St.,BW,15-13,+1.61,105.4,103.8,73.6,+.005,+0.87,104.2,103.3,+5.77
149,Fresno St.,MWC,10-17,+1.56,101.3,99.8,64.3,-.019,+6.24,108.9,102.7,+2.15
150,Louisiana Tech,CUSA,13-14,+1.47,106.9,105.4,67.2,-.066,+1.80,105.7,103.9,+0.65
151,George Mason,A10,16-12,+1.41,103.2,101.8,66.8,+.005,-1.87,104.0,105.9,-1.64
152,UMass Lowell,AE,22-7,+1.30,106.4,105.1,69.5,+.006,-10.38,98.4,108.8,-12.32
153,Harvard,Ivy,14-12,+1.22,100.5,99.3,66.5,-.054,-1.50,104.0,105.5,-2.27
154,Richmond,A10,14-14,+1.07,104.7,103.6,65.7,-.044,-1.31,104.4,105.7,-3.14
155,Air Force,MWC,14-15,+1.04,107.0,105.9,63.5,-.020,+0.76,105.9,105.2,-10.95
156,Quinnipiac,MAAC,19-9,+0.93,103.4,102.4,70.2,+.016,-4.94,101.0,105.9,-3.17
157,UNC Asheville,BSth,22-7,+0.78,103.9,103.1,68.9,+.151,-4.82,102.0,106.8,-0.45
158,Longwood,BSth,19-10,+0.76,104.2,103.4,66.0,-.026,-7.95,101.4,109.3,-7.67
159,Stetson,ASun,16-11,+0.74,112.9,112.2,65.0,+.067,+0.12,106.0,105.9,+6.39
160,Wyoming,MWC,8-19,+0.65,107.0,106.4,65.9,-.118,+5.36,107.7,102.3,-0.77
161,UNC Wilmington,CAA,21-8,+0.63,102.1,101.5,65.6,+.152,-4.05,102.8,106.8,+3.11
162,Old Dominion,SB,17-11,+0.55,105.2,104.6,65.1,+.054,-1.11,103.5,104.6,-1.84
163,Montana,BSky,14-13,+0.48,108.2,107.7,63.7,-.002,-0.30,105.1,105.4,+3.37
164,Portland,WCC,13-16,+0.41,109.3,108.9,69.7,-.030,+3.98,107.8,103.8,+0.20
165,South Dakota St.,Sum,17-11,+0.27,105.9,105.6,66.9,+.096,-1.08,105.1,106.2,+8.88
166,Missouri St.,MVC,15-14,+0.26,104.4,104.1,62.8,-.018,-1.07,103.3,104.3,+1.61
167,Rice,CUSA,17-10,+0.06,108.6,108.6,70.6,+.095,-0.55,104.6,105.2,-6.10
168,Pepperdine,WCC,9-19,+0.05,105.9,105.9,72.7,-.131,+5.00,108.8,103.8,+3.01
169,Texas A&M Corpus Chris,Slnd,19-9,-0.05,105.3,105.4,69.9,+.002,-8.99,100.8,109.8,+1.34
170,Western Kentucky,CUSA,14-13,-0.08,105.9,106.0,68.2,+.001,+0.12,105.2,105.1,-3.33
171,Notre Dame,ACC,10-17,-0.14,109.9,110.1,64.9,-.065,+1.70,106.2,104.5,-3.62
172,Radford,BSth,17-12,-0.18,103.5,103.7,65.4,-.032,-4.04,103.3,107.3,+0.66
173,Siena,MAAC,17-10,-0.31,103.1,103.4,67.0,-.017,-5.62,100.6,106.2,-3.17
174,SMU,Amer,10-18,-0.39,102.6,103.0,70.2,-.034,+4.93,107.0,102.1,+3.58
175,Tarleton St.,WAC,14-14,-0.62,102.7,103.3,66.8,+.035,+3.23,106.3,103.1,+6.48
176,Cleveland St.,Horz,18-11,-0.62,104.4,105.0,65.5,+.042,-4.70,103.3,108.0,+0.25
177,Florida Gulf Coast,ASun,16-13,-0.62,106.3,106.9,66.2,+.028,-2.40,104.2,106.6,+0.99
178,St. Bonaventure,A10,13-15,-0.81,100.9,101.7,66.1,-.029,-1.08,104.3,105.4,-3.42
179,Abilene Christian,WAC,13-13,-0.83,107.4,108.2,69.6,-.018,+1.11,104.9,103.8,-0.41
180,Brown,Ivy,13-12,-0.94,99.7,100.6,69.5,+.009,-2.19,103.8,106.0,-4.22
181,Norfolk St.,MEAC,19-8,-1.01,107.7,108.7,66.2,+.098,-8.48,99.9,108.4,-1.22
182,Gardner Webb,BSth,15-13,-1.03,98.5,99.5,66.2,-.071,-4.00,103.9,107.9,+1.55
183,Massachusetts,A10,14-13,-1.04,102.4,103.4,71.0,+.028,-0.91,103.8,104.7,-1.61
184,Eastern Kentucky,ASun,18-11,-1.05,103.8,104.9,70.9,+.097,-1.73,103.9,105.7,+2.72
185,New Mexico St.,WAC,9-15,-1.06,105.3,106.4,69.8,-.088,+3.84,105.7,101.9,+4.90
186,Utah Tech,WAC,11-16,-1.07,106.4,107.4,70.0,-.078,+3.09,106.0,103.0,+3.73
187,Lipscomb,ASun,17-12,-1.10,103.1,104.2,69.5,-.013,-4.22,104.1,108.3,-3.00
188,Wright St.,Horz,16-13,-1.12,104.5,105.6,72.3,-.083,-5.94,102.4,108.4,-1.97
189,Rider,MAAC,14-11,-1.15,106.4,107.6,65.5,-.022,-4.95,101.1,106.0,-1.66
190,Navy,Pat,17-11,-1.16,104.2,105.4,65.4,-.008,-7.33,100.9,108.2,-2.48
191,Chattanooga,SC,15-14,-1.19,108.6,109.8,68.0,-.069,-2.92,103.6,106.5,+0.66
192,Pacific,WCC,13-16,-1.25,108.5,109.7,70.0,+.019,+1.08,106.5,105.4,-4.15
193,Detroit Mercy,Horz,13-16,-1.33,112.7,114.0,67.9,-.087,-3.34,103.5,106.9,+4.10
194,UTEP,CUSA,12-15,-1.34,97.7,99.0,67.2,-.018,+1.16,106.0,104.9,-2.28
195,Northern Kentucky,Horz,17-12,-1.35,101.2,102.5,62.5,+.008,-4.52,103.1,107.7,+3.16
196,Buffalo,MAC,13-15,-1.39,104.0,105.4,73.1,-.027,+0.82,105.8,105.0,+5.90
197,St. Thomas,Sum,18-11,-1.41,109.5,110.9,66.1,+.027,-5.45,102.2,107.7,-2.26
198,North Carolina Central,MEAC,14-11,-1.42,102.0,103.4,68.3,-.087,-4.58,101.0,105.6,+5.32
199,Boston College,ACC,13-15,-1.44,101.2,102.6,67.3,+.099,+3.89,107.9,104.0,-4.23
200,Bryant,AE,16-10,-1.69,106.2,107.8,72.8,+.035,-4.40,103.0,107.4,+1.74
201,Appalachian St.,SB,15-14,-1.70,99.9,101.6,65.6,-.000,-1.04,104.3,105.4,-1.29
202,Georgia Tech,ACC,11-17,-1.73,101.7,103.4,67.0,-.029,+5.53,108.8,103.3,-1.76
203,Georgetown,BE,7-21,-1.99,105.3,107.3,69.0,-.065,+7.48,108.9,101.4,-4.82
204,Grambling St.,SWAC,18-8,-2.06,99.4,101.5,67.1,+.106,-6.90,99.6,106.5,+3.33
205,San Diego,WCC,11-17,-2.09,111.1,113.2,69.3,-.041,+1.94,106.4,104.4,-2.29
206,Oregon St.,P12,10-18,-2.12,99.2,101.3,64.2,+.017,+7.52,107.3,99.8,-6.57
207,Saint Joseph's,A10,13-15,-2.36,103.2,105.6,69.7,-.014,-2.01,103.8,105.8,-5.70
208,Weber St.,BSky,15-13,-2.43,99.0,101.5,65.6,+.067,+0.12,105.8,105.7,+4.57
209,Georgia Southern,SB,14-15,-2.50,100.7,103.2,67.1,-.018,-0.69,105.1,105.8,-3.47
210,Northwestern St.,Slnd,19-9,-2.50,106.1,108.6,67.0,+.101,-7.27,102.4,109.7,+3.32
211,Drexel,CAA,15-14,-2.69,100.2,102.9,64.2,-.062,-5.55,101.6,107.1,-1.40
212,North Dakota St.,Sum,12-16,-2.76,104.6,107.4,68.5,-.060,-1.16,106.0,107.1,+6.99
213,Northern Iowa,MVC,13-15,-2.78,102.8,105.6,67.7,-.018,-1.86,103.6,105.5,-2.21
214,East Carolina,Amer,14-13,-2.86,103.0,105.8,67.5,+.045,-2.26,103.6,105.9,-8.85
215,Florida St.,ACC,8-20,-3.11,105.3,108.4,69.6,-.030,+5.19,107.8,102.6,+2.94
216,Texas St.,SB,13-16,-3.27,102.9,106.1,64.5,+.041,-0.05,104.1,104.1,-0.46
217,FIU,CUSA,13-14,-3.27,100.7,104.0,70.2,+.039,+0.61,106.1,105.5,-8.10
218,Queens,ASun,17-12,-3.35,108.4,111.7,70.3,-.000,-4.68,103.0,107.7,-3.51
219,Northern Colorado,BSky,10-18,-3.90,106.7,110.6,69.9,-.013,+0.18,105.8,105.6,+5.22
220,La Salle,A10,13-14,-3.92,102.4,106.3,68.1,+.070,-1.48,103.6,105.0,-2.65
221,Minnesota,B10,7-18,-4.15,99.7,103.8,65.4,+.008,+7.86,108.4,100.5,-6.89
222,George Washington,A10,13-14,-4.26,107.4,111.7,69.5,+.011,-2.30,102.7,105.0,-6.08
223,Robert Morris,Horz,15-15,-4.28,99.3,103.6,66.7,-.034,-5.09,102.6,107.7,-2.14
224,Wofford,SC,15-14,-4.75,108.3,113.1,65.7,+.022,-2.57,103.7,106.3,-1.11
225,South Carolina,SEC,10-17,-4.75,103.0,107.7,64.9,+.064,+4.75,107.7,102.9,-3.62
226,Northern Arizona,BSky,8-21,-4.80,104.7,109.5,66.8,-.125,+1.27,106.3,105.0,+7.82
227,Jacksonville,ASun,13-14,-5.00,99.9,104.9,62.1,+.020,-0.41,106.3,106.7,+5.53
228,Murray St.,MVC,15-14,-5.03,106.2,111.2,67.0,+.100,-0.50,103.9,104.4,-1.10
229,Rhode Island,A10,8-18,-5.07,98.3,103.4,67.5,-.029,-0.10,103.6,103.7,-2.10
230,North Alabama,ASun,18-11,-5.09,105.9,111.0,69.0,+.146,-3.13,103.6,106.8,-0.74
231,Delaware,CAA,14-15,-5.17,102.0,107.2,68.0,+.010,-3.12,103.8,106.9,-0.65
232,Sacramento St.,BSky,13-15,-5.40,103.2,108.6,62.5,+.030,-1.33,104.5,105.9,+3.61
233,Nicholls St.,Slnd,14-13,-5.48,101.5,107.0,71.1,+.016,-3.31,104.4,107.7,+14.16
234,Milwaukee,Horz,18-10,-5.59,101.5,107.1,71.5,+.129,-4.78,103.4,108.1,+0.69
235,Portland St.,BSky,12-16,-5.67,103.0,108.6,72.2,+.035,-0.35,105.3,105.7,+4.74
236,UT Arlington,WAC,10-17,-5.82,99.0,104.9,66.1,+.001,+2.50,105.1,102.6,+3.93
237,North Florida,ASun,12-16,-5.95,109.3,115.2,68.3,+.012,-0.51,105.8,106.3,+5.83
238,Winthrop,BSth,13-16,-5.95,107.5,113.5,67.4,+.011,-2.54,103.6,106.2,+2.58
239,Purdue Fort Wayne,Horz,16-13,-5.96,99.9,105.9,69.1,+.047,-4.91,103.2,108.1,-1.74
240,East Tennessee St.,SC,10-19,-5.97,100.5,106.5,66.6,-.148,-4.20,104.1,108.3,-5.18
241,Campbell,BSth,13-15,-6.01,102.1,108.1,64.5,-.050,-5.35,101.8,107.2,-1.79
242,Northern Illinois,MAC,11-17,-6.02,100.3,106.4,69.4,-.027,-1.17,105.4,106.5,+2.54
243,Howard,MEAC,17-11,-6.06,102.8,108.9,69.7,+.103,-5.69,101.0,106.7,+0.10
244,Alcorn St.,SWAC,15-11,-6.12,102.3,108.4,67.2,+.155,-3.96,100.2,104.1,+8.35
245,Army,Pat,15-14,-6.16,103.3,109.5,68.8,-.057,-8.28,99.7,108.0,-8.36
246,UMBC,AE,17-12,-6.29,106.5,112.8,68.2,+.046,-8.21,100.4,108.6,-8.30
247,SIU Edwardsville,OVC,17-12,-6.29,99.8,106.1,69.8,+.012,-7.43,101.6,109.0,-0.77
248,Fairfield,MAAC,12-15,-6.41,98.7,105.1,65.2,-.006,-4.64,101.3,106.0,-1.82
