Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
233,North Dakota St.,Sum,9-13,-4.99,104.5,109.5,67.6,-.050,-0.84,105.9,106.8,+5.54
234,Mercer,SC,11-12,-5.14,101.9,107.0,64.6,-.009,-2.29,103.9,106.1,-1.82
235,Fairfield,MAAC,10-11,-5.60,99.1,104.7,64.6,+.013,-3.87,102.2,106.0,-0.85
236,Portland St.,BSky,9-13,-5.63,102.9,108.6,71.2,+.010,+1.38,105.7,104.4,+5.47
237,Southern Indiana,OVC,13-10,-5.73,104.2,109.9,70.0,+.007,-5.54,102.0,107.5,+0.06
238,Howard,MEAC,14-10,-5.86,101.3,107.2,69.3,+.078,-4.18,102.4,106.6,+0.14
239,Robert Morris,Horz,11-12,-5.88,99.0,104.9,66.4,-.033,-4.00,103.6,107.6,-1.72
240,Maryland Eastern Shore,MEAC,13-8,-6.02,97.1,103.1,68.1,+.168,-0.85,104.0,104.9,+5.97
241,UMKC,Sum,10-14,-6.02,98.7,104.7,63.7,-.025,-3.33,104.3,107.6,+1.97
242,Southeast Missouri St.,OVC,12-11,-6.04,100.6,106.6,71.8,+.013,-4.60,102.4,107.0,+1.97
243,Lafayette,Pat,7-16,-6.20,97.5,103.7,62.1,-.085,-0.52,105.3,105.8,+4.62
244,Western Illinois,Sum,14-8,-6.20,104.0,110.2,66.9,+.110,-5.57,103.3,108.9,-3.04
245,Georgia St.,SB,9-13,-6.23,96.8,103.1,66.4,-.073,-1.45,103.4,104.9,-4.85
246,Loyola Chicago,A10,7-13,-6.26,101.5,107.7,65.3,-.023,-0.36,104.8,105.1,-3.45
247,Niagara,MAAC,11-9,-6.37,100.6,107.0,62.3,+.099,-4.38,102.3,106.6,-4.86
248,Nicholls St.,Slnd,10-11,-6.41,100.0,106.5,69.9,+.023,+1.01,106.6,105.6,+13.81
249,Tulsa,Amer,5-15,-6.47,102.4,108.9,68.2,-.057,+2.21,105.5,103.3,-2.25
250,East Tennessee St.,SC,8-15,-6.51,98.8,105.3,66.6,-.146,-4.29,104.4,108.7,-4.87
251,Illinois St.,MVC,9-14,-6.65,100.8,107.5,64.6,-.012,-3.68,102.4,106.1,-6.39
252,South Carolina,SEC,8-14,-6.69,101.2,107.8,64.4,+.074,+4.01,106.9,102.9,-3.25
253,Coastal Carolina,SB,10-12,-6.72,104.5,111.2,67.6,+.042,-0.58,105.0,105.6,-2.36
254,Winthrop,BSth,10-13,-6.74,106.2,112.9,66.2,+.003,-2.03,104.2,106.2,+3.12
255,Bowling Green,MAC,10-12,-6.78,104.0,110.8,69.3,-.040,-4.17,104.8,109.0,-4.68
256,Lehigh,Pat,13-8,-6.89,99.1,106.0,69.8,+.141,-4.86,102.2,107.1,-0.08
257,California,P12,3-18,-6.93,100.6,107.6,62.2,-.125,+5.23,106.4,101.2,+1.03
258,Oakland,Horz,9-14,-6.95,104.2,111.1,67.6,+.040,+0.57,105.9,105.3,+5.98
259,Alcorn St.,SWAC,10-11,-6.95,100.9,107.8,67.0,+.103,-0.15,101.8,101.9,+9.34
260,Western Carolina,SC,12-11,-7.33,101.9,109.2,67.1,+.019,-3.92,103.0,106.9,-3.83
261,Campbell,BSth,9-13,-7.34,101.6,108.9,64.0,-.049,-3.40,103.0,106.4,-1.37
262,La Salle,A10,8-13,-7.42,99.9,107.3,67.7,+.073,-0.58,104.3,104.9,-2.19
263,Northern Colorado,BSky,7-14,-7.53,104.8,112.4,69.5,+.054,+0.61,105.9,105.2,+4.94
264,Southeastern Louisiana,Slnd,13-9,-7.56,104.9,112.5,68.5,+.106,-3.76,103.5,107.2,+5.29
265,Northern Illinois,MAC,9-13,-7.60,100.2,107.8,68.5,+.020,+0.03,105.1,105.1,+2.56
266,Louisiana Monroe,SB,10-13,-7.60,98.9,106.4,66.0,+.028,+1.53,104.9,103.4,+1.68
267,Tennessee Martin,OVC,15-8,-7.63,100.4,108.1,70.6,+.094,-7.52,101.6,109.1,-1.98
268,Bellarmine,ASun,10-13,-7.70,101.7,109.4,61.1,+.025,+1.13,106.1,105.0,+6.00
269,Charleston Southern,BSth,8-13,-7.83,108.9,116.7,65.2,-.077,-2.11,103.8,105.9,+2.00
270,Idaho St.,BSky,8-14,-7.84,101.6,109.4,65.6,-.088,-2.40,104.1,106.5,-1.56
271,Northeastern,CAA,8-13,-8.02,99.0,107.0,67.5,-.001,-3.40,102.6,106.0,-0.70
272,Dartmouth,Ivy,8-13,-8.04,97.6,105.6,68.5,-.015,-1.43,103.5,104.9,-3.17
273,New Hampshire,AE,10-10,-8.05,99.2,107.2,63.8,-.014,-5.70,101.7,107.4,-4.24
274,Jacksonville St.,ASun,10-13,-8.16,100.9,109.0,64.7,-.016,-2.16,104.3,106.4,+0.78
275,Boston University,Pat,10-13,-8.55,98.1,106.6,65.5,-.012,-4.29,102.3,106.6,-3.80
276,North Alabama,ASun,13-10,-8.64,104.6,113.2,68.4,+.118,-3.51,103.1,106.6,-0.81
277,Prairie View A&M,SWAC,8-14,-8.67,94.0,102.7,67.5,-.039,-2.85,102.0,104.8,+5.79
278,UT Rio Grande Valley,WAC,11-11,-8.68,101.2,109.9,74.0,+.090,-1.17,105.2,106.4,-5.36
279,North Carolina A&T,CAA,11-13,-8.75,101.4,110.1,69.4,+.059,-1.03,103.5,104.5,+5.89
280,Chicago St.,ind,7-17,-8.81,104.0,112.8,63.9,-.045,+2.21,106.3,104.1,+2.21
281,Canisius,MAAC,5-15,-8.89,99.6,108.5,67.3,-.058,+0.14,105.3,105.1,+4.66
282,Valparaiso,MVC,10-13,-8.93,98.4,107.3,67.8,+.044,-3.12,103.3,106.4,-4.50
283,Maine,AE,9-12,-8.94,101.7,110.7,65.9,-.029,-2.91,101.9,104.8,-0.00
284,Northern Arizona,BSky,6-16,-8.94,102.8,111.8,66.7,-.022,+1.89,106.2,104.3,+7.09
285,UC San Diego,BW,8-14,-8.96,99.5,108.5,64.6,+.064,+0.42,105.3,104.8,+2.24
286,Illinois Chicago,MVC,9-14,-9.28,98.3,107.6,68.7,+.010,-2.72,102.2,104.9,-9.44
287,Morehead St.,OVC,14-9,-9.37,100.8,110.2,64.5,+.166,-4.30,102.7,107.0,+4.30
288,North Florida,ASun,8-14,-9.41,106.2,115.6,68.2,-.012,+0.81,106.5,105.7,+5.38
289,USC Upstate,BSth,9-12,-9.65,97.6,107.2,67.5,+.041,-1.58,104.5,106.0,+2.19
290,UT Arlington,WAC,7-15,-9.73,98.2,107.9,65.2,-.017,+2.08,104.6,102.5,+4.04
291,Morgan St.,MEAC,11-11,-9.83,96.6,106.4,69.3,+.058,-2.32,104.4,106.7,+5.01
292,Saint Peter's,MAAC,9-12,-10.08,96.7,106.8,62.8,+.025,-5.51,100.6,106.1,-7.20
293,Mount St. Mary's,MAAC,7-15,-10.27,95.3,105.6,65.6,-.067,-5.04,101.4,106.4,-2.11
294,Wagner,NEC,11-8,-10.28,96.5,106.8,63.2,+.052,-10.44,97.2,107.7,-2.10
295,Denver,Sum,12-12,-10.30,102.4,112.7,68.1,+.084,-4.88,103.4,108.3,-7.74
296,South Dakota,Sum,10-13,-10.40,102.9,113.3,65.9,+.062,-1.65,104.3,105.9,+2.51
297,Miami OH,MAC,7-15,-10.71,104.0,114.7,67.6,-.086,-2.17,104.2,106.3,-1.76
298,Tennessee Tech,OVC,10-13,-10.76,101.4,112.1,65.6,-.024,-5.35,101.5,106.8,+1.59
299,Idaho,BSky,8-15,-10.81,104.3,115.1,66.2,-.094,-5.04,102.4,107.5,-7.15
300,The Citadel,SC,9-14,-10.84,99.3,110.1,68.0,+.020,-3.33,104.2,107.5,-3.19
301,Louisville,ACC,2-19,-10.87,97.9,108.8,67.4,-.041,+5.43,107.8,102.4,+1.23
302,Manhattan,MAAC,7-13,-10.98,98.6,109.6,67.2,-.002,-5.03,101.6,106.6,-5.38
303,Western Michigan,MAC,6-16,-11.01,104.1,115.1,65.7,-.061,+0.28,105.2,104.9,+1.88
304,High Point,BSth,10-12,-11.13,99.2,110.4,72.6,+.065,-4.62,103.1,107.7,-4.54
305,Texas Southern,SWAC,7-15,-11.42,95.0,106.4,69.3,+.011,-0.97,102.9,103.9,+10.89
306,Nebraska Omaha,Sum,7-16,-11.42,101.1,112.5,67.4,+.032,+2.24,106.1,103.9,+8.20
307,Texas A&M Commerce,Slnd,10-13,-11.43,98.9,110.3,64.8,+.055,-5.79,102.7,108.5,+1.28
308,William & Mary,CAA,9-14,-11.94,101.5,113.5,65.7,+.078,-0.11,105.4,105.5,+2.52
309,Cal Poly,BW,7-15,-11.95,94.4,106.3,63.4,-.058,-1.16,103.4,104.6,-0.79
310,Bucknell,Pat,8-15,-11.99,97.8,109.8,67.2,-.084,-7.83,99.1,106.9,-6.75
311,Fairleigh Dickinson,NEC,14-10,-12.02,105.5,117.6,69.4,+.087,-10.73,97.9,108.6,-5.71
312,Cal St. Bakersfield,BW,6-15,-12.10,95.0,107.1,62.3,-.021,+0.55,103.8,103.3,-0.40
313,Austin Peay,ASun,8-15,-12.13,97.3,109.5,64.6,-.052,-1.90,104.6,106.5,+1.81
314,Marist,MAAC,7-14,-12.22,95.2,107.4,65.1,-.012,-6.31,100.4,106.7,-9.03
315,North Dakota,Sum,7-16,-12.25,99.6,111.9,65.7,-.064,-2.63,104.4,107.0,-0.41
316,Central Michigan,MAC,8-14,-12.26,95.3,107.6,67.6,+.012,-2.53,104.2,106.8,-0.51
317,Eastern Michigan,MAC,6-16,-12.54,102.1,114.6,70.1,-.017,-1.89,105.2,107.1,-0.60
318,Jackson St.,SWAC,6-16,-12.56,97.4,110.0,69.0,+.053,+0.84,103.8,102.9,+9.38
319,UTSA,CUSA,7-16,-12.67,101.0,113.7,67.0,+.009,-0.21,103.4,103.6,-6.48
320,Arkansas St.,SB,9-14,-12.68,97.4,110.1,63.0,+.002,-3.58,102.0,105.6,-10.08
321,Arkansas Pine Bluff,SWAC,10-12,-12.70,94.1,106.8,70.3,+.039,-0.56,101.8,102.4,+14.65
322,Binghamton,AE,9-12,-12.75,98.6,111.4,66.1,+.037,-5.83,102.2,108.0,-5.32
323,Tennessee St.,OVC,12-11,-12.82,100.3,113.1,69.7,-.015,-10.65,99.2,109.8,-8.82
324,Stony Brook,CAA,8-14,-12.99,98.2,111.2,63.3,+.035,-2.89,102.7,105.6,+1.57
325,NJIT,AE,6-14,-13.00,97.2,110.2,65.7,-.024,-4.78,103.5,108.3,-3.59
326,Central Connecticut,NEC,6-17,-13.82,97.4,111.2,64.2,-.117,-7.93,99.4,107.3,-1.23
327,Sacred Heart,NEC,11-13,-13.82,97.2,111.0,70.0,+.031,-10.94,97.7,108.6,-6.92
328,St. Francis PA,NEC,8-13,-13.98,100.7,114.6,68.5,-.048,-6.52,101.3,107.8,+1.23
329,Cal St. Northridge,BW,4-18,-14.40,94.6,109.0,64.3,-.004,-0.54,104.0,104.5,-3.45
330,Little Rock,OVC,7-16,-14.67,100.4,115.1,70.3,-.029,-6.49,101.6,108.1,-0.97
331,Holy Cross,Pat,7-16,-14.90,93.7,108.6,67.1,-.027,-5.33,101.2,106.5,-4.00
332,Stonehill,NEC,10-14,-14.95,95.7,110.6,67.1,+.102,-6.49,101.0,107.5,+0.41
333,Presbyterian,BSth,5-18,-15.06,96.9,111.9,63.7,-.097,-4.49,103.3,107.8,-3.78
334,Central Arkansas,ASun,7-16,-15.13,97.6,112.8,71.9,+.060,-2.48,104.7,107.2,-1.38
335,Elon,CAA,3-19,-15.18,97.2,112.4,66.9,-.066,-1.04,103.2,104.3,-1.76
336,McNeese St.,Slnd,5-17,-15.30,100.8,116.1,66.0,-.059,-1.48,104.3,105.7,+7.49
337,Loyola MD,Pat,8-16,-15.43,94.9,110.3,65.1,+.017,-4.57,102.6,107.1,-3.48
338,Alabama A&M,SWAC,8-14,-15.58,93.4,109.0,70.6,+.015,-7.28,100.6,107.9,+0.81
339,Merrimack,NEC,7-16,-15.62,87.9,103.5,64.9,-.023,-4.81,102.5,107.3,+2.57
340,Albany,AE,6-17,-16.04,98.8,114.8,66.9,-.040,-1.86,104.0,105.9,+2.14
341,Coppin St.,MEAC,6-18,-16.12,99.0,115.1,72.7,+.073,-0.05,104.7,104.7,+4.59
342,Incarnate Word,Slnd,10-12,-16.33,94.6,110.9,67.1,+.050,-8.04,101.1,109.2,-3.43
343,VMI,SC,5-18,-16.48,98.6,115.0,66.8,-.023,-1.38,104.1,105.5,-1.15
344,Columbia,Ivy,6-16,-16.62,93.1,109.7,68.9,+.002,-3.34,102.8,106.2,-6.16
345,Alabama St.,SWAC,6-16,-16.67,93.8,110.5,66.6,+.012,-2.78,102.5,105.3,+6.52
346,Hampton,CAA,5-17,-17.00,98.2,115.2,68.3,-.017,-3.28,103.0,106.3,-1.24
347,Eastern Illinois,OVC,7-16,-17.10,93.3,110.4,68.1,+.016,-6.25,102.2,108.5,-2.34
348,New Orleans,Slnd,6-14,-17.13,96.3,113.4,71.0,-.072,-6.44,103.1,109.5,+2.26
349,Bethune Cookman,SWAC,8-14,-17.23,97.0,114.3,69.2,+.027,-6.70,101.6,108.3,-1.30
350,Evansville,MVC,4-19,-17.25,93.2,110.4,69.3,+.008,-0.33,103.9,104.2,-1.57
351,Houston Christian,Slnd,7-15,-17.57,101.5,119.0,70.1,-.031,-5.88,103.4,109.3,-0.13
352,Lindenwood,OVC,7-16,-17.62,92.8,110.4,67.0,-.041,-4.44,102.8,107.2,+2.29
353,South Carolina St.,MEAC,3-20,-17.66,98.8,116.5,71.7,-.038,-0.08,105.7,105.7,+3.13
354,St. Francis NY,NEC,11-11,-19.47,92.2,111.7,66.4,+.094,-12.58,97.4,109.9,-8.26
355,Delaware St.,MEAC,4-16,-19.76,92.9,112.7,66.0,+.029,-0.21,104.3,104.5,+5.65
356,Monmouth,CAA,2-20,-19.94,89.8,109.7,67.9,-.020,+3.62,107.1,103.5,+6.95
357,Florida A&M,SWAC,4-16,-21.76,88.1,109.9,63.8,-.016,+0.26,103.8,103.5,+14.07
358,Mississippi Valley St.,SWAC,2-21,-22.10,90.1,112.2,66.6,-.045,-0.02,103.7,103.8,+8.97
359,Lamar,Slnd,6-16,-23.43,93.5,117.0,66.0,+.042,-6.32,101.7,108.1,-1.73
360,IUPUI,Horz,3-20,-24.59,92.5,117.1,66.8,-.072,-5.06,102.7,107.7,-5.80
361,Hartford,ind,5-17,-26.31,90.6,116.9,65.6,-.047,-8.40,100.7,109.1,-8.40
362,Green Bay,Horz,2-21,-26.98,91.4,118.4,65.2,+.023,-1.36,104.5,105.8,+1.86
363,LIU,NEC,3-19,-28.05,86.7,114.7,71.7,-.014,-5.95,101.9,107.8,+6.09
