Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
60,Pittsburgh,ACC,17-7,+12.80,112.8,100.0,66.7,+.043,+3.29,107.8,104.5,-3.55
61,Cincinnati,Amer,16-9,+12.39,110.7,98.3,68.6,-.034,+2.87,107.4,104.6,-2.89
62,Washington St.,P12,10-15,+12.13,111.0,98.8,64.0,-.145,+10.60,110.1,99.5,+4.67
63,UCF,Amer,14-9,+12.12,110.1,97.9,64.2,-.056,+4.50,107.8,103.3,-0.22
64,Wisconsin,B10,14-9,+11.89,107.2,95.3,62.7,+.044,+10.17,111.1,100.9,+1.24
65,Wake Forest,ACC,16-9,+11.65,115.4,103.7,69.7,+.000,+5.16,107.2,102.1,-1.39
66,North Texas,CUSA,19-5,+11.50,107.7,96.2,58.6,+.096,+1.44,106.0,104.5,+1.51
67,Arizona St.,P12,16-8,+11.40,108.0,96.6,68.4,+.048,+5.48,107.3,101.8,-0.28
68,Villanova,BE,11-13,+11.39,113.4,102.0,63.4,-.118,+8.12,109.9,101.8,+4.10
69,Texas Tech,B12,12-12,+11.25,110.7,99.5,67.1,-.090,+6.83,109.1,102.3,-6.68
70,Charleston,CAA,23-3,+11.02,111.6,100.6,70.6,+.043,-3.77,103.7,107.5,-1.39
71,Dayton,A10,16-9,+10.95,108.6,97.7,63.7,-.054,-0.16,104.7,104.8,-1.99
72,Clemson,ACC,18-6,+10.92,109.1,98.1,68.1,+.030,+1.35,106.8,105.5,-5.76
73,UAB,CUSA,17-7,+10.81,111.2,100.4,71.2,-.065,-1.05,104.6,105.7,-4.61
74,BYU,WCC,16-10,+10.60,106.3,95.7,70.1,-.085,+3.08,107.1,104.0,+1.23
75,Kent St.,MAC,19-5,+10.56,106.8,96.2,67.7,-.001,-1.50,105.8,107.3,+2.90
76,Yale,Ivy,16-6,+10.36,110.0,99.7,65.7,-.035,-1.69,103.1,104.8,+0.07
77,Marshall,SB,19-6,+10.26,111.1,100.8,71.1,-.070,-3.61,103.6,107.2,-4.40
78,Sam Houston St.,WAC,17-6,+10.04,108.2,98.1,64.0,+.035,+2.75,106.1,103.3,+7.68
79,VCU,A10,18-7,+9.73,104.9,95.2,68.3,+.008,+0.13,104.9,104.7,-2.02
80,Tulane,Amer,16-7,+9.67,112.0,102.4,72.6,+.002,+0.59,105.3,104.7,-6.72
81,UNLV,MWC,16-8,+9.62,108.9,99.3,69.5,-.024,+3.15,106.9,103.8,-2.34
82,Drake,MVC,20-6,+9.40,108.5,99.1,66.2,+.035,-1.98,104.1,106.1,-1.82
83,Bradley,MVC,18-8,+9.26,108.0,98.7,65.7,+.011,-1.49,103.6,105.1,+0.60
84,Iona,MAAC,16-7,+9.24,108.9,99.6,69.2,-.020,-1.40,103.9,105.3,+3.87
85,Utah Valley,WAC,19-6,+9.19,107.4,98.2,68.8,+.050,+1.53,106.2,104.7,+4.46
86,Furman,SC,20-6,+9.13,114.1,105.0,68.6,-.021,-3.80,104.4,108.2,-2.54
87,Syracuse,ACC,15-10,+8.91,111.7,102.8,67.2,-.022,+2.22,107.2,105.0,-4.31
88,Southern Miss,SB,21-4,+8.45,109.5,101.0,67.7,+.066,-2.19,103.9,106.1,-3.53
89,St. John's,BE,14-11,+8.29,108.4,100.1,73.1,+.003,+5.35,107.3,102.0,-6.67
90,Santa Clara,WCC,17-8,+8.15,110.9,102.7,69.8,+.094,+4.25,107.9,103.7,+0.40
91,James Madison,SB,17-8,+7.67,107.0,99.3,70.0,-.066,-1.96,103.4,105.3,-4.09
92,Louisiana,SB,20-4,+7.65,113.3,105.7,68.7,+.093,-1.47,103.7,105.2,-0.23
93,UC Irvine,BW,15-8,+7.48,108.9,101.4,69.2,-.065,+0.14,104.2,104.1,+2.79
94,Hofstra,CAA,18-8,+7.18,110.8,103.6,67.0,+.060,+0.02,105.0,105.0,+7.39
95,Vanderbilt,SEC,12-12,+7.17,112.8,105.6,65.6,+.028,+8.30,108.7,100.4,+1.60
96,Saint Louis,A10,16-8,+7.09,111.1,104.0,68.9,+.051,+1.75,105.0,103.2,+4.20
97,Toledo,MAC,18-6,+6.78,118.0,111.2,70.1,+.032,-3.10,104.0,107.1,-1.34
98,Loyola Marymount,WCC,16-9,+6.76,109.4,102.6,67.3,+.051,+2.74,108.2,105.4,+0.78
99,Stanford,P12,10-13,+6.71,110.5,103.8,65.5,-.116,+5.22,106.7,101.4,-0.22
100,UC Santa Barbara,BW,18-4,+6.47,108.1,101.6,64.8,+.008,-5.00,101.7,106.7,-3.72
101,Indiana St.,MVC,17-9,+6.38,109.2,102.8,70.7,-.084,-4.62,102.2,106.8,-6.42
102,San Francisco,WCC,15-11,+6.30,108.6,102.3,69.5,-.034,+1.85,106.2,104.4,-3.52
103,Duquesne,A10,16-8,+6.16,109.7,103.6,67.8,+.013,-1.74,104.9,106.6,-4.33
104,Nebraska,B10,11-14,+6.00,104.9,98.9,66.2,+.024,+11.23,111.5,100.3,+2.44
105,Washington,P12,13-12,+5.93,106.3,100.4,69.2,+.054,+7.62,107.9,100.2,-1.36
106,Mississippi,SEC,10-14,+5.91,107.2,101.3,65.9,-.059,+7.13,108.5,101.4,+1.31
107,Akron,MAC,17-7,+5.91,107.4,101.5,64.3,+.035,-2.48,104.7,107.1,+0.02
108,Cornell,Ivy,15-7,+5.74,116.2,110.4,71.7,-.052,-1.85,104.0,105.8,-3.73
109,San Jose St.,MWC,14-10,+5.70,111.0,105.3,62.7,+.038,+3.56,107.0,103.4,-1.87
110,UNC Greensboro,SC,17-9,+5.61,101.8,96.2,65.9,-.012,-1.68,105.8,107.5,+3.60
111,Princeton,Ivy,16-6,+5.59,109.6,104.0,67.3,+.011,-3.35,103.2,106.5,-4.61
112,Butler,BE,12-13,+5.48,104.9,99.4,66.0,+.008,+9.40,109.9,100.5,+1.19
113,Temple,Amer,14-11,+5.47,106.5,101.0,66.5,+.045,+3.87,106.5,102.7,+1.00
114,Montana St.,BSky,17-8,+5.39,105.8,100.4,66.3,+.034,-1.00,106.4,107.4,+4.64
115,Colorado St.,MWC,11-14,+5.12,111.9,106.8,66.2,-.092,+5.51,107.8,102.3,+1.53
116,Colgate,Pat,18-8,+5.06,112.5,107.4,67.0,-.021,-5.47,102.0,107.5,-0.03
117,Southern Utah,WAC,16-8,+4.97,109.6,104.6,71.8,+.033,+2.49,106.0,103.5,+4.30
118,Charlotte,CUSA,13-10,+4.68,107.8,103.1,60.1,-.066,-1.44,104.3,105.7,-6.03
119,Middle Tennessee,CUSA,15-9,+4.48,105.9,101.5,67.4,+.029,+1.24,106.6,105.4,+1.97
120,Wichita St.,Amer,12-12,+4.45,104.5,100.0,66.1,-.062,+1.89,105.9,104.0,-2.09
121,Grand Canyon,WAC,16-8,+4.38,110.3,105.9,64.6,+.040,-0.07,104.5,104.5,-0.74
122,Youngstown St.,Horz,19-6,+4.37,114.2,109.8,67.2,-.019,-6.68,102.4,109.1,-5.72
123,Georgia,SEC,14-10,+4.19,107.0,102.8,67.5,+.057,+2.01,106.0,104.0,-7.12
124,Stephen F. Austin,WAC,15-9,+3.97,106.7,102.7,69.3,-.038,-0.03,105.2,105.2,-0.77
125,Southern Illinois,MVC,19-7,+3.92,102.4,98.5,63.9,+.075,-2.79,103.7,106.5,-3.05
126,Eastern Washington,BSky,18-7,+3.55,110.5,106.9,68.8,+.107,-1.80,104.8,106.6,+1.42
127,Hawaii,BW,17-7,+3.52,103.4,99.9,65.0,-.010,-4.40,102.2,106.6,-6.06
128,Vermont,AE,14-10,+3.51,107.7,104.2,64.4,+.022,-0.23,105.1,105.3,+5.18
129,LSU,SEC,12-12,+3.38,106.0,102.6,65.4,+.068,+6.71,108.0,101.3,-6.30
130,Belmont,MVC,17-9,+3.20,110.5,107.3,67.5,+.042,-1.27,104.0,105.3,+0.39
131,Quinnipiac,MAAC,17-7,+2.89,105.4,102.6,69.5,-.027,-4.95,101.1,106.1,-2.57
132,Davidson,A10,11-12,+2.80,107.8,105.0,65.5,-.059,+1.45,105.3,103.8,-1.45
133,Seattle,WAC,17-8,+2.76,103.3,100.5,68.9,+.101,-0.07,105.4,105.5,-0.15
134,Towson,CAA,17-8,+2.70,108.4,105.7,63.4,-.012,-5.52,102.1,107.6,-3.52
135,Samford,SC,17-9,+2.62,109.5,106.9,66.9,+.005,-3.69,104.0,107.7,-1.87
136,Kennesaw St.,ASun,18-7,+2.27,106.5,104.2,69.0,+.126,-1.23,105.5,106.7,+4.57
137,Fordham,A10,19-5,+2.21,103.0,100.8,69.4,+.130,-5.79,101.5,107.3,-12.26
138,Richmond,A10,12-13,+2.13,105.0,102.9,65.0,-.066,-0.45,105.5,105.9,-2.59
139,South Florida,Amer,10-14,+2.10,107.1,105.0,68.5,-.121,+0.03,104.9,104.8,-6.47
140,Louisiana Tech,CUSA,13-10,+2.09,107.1,105.0,66.5,-.026,+0.75,105.5,104.7,+0.51
141,UC Davis,BW,14-9,+2.08,106.8,104.7,70.4,-.026,-2.54,102.8,105.3,-0.85
142,DePaul,BE,9-16,+1.98,108.0,106.0,69.0,+.006,+8.44,109.5,101.1,+2.25
143,Cal St. Fullerton,BW,13-12,+1.96,102.4,100.5,64.5,-.057,+0.20,105.0,104.8,+2.75
144,Penn,Ivy,13-11,+1.94,110.3,108.4,66.3,-.017,-0.87,104.9,105.7,-0.52
145,Long Beach St.,BW,14-10,+1.89,105.7,103.8,73.2,+.039,+0.78,104.6,103.8,+5.83
146,Troy,SB,14-11,+1.62,104.2,102.6,67.3,-.052,-0.16,104.3,104.4,-0.24
147,South Alabama,SB,11-13,+1.25,104.8,103.5,66.5,-.106,+0.49,104.7,104.3,+5.72
148,Radford,BSth,16-9,+1.21,104.2,103.0,65.2,-.037,-3.97,104.1,108.1,+0.93
149,George Mason,A10,13-12,+1.20,103.5,102.3,66.6,-.019,-0.59,105.5,106.1,-1.21
150,UMass Lowell,AE,20-6,+1.14,105.6,104.5,68.8,+.006,-10.67,98.4,109.1,-11.52
151,Ball St.,MAC,17-7,+1.11,107.2,106.1,66.8,+.066,-3.84,104.5,108.3,-4.13
152,UNC Wilmington,CAA,19-7,+1.01,103.2,102.2,64.9,+.157,-3.62,103.5,107.2,+3.14
153,Missouri St.,MVC,13-12,+1.00,104.8,103.8,62.3,-.012,+0.19,104.3,104.1,+2.51
154,Ohio,MAC,13-11,+1.00,110.3,109.3,68.0,-.029,-1.49,106.2,107.7,+0.47
155,Longwood,BSth,17-9,+0.95,103.9,102.9,66.0,-.032,-7.92,102.1,110.1,-7.25
156,Portland,WCC,12-14,+0.76,109.4,108.7,69.0,-.039,+3.30,107.6,104.3,-0.61
157,Fresno St.,MWC,9-14,+0.46,102.1,101.7,63.7,-.005,+5.35,108.8,103.5,+2.08
158,Stetson,ASun,13-10,+0.38,112.2,111.8,63.7,+.030,+0.48,106.5,106.1,+6.83
159,UC Riverside,BW,15-9,+0.36,106.3,105.9,67.0,+.104,-0.08,104.4,104.5,+4.42
160,Siena,MAAC,15-9,+0.33,104.0,103.7,66.5,-.012,-4.51,101.8,106.4,-2.29
161,Boston College,ACC,12-13,+0.27,102.9,102.7,66.3,+.087,+3.92,108.4,104.5,-3.72
162,Rider,MAAC,13-9,+0.18,107.5,107.3,65.2,-.002,-4.09,101.8,105.9,-1.03
163,Cal Baptist,WAC,13-12,+0.14,103.9,103.8,63.7,-.063,-2.87,103.1,106.0,-6.86
164,St. Bonaventure,A10,13-12,-0.02,103.0,103.0,65.2,+.003,-1.28,104.4,105.7,-3.31
165,Lipscomb,ASun,15-10,-0.26,103.4,103.7,68.9,-.009,-3.53,104.7,108.3,-3.46
166,Harvard,Ivy,12-11,-0.29,100.4,100.6,65.8,-.046,-0.90,104.4,105.3,-1.81
167,Wyoming,MWC,7-16,-0.30,108.3,108.6,65.7,-.116,+4.13,107.2,103.1,-0.55
168,Rice,CUSA,15-8,-0.33,108.9,109.3,69.7,+.113,-0.51,104.2,104.8,-6.30
169,Western Kentucky,CUSA,13-11,-0.34,105.9,106.3,67.4,+.013,-0.45,105.0,105.4,-3.56
170,Bryant,AE,16-8,-0.39,107.6,108.0,72.7,+.066,-4.23,103.2,107.4,+2.11
171,Abilene Christian,WAC,13-11,-0.53,106.8,107.3,69.0,-.008,-0.24,104.7,104.9,-1.54
172,Air Force,MWC,12-13,-0.60,105.4,106.0,62.5,-.026,-0.68,105.6,106.2,-11.02
173,UTEP,CUSA,11-12,-0.62,97.8,98.5,66.5,-.012,+1.19,106.3,105.1,-2.40
174,UNC Asheville,BSth,19-7,-0.63,103.6,104.2,68.5,+.146,-4.83,102.7,107.5,-0.62
175,Gardner Webb,BSth,13-11,-0.65,98.8,99.5,65.6,-.086,-3.94,104.5,108.4,+1.54
176,Notre Dame,ACC,10-14,-0.69,110.0,110.7,64.3,-.033,+0.78,106.2,105.4,-2.93
177,South Dakota St.,Sum,14-11,-0.76,104.5,105.3,66.8,+.081,+0.07,105.9,105.9,+8.76
178,Buffalo,MAC,12-12,-0.78,106.2,107.0,72.9,-.005,+0.48,106.6,106.1,+5.97
179,Old Dominion,SB,14-10,-0.85,104.4,105.2,64.6,+.034,-1.93,104.0,105.9,-1.19
180,Brown,Ivy,12-10,-0.89,100.9,101.8,68.5,+.002,-3.00,103.2,106.2,-3.72
181,Norfolk St.,MEAC,16-7,-0.96,109.4,110.4,65.2,+.124,-6.09,102.0,108.1,-0.74
182,Appalachian St.,SB,13-12,-0.98,100.5,101.5,65.1,-.026,-0.84,105.0,105.8,-1.11
183,Florida St.,ACC,8-17,-0.98,106.8,107.8,69.0,-.021,+5.51,108.4,102.9,+2.93
184,Chattanooga,SC,13-13,-1.03,109.3,110.3,67.4,-.072,-1.48,104.8,106.3,+1.49
185,Massachusetts,A10,13-11,-1.10,103.7,104.8,70.8,+.064,-0.05,104.6,104.7,-1.54
186,Eastern Kentucky,ASun,16-9,-1.18,104.9,106.1,69.9,+.120,-1.09,104.0,105.1,+3.00
187,Utah Tech,WAC,11-14,-1.18,106.3,107.5,69.8,-.062,+2.69,106.4,103.7,+2.88
188,New Mexico St.,WAC,9-15,-1.33,105.4,106.8,69.4,-.088,+3.81,106.3,102.5,+5.04
189,SMU,Amer,9-16,-1.36,102.0,103.3,69.3,-.023,+4.69,107.5,102.8,+3.36
190,Saint Joseph's,A10,12-12,-1.37,103.9,105.3,69.1,-.007,-2.54,104.2,106.7,-5.04
191,Cleveland St.,Horz,14-11,-1.42,104.8,106.2,64.8,-.005,-4.17,104.0,108.2,+0.19
192,Florida Gulf Coast,ASun,14-11,-1.53,106.3,107.8,65.6,+.041,-2.67,104.0,106.6,+1.21
193,Montana,BSky,12-12,-1.53,106.8,108.4,63.0,-.012,-1.53,105.6,107.1,+2.73
194,Detroit Mercy,Horz,10-15,-1.55,111.7,113.2,67.4,-.109,-1.39,105.2,106.6,+4.97
195,Wright St.,Horz,15-11,-1.60,104.1,105.7,71.9,-.072,-6.66,102.7,109.4,-2.24
196,Texas A&M Corpus Chris,Slnd,15-9,-1.64,107.1,108.8,69.4,-.026,-7.82,101.3,109.1,+1.26
197,Tarleton St.,WAC,13-11,-1.65,102.7,104.3,67.2,+.060,+2.10,106.1,104.0,+6.16
198,Pepperdine,WCC,8-17,-1.66,104.0,105.7,72.3,-.136,+3.93,108.5,104.6,+2.78
199,Navy,Pat,14-11,-1.85,105.7,107.5,64.8,-.020,-5.86,101.8,107.7,-1.74
200,Northern Iowa,MVC,12-13,-2.07,102.6,104.6,67.5,-.037,-2.33,103.9,106.2,-1.92
201,Drexel,CAA,14-11,-2.09,101.7,103.8,63.7,-.040,-5.89,101.6,107.5,-1.65
202,Pacific,WCC,12-13,-2.09,107.2,109.3,69.8,+.037,+0.18,105.8,105.6,-4.98
203,Northwestern St.,Slnd,16-8,-2.25,105.9,108.2,66.5,+.100,-5.57,103.9,109.4,+3.70
204,Oregon St.,P12,9-15,-2.36,100.9,103.3,63.4,+.003,+6.21,107.2,101.0,-6.00
205,Northern Kentucky,Horz,15-10,-2.61,100.5,103.2,62.3,+.045,-4.68,103.8,108.5,+2.93
206,Georgetown,BE,6-19,-2.90,105.4,108.3,67.9,-.076,+6.84,109.7,102.9,-4.40
207,Queens,ASun,16-9,-2.93,108.6,111.6,69.3,+.032,-4.63,103.7,108.3,-3.35
208,FIU,CUSA,12-12,-2.99,102.3,105.3,69.9,+.043,+0.78,106.1,105.3,-7.81
209,Grambling St.,SWAC,15-8,-3.02,100.3,103.4,67.0,+.083,-5.92,100.6,106.5,+3.38
210,Georgia Tech,ACC,9-15,-3.09,101.1,104.2,66.7,-.021,+5.03,108.7,103.7,-1.66
211,Texas St.,SB,11-14,-3.13,101.0,104.2,63.9,+.037,+0.77,105.2,104.5,-0.75
212,St. Thomas,Sum,16-10,-3.24,109.0,112.2,65.3,+.048,-5.06,102.8,107.9,-2.40
213,George Washington,A10,12-12,-3.30,109.4,112.7,69.0,-.000,-2.29,103.3,105.6,-5.68
214,Rhode Island,A10,8-15,-3.31,100.6,103.9,67.6,-.020,+0.16,104.4,104.2,-1.38
215,East Carolina,Amer,12-12,-3.31,103.3,106.7,67.0,+.018,-2.89,103.8,106.7,-9.34
216,North Carolina Central,MEAC,10-11,-3.35,102.9,106.3,67.2,-.089,-1.26,103.6,104.9,+6.14
217,San Diego,WCC,11-14,-3.39,111.5,114.8,68.7,-.005,+0.52,105.5,105.0,-2.66
218,Murray St.,MVC,13-12,-3.57,106.7,110.2,66.5,+.086,-0.01,104.9,104.9,-0.34
219,SIU Edwardsville,OVC,16-9,-3.71,100.6,104.4,68.7,+.021,-6.34,102.8,109.1,+0.08
220,Sacramento St.,BSky,12-12,-3.78,105.9,109.7,61.8,+.024,-1.10,105.2,106.3,+3.24
221,Purdue Fort Wayne,Horz,15-10,-3.88,102.1,106.0,68.6,+.062,-4.32,104.0,108.4,-0.70
222,Minnesota,B10,7-15,-3.96,100.1,104.1,65.0,+.030,+7.46,108.1,100.7,-6.62
223,Milwaukee,Horz,16-8,-4.23,101.7,105.9,71.6,+.096,-5.21,103.3,108.5,+0.93
224,Jacksonville,ASun,12-11,-4.34,102.0,106.3,61.4,+.047,+0.30,107.0,106.7,+5.71
225,Weber St.,BSky,12-12,-4.36,99.0,103.3,65.3,+.050,+0.18,106.4,106.2,+4.23
226,Georgia Southern,SB,12-13,-4.59,100.8,105.4,65.8,-.008,-1.69,105.1,106.8,-3.79
227,La Salle,A10,11-13,-4.83,101.9,106.7,67.7,+.084,-0.68,104.6,105.3,-2.10
228,UMBC,AE,16-10,-4.86,108.1,112.9,67.8,+.060,-7.52,100.9,108.4,-7.50
229,Delaware,CAA,12-14,-4.86,102.4,107.3,67.0,-.010,-2.38,104.7,107.1,-0.17
230,Wofford,SC,13-13,-4.91,107.6,112.5,65.5,+.000,-2.21,104.6,106.8,-1.17
231,American,Pat,15-9,-5.07,103.0,108.0,63.1,+.061,-7.30,101.5,108.8,-8.20
232,Northern Colorado,BSky,8-16,-5.09,106.5,111.5,69.2,-.007,+0.76,106.4,105.6,+5.01
233,North Dakota St.,Sum,9-15,-5.18,105.5,110.7,67.7,-.069,-0.54,106.6,107.1,+6.41
234,Army,Pat,14-12,-5.51,105.0,110.5,68.3,-.068,-8.25,100.1,108.4,-7.50
235,Niagara,MAAC,13-9,-5.57,101.6,107.2,62.3,+.131,-4.34,102.7,107.1,-4.44
236,Howard,MEAC,14-10,-5.61,101.9,107.6,69.3,+.078,-4.18,103.0,107.2,+0.12
237,Mercer,SC,12-14,-5.66,100.8,106.5,64.8,-.037,-3.33,103.9,107.2,-2.38
238,East Tennessee St.,SC,9-17,-5.89,100.4,106.2,66.5,-.152,-3.83,104.6,108.4,-4.80
239,South Carolina,SEC,8-16,-5.94,102.6,108.5,64.0,+.045,+4.91,108.2,103.3,-3.29
240,Portland St.,BSky,10-14,-6.04,102.7,108.7,71.8,+.023,+0.38,106.3,106.0,+4.87
241,Western Carolina,SC,14-12,-6.13,102.7,108.9,67.9,+.029,-4.09,103.9,108.0,-3.86
242,Fairfield,MAAC,10-13,-6.15,98.7,104.9,64.6,+.008,-2.98,102.9,105.9,-0.77
243,Winthrop,BSth,11-15,-6.21,107.2,113.4,66.8,-.002,-1.60,104.6,106.2,+3.33
244,Maryland Eastern Shore,MEAC,14-8,-6.28,97.6,103.9,68.0,+.168,-1.42,104.1,105.5,+4.92
245,Nicholls St.,Slnd,11-11,-6.39,101.9,108.3,69.8,+.052,+0.13,106.7,106.5,+13.90
246,Georgia St.,SB,10-14,-6.41,97.2,103.6,66.8,-.056,-1.95,103.5,105.4,-5.43
247,Southern,SWAC,12-12,-6.52,98.8,105.3,71.9,+.016,-3.93,102.5,106.4,+8.40
248,Loyola Chicago,A10,8-15,-6.53,103.0,109.6,65.4,-.028,-0.65,104.9,105.5,-3.99
