Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
103,Saint Louis,A10,16-9,+6.28,110.4,104.2,68.8,+.049,+2.25,105.0,102.7,+4.08
104,San Francisco,WCC,16-12,+6.12,109.1,103.0,69.5,-.022,+2.43,106.5,104.1,-3.46
105,Washington,P12,13-13,+5.95,105.4,99.4,69.1,+.040,+8.02,107.9,99.9,-1.13
106,Duquesne,A10,17-8,+5.92,108.3,102.4,68.0,+.027,-1.71,104.6,106.3,-3.80
107,Butler,BE,13-13,+5.85,104.5,98.6,66.1,+.026,+9.59,109.9,100.3,+1.12
108,Akron,MAC,17-8,+5.51,107.7,102.2,64.7,+.021,-1.81,104.9,106.7,+0.28
109,Temple,Amer,14-12,+5.51,106.8,101.2,66.5,+.037,+4.59,106.7,102.1,+1.08
110,Colgate,Pat,19-8,+5.45,111.8,106.3,67.3,-.021,-5.70,101.7,107.4,+0.03
111,Colorado St.,MWC,11-14,+5.39,111.7,106.4,66.4,-.092,+5.83,107.8,102.0,+1.89
112,UNC Greensboro,SC,18-9,+5.34,102.2,96.9,66.2,-.002,-2.04,105.5,107.5,+3.56
113,Southern Utah,WAC,17-9,+5.29,109.7,104.4,71.9,+.021,+2.69,105.7,103.0,+4.12
114,Mississippi,SEC,10-15,+5.10,106.0,100.9,66.2,-.072,+6.64,108.2,101.6,+1.55
115,Montana St.,BSky,18-9,+4.98,104.8,99.8,66.3,+.034,-0.64,106.1,106.8,+4.63
116,Georgia,SEC,15-10,+4.85,107.1,102.2,67.8,+.066,+2.46,106.2,103.7,-7.04
117,Youngstown St.,Horz,20-7,+4.74,113.8,109.0,67.8,-.032,-5.81,102.7,108.5,-5.43
118,Cornell,Ivy,15-8,+4.66,114.8,110.1,71.9,-.047,-1.60,103.8,105.4,-4.01
119,Princeton,Ivy,16-7,+4.62,109.3,104.7,67.6,-.006,-3.45,102.6,106.1,-4.64
120,Stephen F. Austin,WAC,16-9,+4.43,106.8,102.4,69.3,-.032,-0.07,104.9,105.0,-0.62
121,Grand Canyon,WAC,16-9,+4.41,109.4,104.9,64.9,+.022,+0.60,104.5,103.9,-0.47
122,Wichita St.,Amer,13-12,+4.11,104.2,100.1,66.2,-.043,+1.61,105.5,103.9,-1.88
123,Vermont,AE,15-10,+3.90,108.9,105.0,64.6,+.030,-0.33,104.6,105.0,+5.59
124,Eastern Washington,BSky,19-7,+3.83,110.0,106.2,68.9,+.113,-1.70,104.6,106.3,+1.53
125,Charlotte,CUSA,14-11,+3.81,107.5,103.6,60.0,-.029,-0.72,104.3,105.0,-6.54
126,Belmont,MVC,18-9,+3.62,110.6,107.0,67.8,+.034,-1.91,103.6,105.5,+0.46
127,Middle Tennessee,CUSA,15-11,+3.45,106.9,103.5,67.5,+.017,+2.13,106.8,104.7,+1.99
128,Seattle,WAC,18-8,+3.18,102.7,99.5,69.1,+.110,+0.19,105.3,105.1,+0.23
129,Hawaii,BW,18-8,+3.00,102.6,99.6,65.0,-.026,-4.65,101.7,106.3,-6.04
130,Troy,SB,16-11,+2.89,104.0,101.1,67.5,-.034,-0.08,104.3,104.3,-0.11
131,Southern Illinois,MVC,19-8,+2.81,102.2,99.4,64.0,+.091,-2.22,103.6,105.8,-3.25
132,LSU,SEC,12-13,+2.62,105.7,103.1,65.3,+.061,+6.91,108.2,101.2,-6.22
133,Cal St. Fullerton,BW,14-12,+2.45,101.8,99.4,64.6,-.036,+0.73,104.9,104.2,+2.95
134,South Alabama,SB,13-14,+2.44,104.8,102.3,66.6,-.124,-0.38,103.8,104.1,+2.81
135,Louisiana Tech,CUSA,13-12,+2.43,106.4,104.0,66.9,-.058,+1.79,105.9,104.1,+0.65
136,Fordham,A10,20-5,+2.41,103.6,101.2,69.3,+.139,-5.40,101.5,106.9,-12.36
137,Penn,Ivy,14-11,+2.38,110.3,107.9,66.7,-.004,-0.70,104.5,105.2,-0.45
138,Davidson,A10,11-13,+2.30,107.6,105.3,65.5,-.075,+1.24,105.0,103.8,-1.31
139,Samford,SC,18-9,+2.18,108.6,106.4,67.3,+.016,-4.23,103.5,107.8,-1.48
140,Long Beach St.,BW,15-11,+2.07,105.8,103.7,73.5,+.026,+0.64,104.0,103.4,+5.74
141,DePaul,BE,9-16,+1.95,108.0,106.0,69.1,+.006,+8.46,109.1,100.6,+2.29
142,Ball St.,MAC,18-7,+1.94,107.8,105.9,67.1,+.059,-4.06,104.1,108.2,-3.74
143,Kennesaw St.,ASun,20-7,+1.79,105.5,103.7,68.8,+.148,-1.83,104.8,106.7,+4.33
144,Ohio,MAC,14-11,+1.65,111.1,109.5,68.3,-.018,-1.26,106.0,107.3,+0.55
145,UC Davis,BW,14-11,+1.65,106.5,104.8,70.7,-.043,-1.54,103.1,104.6,-1.07
146,South Florida,Amer,10-15,+1.62,106.6,105.0,68.7,-.108,+0.80,105.1,104.3,-6.70
147,Towson,CAA,17-10,+1.48,107.6,106.2,63.6,-.039,-5.35,101.9,107.2,-3.72
148,Richmond,A10,13-13,+1.47,104.6,103.1,65.4,-.049,-1.09,104.8,105.9,-2.72
149,Radford,BSth,17-10,+1.11,103.9,102.8,65.5,-.030,-3.96,103.9,107.8,+1.07
150,UNC Wilmington,CAA,20-7,+1.05,103.0,101.9,65.1,+.158,-4.26,102.9,107.2,+3.15
151,Quinnipiac,MAAC,17-9,+0.93,104.2,103.2,69.8,-.010,-4.70,101.0,105.7,-2.43
152,Portland,WCC,13-15,+0.92,109.6,108.6,69.0,-.025,+4.00,107.8,103.8,+0.00
153,Air Force,MWC,13-13,+0.85,106.4,105.5,62.7,-.017,+0.12,106.0,105.8,-10.58
154,George Mason,A10,14-12,+0.85,103.3,102.4,66.9,-.009,-1.24,104.7,105.9,-1.54
155,Longwood,BSth,18-9,+0.74,103.5,102.7,65.8,-.017,-7.93,102.0,109.9,-7.35
156,Fresno St.,MWC,9-15,+0.73,102.4,101.7,63.9,-.008,+6.30,109.1,102.8,+2.35
157,Rice,CUSA,16-9,+0.72,109.6,108.9,70.0,+.104,+0.64,105.0,104.4,-5.93
158,Missouri St.,MVC,14-12,+0.68,103.8,103.1,62.6,+.001,-0.44,103.9,104.3,+2.44
159,UMass Lowell,AE,20-7,+0.54,106.3,105.7,69.1,+.003,-10.06,98.4,108.5,-11.62
160,Gardner Webb,BSth,15-11,+0.46,98.4,98.0,65.6,-.067,-3.72,104.4,108.1,+1.98
161,UC Riverside,BW,16-10,+0.38,105.9,105.5,67.0,+.113,+0.63,104.7,104.0,+4.82
162,Cal Baptist,WAC,14-12,+0.30,103.9,103.6,63.9,-.063,-2.65,102.9,105.5,-6.56
163,Siena,MAAC,17-9,+0.13,104.0,103.8,66.8,-.001,-5.25,100.9,106.1,-2.69
164,Brown,Ivy,13-10,+0.11,100.5,100.4,68.6,+.002,-2.83,103.4,106.3,-3.63
165,St. Bonaventure,A10,13-13,+0.08,101.6,101.6,65.5,-.014,-0.92,104.5,105.5,-3.37
166,Stetson,ASun,14-11,+0.07,112.1,112.0,64.4,+.036,+0.44,106.4,106.0,+6.84
167,Norfolk St.,MEAC,18-7,-0.07,109.5,109.6,66.1,+.123,-6.90,101.2,108.1,-0.73
168,Montana,BSky,14-12,-0.14,107.8,108.0,63.2,+.014,-0.89,105.4,106.2,+3.43
169,Wyoming,MWC,7-17,-0.16,108.3,108.4,65.7,-.115,+5.07,107.3,102.2,-0.49
170,Western Kentucky,CUSA,14-11,-0.18,106.7,106.9,67.7,+.028,-0.40,104.9,105.3,-3.21
171,Old Dominion,SB,16-10,-0.25,104.7,104.9,64.8,+.061,-1.52,103.6,105.1,-0.95
172,Pepperdine,WCC,9-18,-0.30,105.5,105.8,72.4,-.125,+4.63,108.6,103.9,+3.22
173,Rider,MAAC,14-9,-0.43,106.5,107.0,65.2,+.017,-4.61,101.1,105.7,-1.10
174,Chattanooga,SC,14-13,-0.47,108.9,109.4,67.5,-.071,-1.92,104.3,106.2,+1.55
175,Florida Gulf Coast,ASun,16-11,-0.50,105.9,106.4,65.5,+.062,-2.46,104.0,106.5,+1.27
176,Eastern Kentucky,ASun,17-10,-0.55,105.0,105.6,70.4,+.120,-0.27,104.6,104.9,+2.97
177,Lipscomb,ASun,16-11,-0.57,103.3,103.8,69.3,-.010,-3.57,104.5,108.1,-2.88
178,UNC Asheville,BSth,20-7,-0.58,103.7,104.3,68.7,+.153,-4.83,102.4,107.3,-0.19
179,Wright St.,Horz,16-11,-0.66,104.7,105.4,71.9,-.069,-6.62,102.5,109.1,-2.25
180,Bryant,AE,16-9,-0.69,107.2,107.9,72.6,+.043,-4.07,103.2,107.3,+2.16
181,Buffalo,MAC,12-13,-0.80,105.8,106.6,73.0,-.019,+0.96,106.2,105.3,+6.12
182,South Dakota St.,Sum,15-11,-0.82,104.6,105.5,66.7,+.092,-0.28,105.7,106.0,+8.95
183,Harvard,Ivy,12-12,-0.93,99.8,100.7,66.3,-.056,-1.06,104.3,105.4,-2.07
184,Notre Dame,ACC,10-15,-0.94,110.8,111.7,64.4,-.042,+1.06,106.2,105.1,-2.88
185,Abilene Christian,WAC,13-12,-1.01,106.4,107.4,69.1,-.010,+0.54,104.8,104.3,-0.75
186,UTEP,CUSA,12-13,-1.01,97.1,98.1,66.9,-.010,+0.67,106.0,105.3,-2.43
187,SMU,Amer,9-17,-1.02,102.1,103.1,69.5,-.037,+4.90,107.3,102.4,+3.47
188,Tarleton St.,WAC,14-12,-1.06,103.0,104.0,66.8,+.065,+2.79,106.5,103.7,+6.55
189,Appalachian St.,SB,14-13,-1.09,99.7,100.8,64.9,-.007,-0.27,104.8,105.0,-0.91
190,Florida St.,ACC,8-18,-1.10,106.6,107.7,69.2,-.027,+5.74,108.5,102.7,+3.17
191,Saint Joseph's,A10,13-12,-1.17,103.2,104.3,69.5,+.001,-2.93,104.0,106.9,-5.15
192,Boston College,ACC,12-14,-1.22,102.0,103.2,66.5,+.092,+4.02,108.3,104.3,-3.96
193,New Mexico St.,WAC,9-15,-1.22,105.4,106.6,69.5,-.088,+4.00,106.0,102.0,+4.91
194,Utah Tech,WAC,11-15,-1.42,106.4,107.8,69.8,-.073,+2.56,106.0,103.4,+3.26
195,Cleveland St.,Horz,16-11,-1.44,104.1,105.5,65.1,+.027,-4.32,103.8,108.1,+0.42
196,Northwestern St.,Slnd,18-8,-1.48,106.9,108.4,66.9,+.114,-5.81,103.3,109.1,+4.05
197,Navy,Pat,15-11,-1.49,105.0,106.5,64.9,-.019,-6.34,101.5,107.9,-2.10
198,St. Thomas,Sum,17-11,-1.52,109.9,111.5,65.5,+.020,-4.65,102.8,107.5,-1.90
199,North Carolina Central,MEAC,12-11,-1.56,103.5,105.1,67.2,-.126,-3.48,102.1,105.6,+6.40
200,Pacific,WCC,13-14,-1.69,107.5,109.2,70.1,+.041,+0.56,106.3,105.8,-4.25
201,Oregon St.,P12,10-16,-1.71,100.0,101.7,63.6,+.021,+6.99,107.4,100.4,-6.15
202,Texas A&M Corpus Chris,Slnd,17-9,-1.76,105.8,107.6,69.4,-.013,-9.56,100.5,110.0,+1.14
203,Drexel,CAA,15-12,-2.00,100.8,102.8,63.9,-.030,-5.03,102.0,107.0,-1.31
204,Massachusetts,A10,13-12,-2.13,103.4,105.5,70.9,+.059,-0.23,104.3,104.6,-1.79
205,Detroit Mercy,Horz,11-16,-2.26,112.1,114.4,67.6,-.100,-2.08,104.4,106.5,+4.57
206,Georgia Tech,ACC,9-16,-2.30,101.1,103.4,66.6,-.038,+5.71,109.1,103.4,-1.15
207,Grambling St.,SWAC,17-8,-2.53,99.8,102.4,67.1,+.095,-6.88,99.8,106.7,+3.39
208,Northern Kentucky,Horz,16-11,-2.56,101.2,103.7,62.4,+.022,-4.87,103.2,108.1,+3.26
209,San Diego,WCC,11-16,-2.83,111.9,114.7,69.1,-.029,+1.52,106.1,104.6,-2.25
210,Georgetown,BE,6-20,-2.95,105.4,108.3,68.3,-.075,+7.48,109.7,102.3,-4.29
211,Northern Iowa,MVC,12-14,-3.08,101.8,104.9,67.5,-.027,-2.15,103.8,105.9,-1.95
212,FIU,CUSA,13-13,-3.19,101.3,104.5,70.2,+.046,+0.42,106.1,105.7,-7.74
213,East Carolina,Amer,12-12,-3.22,103.2,106.4,67.2,+.018,-2.72,103.7,106.4,-9.00
214,Georgia Southern,SB,14-13,-3.48,101.1,104.6,66.1,+.004,-1.89,104.5,106.3,-3.38
215,Texas St.,SB,12-15,-3.53,101.4,104.9,64.1,+.034,+0.08,104.4,104.3,-0.42
216,Weber St.,BSky,13-13,-3.67,99.9,103.6,65.6,+.042,+0.16,105.9,105.7,+4.39
217,Rhode Island,A10,8-16,-3.71,100.2,103.9,67.8,-.023,+0.18,104.1,103.9,-1.81
218,Northern Colorado,BSky,10-16,-3.78,106.1,109.9,69.5,+.009,+0.10,105.9,105.8,+5.50
219,George Washington,A10,12-13,-3.78,108.4,112.2,69.4,-.006,-2.09,103.2,105.3,-5.71
220,Queens,ASun,16-11,-3.97,108.3,112.3,70.0,-.000,-5.04,103.2,108.2,-3.54
221,Milwaukee,Horz,18-8,-3.98,102.9,106.8,71.2,+.119,-5.56,103.2,108.7,+1.00
222,North Dakota St.,Sum,11-15,-4.06,105.4,109.5,68.0,-.062,-1.68,105.9,107.6,+6.89
223,La Salle,A10,12-13,-4.23,102.5,106.8,67.7,+.077,-1.12,104.1,105.2,-2.16
224,Minnesota,B10,7-16,-4.36,99.0,103.4,65.0,+.025,+7.64,108.3,100.6,-6.58
225,Wofford,SC,13-14,-4.74,108.3,113.0,65.8,-.011,-1.55,104.4,106.0,-0.87
226,Murray St.,MVC,13-13,-4.74,105.6,110.3,66.6,+.092,+0.52,105.1,104.5,-0.68
227,Nicholls St.,Slnd,13-11,-4.77,101.8,106.6,70.5,+.046,-1.23,106.0,107.2,+14.20
228,Delaware,CAA,13-14,-4.89,102.0,106.9,67.2,-.002,-3.07,104.1,107.2,-0.19
229,UMBC,AE,17-10,-5.00,107.6,112.6,67.6,+.074,-7.66,100.8,108.5,-7.93
230,South Carolina,SEC,9-16,-5.10,102.2,107.3,64.3,+.064,+5.25,108.2,103.0,-3.08
231,SIU Edwardsville,OVC,17-10,-5.12,99.9,105.0,68.9,+.028,-7.20,101.8,109.0,-0.01
232,Purdue Fort Wayne,Horz,15-12,-5.19,101.0,106.1,69.0,+.035,-4.49,103.7,108.2,-1.01
233,Jacksonville,ASun,12-13,-5.51,100.3,105.8,61.9,+.018,-0.14,106.8,107.0,+5.76
234,Portland St.,BSky,11-15,-5.67,103.4,109.1,72.2,+.038,+0.58,106.2,105.6,+5.18
235,Sacramento St.,BSky,12-14,-5.73,104.0,109.7,62.0,+.031,-0.82,105.3,106.1,+3.13
236,Howard,MEAC,16-10,-5.77,102.4,108.1,69.4,+.107,-5.11,101.9,107.0,+0.05
237,Northern Illinois,MAC,11-14,-5.80,101.4,107.2,69.0,+.012,-1.21,105.4,106.6,+2.50
238,Niagara,MAAC,14-10,-5.83,100.8,106.6,62.8,+.138,-3.87,102.5,106.4,-4.17
239,Fairfield,MAAC,11-14,-6.22,98.0,104.2,64.9,+.007,-3.40,102.3,105.7,-1.13
240,Mercer,SC,12-15,-6.28,100.0,106.3,64.9,-.037,-2.94,103.9,106.8,-2.25
241,Northern Arizona,BSky,7-20,-6.28,105.3,111.6,66.8,-.110,+1.22,106.2,104.9,+7.90
242,East Tennessee St.,SC,10-17,-6.36,100.0,106.3,66.5,-.130,-4.53,103.9,108.5,-4.89
243,Army,Pat,14-13,-6.38,103.7,110.1,68.4,-.054,-7.96,100.1,108.1,-7.51
244,Georgia St.,SB,10-16,-6.48,96.9,103.4,67.2,-.074,-1.42,103.5,105.0,-5.35
245,North Florida,ASun,11-15,-6.52,108.4,114.9,68.0,+.008,-0.31,106.2,106.5,+5.76
246,Loyola Chicago,A10,8-16,-6.54,102.9,109.5,65.8,-.042,-0.50,104.6,105.1,-4.31
247,Western Carolina,SC,14-13,-6.56,102.2,108.8,68.2,+.038,-3.03,104.2,107.2,-3.30
248,Robert Morris,Horz,12-15,-6.65,98.4,105.1,66.4,-.040,-3.79,103.4,107.2,-2.00
