Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
63,Ohio St.,B10,11-16,+12.01,114.0,102.0,66.9,-.167,+9.54,109.0,99.4,-3.03
64,Wisconsin,B10,16-11,+12.00,105.8,93.8,62.9,+.025,+9.62,110.3,100.7,+0.57
65,Arizona St.,P12,19-9,+11.92,107.4,95.5,68.5,+.059,+5.72,106.7,100.9,+0.30
66,UCF,Amer,15-12,+11.90,109.6,97.7,64.7,-.105,+3.71,107.2,103.5,-0.73
67,Cincinnati,Amer,19-10,+11.89,111.4,99.5,68.6,-.021,+2.32,106.6,104.3,-3.54
68,Charleston,CAA,26-3,+11.88,112.1,100.2,70.9,+.039,-5.47,102.4,107.9,-1.94
69,UAB,CUSA,20-8,+11.77,112.7,100.9,71.0,-.067,-0.83,104.2,105.0,-4.50
70,Villanova,BE,14-14,+11.63,112.3,100.7,63.7,-.074,+8.15,109.1,100.9,+3.42
71,Yale,Ivy,18-7,+11.23,110.3,99.0,66.4,-.049,-2.00,102.9,104.9,-0.25
72,Virginia Tech,ACC,16-12,+11.10,113.8,102.7,67.3,-.090,+4.36,107.4,103.0,-4.35
73,Sam Houston St.,WAC,20-6,+11.09,108.0,97.0,64.4,+.055,+1.86,105.2,103.3,+6.68
74,Kent St.,MAC,22-6,+11.01,106.5,95.5,68.1,+.001,-2.13,105.2,107.3,+2.81
75,Drake,MVC,24-6,+10.99,108.5,97.5,67.1,+.032,-3.08,103.4,106.5,-2.57
76,Marshall,SB,24-6,+10.95,111.6,100.7,72.6,-.039,-3.41,103.1,106.5,-4.07
77,VCU,A10,21-7,+10.85,105.2,94.3,68.4,+.015,-0.59,103.8,104.4,-2.52
78,Iona,MAAC,20-7,+10.68,108.9,98.2,69.0,-.017,-3.03,102.7,105.7,+3.54
79,Clemson,ACC,20-8,+10.30,109.5,99.2,68.3,+.027,+0.59,106.3,105.8,-6.22
80,Bradley,MVC,22-8,+10.27,107.1,96.8,65.7,+.032,-2.70,102.8,105.5,-0.31
81,Utah Valley,WAC,21-6,+10.26,107.1,96.8,69.6,+.061,+1.73,105.8,104.0,+4.26
82,Wake Forest,ACC,17-11,+9.86,114.7,104.9,69.9,+.009,+4.90,107.0,102.1,-2.02
83,BYU,WCC,16-14,+9.75,106.5,96.8,70.4,-.109,+4.58,107.7,103.1,+0.88
84,Tulane,Amer,17-8,+9.65,111.2,101.5,73.1,+.036,+0.87,105.1,104.2,-8.02
85,Santa Clara,WCC,21-8,+9.65,111.1,101.5,70.5,+.109,+3.99,107.8,103.9,+0.32
86,UNLV,MWC,16-11,+9.47,109.1,99.7,70.0,-.042,+4.50,106.9,102.4,-2.56
87,St. John's,BE,17-12,+8.48,107.2,98.8,73.4,+.024,+5.05,106.6,101.5,-7.72
88,Vanderbilt,SEC,15-13,+8.27,113.5,105.2,66.5,+.049,+8.02,108.1,100.0,+1.37
89,UC Irvine,BW,20-8,+8.10,108.1,100.0,68.8,-.015,-0.75,103.4,104.2,+2.98
90,Nebraska,B10,14-14,+7.86,105.7,97.9,66.7,+.056,+10.54,110.1,99.6,+1.17
91,Furman,SC,23-7,+7.70,112.9,105.2,68.8,-.016,-5.21,103.3,108.5,-2.15
92,Toledo,MAC,22-6,+7.69,117.5,109.8,70.1,+.038,-4.19,103.5,107.7,-1.95
93,Indiana St.,MVC,20-10,+7.69,109.6,101.9,71.0,-.092,-5.03,101.7,106.7,-6.69
94,Stanford,P12,11-16,+7.65,112.0,104.4,65.9,-.126,+6.88,106.8,99.9,-0.99
95,Hofstra,CAA,22-8,+7.58,109.2,101.6,67.6,+.059,-2.80,103.1,105.9,+6.59
96,Southern Miss,SB,24-6,+7.47,107.5,100.0,68.6,+.093,-2.07,103.8,105.9,-3.72
97,James Madison,SB,20-10,+7.07,105.5,98.5,71.0,-.061,-1.83,103.5,105.3,-4.95
98,San Francisco,WCC,17-12,+6.83,109.2,102.4,69.4,-.012,+2.26,106.5,104.2,-3.66
99,Duquesne,A10,19-9,+6.77,109.2,102.4,68.5,+.012,-2.12,104.3,106.4,-4.31
100,Washington,P12,15-13,+6.77,105.0,98.2,69.1,+.058,+7.26,107.2,100.0,-1.23
101,Louisiana,SB,22-7,+6.58,112.8,106.3,68.7,+.072,-1.11,103.4,104.6,-0.06
102,South Alabama,SB,16-14,+6.38,107.2,100.8,66.3,-.125,-1.15,103.4,104.5,+2.76
103,Saint Louis,A10,18-10,+6.26,111.0,104.8,69.3,+.043,+1.52,104.6,103.0,+3.67
104,San Jose St.,MWC,16-12,+6.25,110.7,104.5,63.0,+.058,+5.46,107.7,102.3,-1.65
105,Loyola Marymount,WCC,18-11,+6.19,109.7,103.5,67.7,+.082,+3.59,108.5,104.9,+0.33
106,Syracuse,ACC,16-12,+6.15,110.4,104.3,67.4,+.007,+2.17,106.7,104.5,-5.76
107,Akron,MAC,19-9,+6.15,107.9,101.8,64.7,+.021,-2.23,104.7,107.0,-0.38
108,Southern Utah,WAC,18-9,+5.96,109.7,103.7,72.0,+.026,+2.14,105.4,103.3,+4.26
109,UNC Greensboro,SC,20-10,+5.83,103.1,97.3,66.6,-.009,-2.65,105.0,107.7,+2.75
110,Colorado St.,MWC,12-16,+5.68,112.0,106.3,66.3,-.083,+6.55,107.7,101.2,+1.49
111,Montana St.,BSky,19-9,+5.26,104.8,99.6,66.8,+.045,-1.02,105.7,106.7,+4.32
112,Eastern Washington,BSky,21-7,+4.99,110.2,105.3,69.1,+.108,-2.50,104.1,106.6,+1.62
113,Wichita St.,Amer,14-12,+4.98,104.7,99.8,66.5,-.042,+1.14,105.1,104.0,-2.66
114,Colgate,Pat,22-8,+4.90,112.6,107.7,67.9,-.003,-7.33,100.6,107.9,-0.99
115,Temple,Amer,15-14,+4.90,107.2,102.3,66.3,+.007,+3.44,105.9,102.4,+0.21
116,Butler,BE,14-15,+4.76,102.7,97.9,66.0,+.020,+8.37,109.2,100.8,+0.59
117,Youngstown St.,Horz,22-8,+4.66,113.5,108.9,68.2,-.021,-6.85,101.7,108.6,-5.48
118,Mississippi,SEC,10-18,+4.58,106.1,101.5,66.4,-.087,+7.08,107.8,100.8,+0.83
119,UC Santa Barbara,BW,20-7,+4.50,107.9,103.4,64.5,+.043,-3.05,102.4,105.5,-2.88
120,Cal St. Fullerton,BW,17-12,+4.50,104.2,99.7,65.0,-.021,-0.06,104.3,104.3,+2.77
121,Charlotte,CUSA,16-11,+4.41,107.7,103.3,60.2,-.004,-1.20,104.0,105.2,-7.13
122,Hawaii,BW,20-8,+4.19,102.5,98.3,64.9,-.014,-4.43,101.9,106.3,-6.24
123,Middle Tennessee,CUSA,17-11,+4.14,106.6,102.5,67.5,+.037,+1.40,106.3,104.9,+1.09
124,Princeton,Ivy,17-8,+4.13,109.1,105.0,68.2,-.011,-3.94,101.9,105.8,-5.53
125,Grand Canyon,WAC,18-10,+4.12,110.0,105.9,65.1,+.006,-0.53,104.1,104.6,-0.75
126,Samford,SC,21-9,+4.05,108.9,104.9,68.2,+.023,-4.81,103.2,108.0,-2.14
127,Vermont,AE,18-10,+4.01,109.2,105.1,65.0,+.045,-2.49,103.5,106.0,+5.17
128,Belmont,MVC,20-10,+3.70,110.2,106.5,68.5,+.035,-2.47,103.1,105.6,-0.10
129,Stephen F. Austin,WAC,18-10,+3.61,105.9,102.3,69.2,-.017,-1.10,104.4,105.5,-1.48
130,Southern Illinois,MVC,21-9,+3.46,102.0,98.6,64.0,+.072,-2.87,103.3,106.1,-3.49
131,Ohio,MAC,17-11,+3.33,111.3,108.0,68.3,-.011,-2.76,104.5,107.3,+0.23
132,Penn,Ivy,16-11,+3.24,110.4,107.1,67.1,+.013,-1.53,103.8,105.3,-1.54
133,Georgia,SEC,16-12,+3.21,105.7,102.5,68.2,+.111,+3.47,106.5,103.0,-7.77
134,Troy,SB,18-12,+3.03,104.0,101.0,67.9,-.013,-0.38,104.2,104.6,-0.83
135,Cornell,Ivy,16-9,+3.02,113.2,110.1,71.7,-.026,-2.92,102.9,105.8,-4.77
136,South Florida,Amer,12-16,+2.70,107.2,104.5,69.3,-.096,+0.56,104.9,104.4,-7.54
137,Kennesaw St.,ASun,22-8,+2.66,106.4,103.7,69.1,+.132,-2.07,104.6,106.7,+3.88
138,UC Riverside,BW,19-10,+2.59,107.8,105.2,67.4,+.103,-0.32,104.2,104.5,+4.30
139,Fordham,A10,22-6,+2.34,103.4,101.0,69.8,+.146,-5.41,101.1,106.5,-13.27
140,Seattle,WAC,18-10,+2.29,101.7,99.5,69.6,+.098,+0.59,105.2,104.6,+0.28
141,UC Davis,BW,16-12,+2.20,106.4,104.2,70.8,-.047,-2.40,102.7,105.0,-1.66
142,Davidson,A10,13-14,+2.18,107.7,105.5,65.7,-.051,+0.60,104.4,103.8,-1.63
143,Towson,CAA,19-10,+2.12,108.2,106.1,64.4,-.038,-6.56,101.2,107.7,-3.86
144,Ball St.,MAC,20-8,+2.09,108.5,106.4,67.5,+.054,-4.76,103.3,108.0,-4.36
145,LSU,SEC,13-15,+2.01,105.7,103.7,66.1,+.044,+5.63,107.5,101.8,-6.48
146,Cal Baptist,WAC,15-12,+1.81,104.9,103.1,64.1,-.064,-2.89,102.5,105.4,-6.89
147,Long Beach St.,BW,15-13,+1.67,105.5,103.8,73.5,+.005,+0.63,104.1,103.5,+5.49
148,Fresno St.,MWC,10-17,+1.64,101.4,99.7,64.1,-.019,+6.01,108.9,102.8,+1.84
149,Louisiana Tech,CUSA,13-14,+1.51,107.0,105.5,67.0,-.066,+1.53,105.6,104.1,+0.42
150,Stetson,ASun,17-11,+1.49,113.1,111.7,64.8,+.057,-0.86,105.5,106.3,+6.07
151,DePaul,BE,9-19,+1.48,106.5,105.1,69.0,-.019,+7.93,108.5,100.6,+2.11
152,UMass Lowell,AE,23-7,+1.41,106.3,104.9,69.3,+.014,-10.41,98.7,109.1,-12.70
153,George Mason,A10,16-12,+1.36,103.2,101.8,66.7,+.005,-2.22,103.9,106.1,-1.90
154,Air Force,MWC,14-15,+1.14,107.1,105.9,63.4,-.020,+0.55,105.8,105.2,-11.20
155,Harvard,Ivy,14-12,+1.11,100.5,99.4,66.4,-.054,-1.93,103.8,105.8,-2.82
156,Richmond,A10,14-14,+1.04,104.6,103.5,65.6,-.044,-1.67,104.4,106.0,-3.52
157,UNC Asheville,BSth,23-7,+1.00,103.7,102.7,68.9,+.143,-5.69,101.8,107.5,-1.03
158,Old Dominion,SB,18-11,+0.90,104.9,103.9,65.2,+.062,-1.30,103.5,104.8,-2.13
159,Quinnipiac,MAAC,19-9,+0.83,103.3,102.5,70.1,+.016,-5.36,100.8,106.2,-3.65
160,Wyoming,MWC,8-19,+0.83,107.2,106.3,65.7,-.118,+5.26,107.6,102.3,-0.80
161,Longwood,BSth,19-10,+0.77,104.2,103.5,65.8,-.026,-8.23,101.3,109.5,-7.92
162,UNC Wilmington,CAA,21-8,+0.63,102.1,101.5,65.5,+.152,-4.36,102.7,107.1,+2.80
163,Montana,BSky,14-13,+0.55,108.2,107.7,63.6,-.002,-0.54,105.0,105.6,+3.15
164,Portland,WCC,13-16,+0.44,109.4,108.9,69.6,-.030,+3.70,107.6,103.9,-0.09
165,Missouri St.,MVC,15-14,+0.28,104.3,104.0,62.7,-.018,-1.36,103.3,104.7,+1.33
166,South Dakota St.,Sum,17-11,+0.24,105.9,105.7,66.7,+.096,-1.39,104.9,106.3,+8.47
167,Pepperdine,WCC,9-19,+0.11,106.0,105.9,72.6,-.131,+4.76,108.7,104.0,+2.81
168,Rice,CUSA,17-10,+0.07,108.6,108.6,70.5,+.095,-0.86,104.5,105.4,-6.45
169,Texas A&M Corpus Chris,Slnd,19-9,-0.04,105.4,105.4,69.8,+.002,-9.27,100.7,110.0,+1.08
170,Boston College,ACC,14-15,-0.08,101.6,101.6,67.2,+.093,+3.72,107.8,104.1,-4.58
171,Appalachian St.,SB,16-14,-0.10,101.0,101.1,65.3,-.022,-1.47,104.1,105.5,-1.51
172,Western Kentucky,CUSA,14-13,-0.11,106.0,106.1,68.1,+.001,-0.24,105.0,105.2,-3.79
173,Notre Dame,ACC,10-18,-0.17,109.4,109.5,64.7,-.074,+1.67,106.2,104.6,-3.94
174,Navy,Pat,18-11,-0.23,104.6,104.9,65.2,-.008,-7.50,100.8,108.3,-2.63
175,Lipscomb,ASun,18-12,-0.40,102.9,103.3,69.7,-.005,-4.22,104.1,108.3,-3.19
176,SMU,Amer,10-18,-0.41,102.6,103.0,70.0,-.034,+4.60,106.9,102.3,+3.32
177,Siena,MAAC,17-10,-0.45,103.1,103.5,66.9,-.017,-6.09,100.4,106.5,-3.78
178,Tarleton St.,WAC,14-14,-0.55,102.8,103.3,66.7,+.035,+3.00,106.3,103.3,+6.30
179,Cleveland St.,Horz,18-11,-0.62,104.4,105.0,65.4,+.042,-5.01,103.2,108.2,-0.14
180,Radford,BSth,17-13,-0.67,103.2,103.9,65.0,-.043,-4.44,103.0,107.5,+0.33
181,Norfolk St.,MEAC,19-8,-0.94,107.8,108.7,66.0,+.098,-8.73,99.8,108.5,-1.46
182,Abilene Christian,WAC,13-14,-0.97,107.4,108.4,69.3,-.035,+0.72,104.7,104.0,-0.67
183,Brown,Ivy,13-12,-0.97,99.7,100.6,69.3,+.009,-2.53,103.7,106.2,-4.59
184,New Mexico St.,WAC,9-15,-0.97,105.3,106.3,69.7,-.088,+3.63,105.7,102.1,+4.72
185,Utah Tech,WAC,11-16,-1.01,106.4,107.4,69.9,-.078,+2.84,105.9,103.1,+3.48
186,Gardner Webb,BSth,15-13,-1.04,98.5,99.6,66.0,-.071,-4.32,103.7,108.0,+1.19
187,Wright St.,Horz,16-13,-1.08,104.5,105.6,72.2,-.083,-6.20,102.3,108.5,-2.20
188,Pacific,WCC,13-16,-1.20,108.5,109.7,69.9,+.019,+0.83,106.4,105.6,-4.39
189,Rider,MAAC,14-11,-1.24,106.4,107.6,65.4,-.022,-5.35,100.9,106.3,-2.12
190,Florida Gulf Coast,ASun,16-14,-1.26,105.4,106.7,66.3,+.018,-2.82,104.0,106.8,+0.65
191,Detroit Mercy,Horz,13-16,-1.28,112.7,114.0,67.8,-.087,-3.58,103.5,107.0,+3.92
192,UTEP,CUSA,12-15,-1.31,97.7,99.1,67.1,-.018,+0.88,105.9,105.0,-2.56
193,St. Bonaventure,A10,13-16,-1.33,100.8,102.1,65.9,-.029,-1.18,104.4,105.5,-3.88
194,North Carolina Central,MEAC,14-11,-1.36,102.0,103.4,68.2,-.087,-4.79,101.0,105.8,+5.09
195,Northern Kentucky,Horz,17-12,-1.38,101.2,102.6,62.4,+.008,-4.86,103.0,107.8,+2.66
196,Chattanooga,SC,15-15,-1.38,107.9,109.3,68.2,-.080,-3.08,103.7,106.8,+0.47
197,St. Thomas,Sum,18-11,-1.39,109.5,110.9,66.0,+.027,-5.73,102.1,107.9,-2.53
198,Buffalo,MAC,13-15,-1.43,104.0,105.4,72.9,-.027,+0.47,105.7,105.2,+5.47
199,Eastern Kentucky,ASun,18-12,-1.77,102.8,104.6,70.8,+.091,-2.02,104.2,106.2,+2.18
200,Massachusetts,A10,14-14,-1.87,102.0,103.9,70.7,+.030,-0.97,103.7,104.7,-1.84
201,Georgia Tech,ACC,11-17,-1.89,101.6,103.5,66.9,-.029,+5.05,108.6,103.6,-2.45
202,Bryant,AE,17-10,-1.95,106.3,108.2,72.6,+.052,-4.97,102.8,107.8,+1.34
203,Grambling St.,SWAC,18-8,-2.04,99.4,101.5,67.0,+.106,-7.17,99.5,106.7,+2.98
204,San Diego,WCC,11-17,-2.05,111.2,113.3,69.2,-.041,+1.66,106.2,104.6,-2.59
205,Oregon St.,P12,10-18,-2.11,99.2,101.3,64.1,+.017,+7.22,107.2,100.0,-6.89
206,Georgetown,BE,7-22,-2.27,104.9,107.1,69.1,-.069,+6.92,108.5,101.6,-5.31
207,Saint Joseph's,A10,13-15,-2.32,103.2,105.5,69.6,-.014,-2.29,103.8,106.1,-5.91
208,Weber St.,BSky,15-13,-2.37,99.1,101.5,65.5,+.067,-0.13,105.7,105.8,+4.32
209,Georgia Southern,SB,15-15,-2.52,100.9,103.4,66.8,-.010,-1.60,104.9,106.5,-3.85
210,Northwestern St.,Slnd,19-9,-2.60,106.2,108.8,66.8,+.101,-7.69,102.2,109.9,+2.77
211,North Dakota St.,Sum,12-16,-2.68,104.7,107.4,68.3,-.060,-1.36,105.9,107.3,+6.87
212,Drexel,CAA,15-14,-2.72,100.2,102.9,64.1,-.062,-5.89,101.5,107.4,-1.81
213,East Carolina,Amer,14-13,-2.76,103.0,105.7,67.4,+.045,-2.44,103.6,106.1,-8.94
214,Florida St.,ACC,8-20,-3.15,105.3,108.5,69.5,-.030,+4.80,107.6,102.8,+2.63
215,Queens,ASun,17-13,-3.23,108.7,111.9,70.3,-.006,-4.41,103.1,107.5,-3.77
216,FIU,CUSA,13-14,-3.28,100.7,104.0,70.1,+.039,+0.28,106.0,105.7,-8.50
217,Texas St.,SB,13-17,-3.63,103.2,106.8,64.3,+.038,-0.26,104.0,104.3,-0.83
218,George Washington,A10,14-14,-3.67,107.8,111.5,69.5,+.020,-2.60,102.5,105.1,-6.32
219,Northern Iowa,MVC,13-16,-3.68,102.9,106.6,67.5,-.005,-1.76,103.6,105.3,-2.47
220,Northern Colorado,BSky,10-18,-3.79,106.7,110.5,69.7,-.013,+0.01,105.7,105.7,+5.15
221,South Carolina,SEC,10-18,-3.89,103.4,107.2,64.6,+.049,+5.12,107.9,102.7,-3.81
222,Robert Morris,Horz,15-15,-4.21,99.4,103.6,66.6,-.034,-5.31,102.6,107.9,-2.22
223,Minnesota,B10,7-19,-4.27,100.5,104.8,65.3,+.009,+8.21,108.5,100.3,-7.19
224,Northern Arizona,BSky,8-21,-4.75,104.8,109.5,66.7,-.125,+1.01,106.2,105.1,+7.55
225,La Salle,A10,13-15,-4.79,102.4,107.2,68.0,+.071,-1.82,103.5,105.4,-3.05
226,Murray St.,MVC,15-14,-5.05,106.1,111.2,66.9,+.100,-0.83,103.9,104.7,-1.52
227,North Florida,ASun,13-16,-5.13,109.1,114.3,68.2,+.020,-1.02,105.5,106.5,+5.81
228,Delaware,CAA,14-15,-5.18,102.0,107.2,67.9,+.010,-3.43,103.7,107.1,-0.93
229,Wofford,SC,15-15,-5.34,108.2,113.5,65.7,+.008,-3.30,103.4,106.7,-1.34
230,Sacramento St.,BSky,13-15,-5.35,103.3,108.6,62.3,+.030,-1.58,104.4,106.0,+3.37
231,Jacksonville,ASun,13-15,-5.40,100.4,105.8,61.7,+.004,-1.05,105.8,106.9,+5.26
232,Nicholls St.,Slnd,14-13,-5.47,101.5,107.0,71.0,+.016,-3.61,104.3,107.9,+13.89
233,Milwaukee,Horz,18-10,-5.53,101.6,107.1,71.4,+.129,-5.03,103.2,108.3,+0.46
234,Portland St.,BSky,12-16,-5.61,103.0,108.6,72.1,+.035,-0.60,105.2,105.8,+4.49
235,North Alabama,ASun,18-12,-5.62,105.7,111.3,68.7,+.137,-3.30,103.6,106.9,-0.96
236,UT Arlington,WAC,10-17,-5.78,99.0,104.8,66.0,+.001,+2.24,105.0,102.8,+3.64
237,Campbell,BSth,13-16,-5.82,103.1,108.9,64.4,-.064,-5.36,102.0,107.4,-1.76
238,East Tennessee St.,SC,11-19,-5.83,101.0,106.9,66.3,-.134,-4.88,103.7,108.6,-5.11
239,Jacksonville St.,ASun,12-18,-5.84,100.7,106.6,65.7,-.058,-1.81,104.8,106.6,+1.78
240,Purdue Fort Wayne,Horz,16-13,-5.95,100.0,105.9,69.0,+.047,-5.19,103.0,108.2,-2.05
241,Rhode Island,A10,8-19,-5.98,97.9,103.9,67.5,-.032,-0.98,103.4,104.4,-2.66
242,Alcorn St.,SWAC,15-11,-6.02,102.3,108.3,67.1,+.155,-4.15,100.1,104.3,+8.25
243,Northern Illinois,MAC,11-17,-6.05,100.3,106.4,69.3,-.027,-1.52,105.3,106.8,+2.08
244,Howard,MEAC,17-11,-6.06,102.8,108.9,69.5,+.103,-6.02,100.9,106.9,-0.28
245,Winthrop,BSth,14-16,-6.08,108.4,114.5,67.3,+.028,-3.17,103.3,106.4,+2.33
246,Mercer,SC,12-18,-6.25,99.5,105.8,65.1,-.074,-3.23,104.2,107.4,-2.76
247,SIU Edwardsville,OVC,17-12,-6.26,99.9,106.1,69.7,+.012,-7.70,101.5,109.2,-1.10
248,UT Rio Grande Valley,WAC,14-14,-6.41,102.4,108.8,72.9,+.083,-0.55,105.1,105.7,-5.29
