Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
249,SIU Edwardsville,OVC,18-13,-6.31,100.9,107.2,69.7,-.002,-7.83,102.5,110.3,-0.64
250,Alcorn St.,SWAC,16-12,-6.33,103.7,110.0,67.6,+.143,-4.65,100.4,105.1,+8.75
251,Western Carolina,SC,17-14,-6.36,102.8,109.2,68.1,+.064,-3.82,104.4,108.3,-3.77
252,Army,Pat,16-15,-6.43,104.0,110.4,68.7,-.065,-8.78,100.2,109.0,-8.70
253,Nicholls St.,Slnd,15-14,-6.47,100.9,107.4,70.9,+.020,-4.44,105.1,109.6,+14.30
254,UMBC,AE,17-13,-6.56,107.0,113.6,68.0,+.032,-7.97,101.5,109.5,-8.18
255,Canisius,MAAC,9-19,-6.90,103.1,110.0,67.5,-.074,-2.35,104.1,106.5,+3.63
256,Southeastern Louisiana,Slnd,17-13,-7.18,105.3,112.5,68.8,+.067,-6.05,103.5,109.5,+5.62
257,Loyola Chicago,A10,9-19,-7.34,101.4,108.7,66.4,-.033,+0.16,105.7,105.5,-4.42
258,Niagara,MAAC,15-13,-7.40,101.5,108.9,63.2,+.094,-5.48,102.1,107.6,-4.80
259,Fairfield,MAAC,12-17,-7.48,98.9,106.3,65.2,-.009,-4.37,102.4,106.7,-1.49
260,Southern,SWAC,14-15,-7.63,97.5,105.2,71.5,+.004,-5.53,101.5,107.1,+8.17
261,Western Illinois,Sum,16-13,-7.67,104.0,111.7,67.1,+.080,-4.65,104.8,109.5,-3.01
262,USC Upstate,BSth,15-14,-7.72,99.1,106.8,68.3,+.093,-3.64,104.5,108.1,+2.05
263,California,P12,3-26,-7.74,98.6,106.3,63.4,-.106,+8.14,108.8,100.6,+1.35
264,Bellarmine,ASun,15-17,-7.87,102.8,110.7,62.3,+.085,-0.32,106.7,107.0,+5.79
265,Southern Indiana,OVC,16-15,-7.89,104.9,112.8,69.7,-.019,-7.69,102.2,109.9,-0.95
266,Prairie View A&M,SWAC,12-18,-8.09,94.8,102.9,68.2,-.065,-5.41,101.6,107.1,+5.60
267,Tennessee Martin,OVC,18-13,-8.32,102.7,111.0,71.6,+.037,-8.43,101.8,110.2,-1.99
268,UC San Diego,BW,10-20,-8.34,102.4,110.7,66.4,+.030,+0.20,105.3,105.1,+1.83
269,Southeast Missouri St.,OVC,15-16,-8.55,101.0,109.6,72.6,+.005,-6.85,102.4,109.3,+1.22
270,Illinois St.,MVC,11-20,-8.61,101.8,110.4,65.0,-.019,-3.95,103.4,107.3,-7.21
271,North Dakota,Sum,12-19,-8.65,102.7,111.4,67.5,-.028,-3.35,105.0,108.3,-0.09
272,Valparaiso,MVC,11-20,-8.66,100.3,108.9,68.0,-.012,-2.32,104.5,106.8,-4.21
273,Oakland,Horz,13-18,-8.77,103.4,112.2,68.6,+.053,-2.55,105.3,107.8,+5.69
274,Dartmouth,Ivy,9-18,-8.83,98.5,107.4,68.8,-.013,-1.21,104.9,106.1,-3.39
275,Bowling Green,MAC,10-19,-8.91,104.7,113.6,70.0,-.070,-3.38,105.2,108.6,-5.10
276,Georgia St.,SB,10-20,-8.93,98.1,107.0,67.1,-.071,-1.14,104.2,105.4,-5.43
277,Chicago St.,ind,11-18,-8.94,103.1,112.0,64.4,-.073,-1.35,105.6,106.9,+0.68
278,Boston University,Pat,15-16,-8.96,98.9,107.8,65.8,+.013,-7.06,101.4,108.4,-4.63
279,Miami OH,MAC,11-18,-8.96,104.2,113.2,67.5,-.036,-2.92,105.4,108.3,-1.46
280,Maine,AE,12-16,-8.98,100.4,109.3,66.2,-.028,-4.48,102.9,107.4,-0.07
281,Louisville,ACC,4-25,-9.04,102.0,111.1,67.3,-.044,+6.02,109.2,103.2,+2.25
282,Lehigh,Pat,16-13,-9.12,98.5,107.6,69.7,+.097,-6.62,102.2,108.8,-2.03
283,Lafayette,Pat,9-22,-9.15,95.5,104.7,62.9,-.087,-3.85,104.3,108.2,+3.09
284,Louisiana Monroe,SB,11-20,-9.19,98.6,107.8,66.2,-.018,+0.91,106.0,105.1,+0.95
285,Coastal Carolina,SB,11-19,-9.19,104.7,113.9,68.6,+.018,-0.61,105.4,106.0,-2.52
286,Denver,Sum,15-16,-9.53,101.4,110.9,68.9,+.033,-6.22,104.0,110.2,-8.11
287,Mount St. Mary's,MAAC,11-19,-9.59,97.8,107.4,66.2,-.003,-4.39,102.6,107.0,-2.23
288,American,Pat,15-14,-9.68,101.3,110.9,63.2,+.036,-8.49,101.2,109.6,-8.60
289,Tennessee St.,OVC,18-13,-9.71,101.5,111.2,71.0,+.020,-10.22,100.8,111.0,-8.88
290,Cal St. Bakersfield,BW,10-19,-9.81,98.2,108.0,63.4,-.007,-1.28,103.9,105.1,+0.09
291,Illinois Chicago,MVC,12-19,-9.98,98.4,108.4,69.5,+.019,-3.71,102.6,106.3,-10.21
292,New Hampshire,AE,13-14,-10.06,97.9,107.9,64.9,+.029,-6.02,102.8,108.9,-5.35
293,South Dakota,Sum,12-18,-10.09,104.0,114.1,66.4,-.001,-2.77,104.6,107.4,+2.25
294,Tennessee Tech,OVC,15-16,-10.30,101.8,112.1,67.1,+.029,-7.02,101.9,108.9,+1.77
295,Morgan St.,MEAC,15-14,-10.55,95.7,106.2,71.1,+.083,-4.80,103.3,108.1,+1.84
296,Idaho,BSky,10-21,-10.59,103.4,114.0,65.9,-.056,-3.56,104.6,108.2,-6.25
297,High Point,BSth,14-16,-10.84,101.4,112.3,71.7,+.069,-5.20,103.5,108.7,-4.30
298,UMKC,Sum,11-20,-10.89,97.2,108.1,64.0,-.008,-2.77,105.7,108.4,+1.86
299,Arkansas St.,SB,12-19,-10.89,99.5,110.4,63.8,+.006,-3.00,103.6,106.7,-10.32
300,Marist,MAAC,10-17,-10.92,97.1,108.0,65.8,-.034,-7.57,100.5,108.1,-10.23
301,Texas A&M Commerce,Slnd,13-18,-10.96,101.1,112.1,65.5,+.048,-6.29,103.4,109.7,+1.73
302,UTSA,CUSA,9-21,-10.99,102.7,113.7,69.2,+.023,+1.32,105.7,104.4,-6.23
303,Manhattan,MAAC,11-16,-11.05,99.1,110.2,67.2,+.043,-5.52,102.1,107.6,-6.67
304,Eastern Michigan,MAC,8-21,-11.11,103.1,114.2,69.6,-.015,-1.04,106.7,107.8,-0.54
305,Charleston Southern,BSth,9-20,-11.22,107.2,118.4,65.7,-.097,-3.76,103.7,107.4,+0.89
306,Jackson St.,SWAC,11-18,-11.36,100.5,111.9,68.4,+.058,-3.77,101.9,105.7,+9.88
307,Bucknell,Pat,12-19,-11.39,99.4,110.8,67.3,-.053,-8.14,100.3,108.5,-8.00
308,Texas Southern,SWAC,11-19,-11.42,96.1,107.5,69.6,+.007,-4.43,101.9,106.3,+10.84
309,Northeastern,CAA,10-19,-11.79,98.2,110.0,67.2,+.006,-3.96,103.2,107.1,-1.71
310,Binghamton,AE,12-16,-11.84,99.7,111.6,66.6,+.020,-6.20,103.0,109.2,-5.41
311,Alabama A&M,SWAC,13-16,-11.84,96.9,108.8,69.3,-.025,-8.78,100.1,108.9,+1.82
312,Tulsa,Amer,5-23,-11.85,99.8,111.6,68.4,-.048,+3.59,107.3,103.7,-3.25
313,Cal Poly,BW,7-23,-11.90,93.9,105.8,64.1,-.096,-0.39,104.9,105.2,-0.54
314,North Carolina A&T,CAA,13-18,-12.10,99.6,111.7,70.1,+.057,-3.63,103.1,106.8,+5.15
315,Wagner,NEC,15-12,-12.14,94.9,107.0,62.2,+.025,-13.01,97.7,110.7,-3.11
316,Merrimack,NEC,15-16,-12.41,89.3,101.7,66.5,+.030,-10.09,100.4,110.5,+1.38
317,Saint Peter's,MAAC,11-16,-12.80,96.3,109.1,63.3,+.047,-5.73,101.6,107.3,-8.74
318,Western Michigan,MAC,7-22,-12.83,103.7,116.5,66.1,-.048,-0.36,105.7,106.1,+1.12
319,The Citadel,SC,10-21,-12.84,99.7,112.6,67.5,-.003,-3.18,105.0,108.2,-3.30
320,Arkansas Pine Bluff,SWAC,10-19,-12.99,96.5,109.5,69.8,-.053,-3.97,100.9,104.9,+14.01
321,Fairleigh Dickinson,NEC,17-14,-13.03,106.5,119.5,69.6,+.035,-13.35,97.3,110.6,-7.27
322,Cal St. Northridge,BW,7-23,-13.06,97.3,110.4,65.5,+.005,-1.17,104.4,105.5,-2.84
323,Nebraska Omaha,Sum,8-22,-13.19,101.5,114.6,68.0,+.006,-0.50,106.0,106.5,+8.23
324,William & Mary,CAA,12-19,-13.20,100.4,113.6,65.6,+.051,-4.36,103.5,107.9,+1.09
325,Little Rock,OVC,10-21,-13.42,102.4,115.9,71.2,-.025,-7.24,102.1,109.3,-0.59
326,Central Michigan,MAC,10-19,-13.61,93.8,107.4,67.4,+.036,-2.72,105.7,108.4,-1.52
327,Loyola MD,Pat,12-19,-13.88,99.4,113.3,66.0,+.018,-6.66,101.9,108.5,-4.38
328,Austin Peay,ASun,9-22,-13.96,97.4,111.4,65.0,-.058,-2.22,105.9,108.1,+0.69
329,Elon,CAA,8-23,-14.44,98.3,112.7,66.3,-.028,-4.07,102.9,106.9,-1.47
330,NJIT,AE,7-21,-14.88,97.5,112.3,66.6,-.056,-6.17,103.6,109.8,-5.36
331,Sacred Heart,NEC,15-16,-15.04,97.0,112.0,70.0,+.030,-13.64,97.3,110.9,-7.97
332,Stony Brook,CAA,10-21,-15.17,96.9,112.1,64.2,+.021,-4.04,102.9,106.9,+1.48
333,Stonehill,NEC,14-17,-15.17,95.3,110.5,66.5,+.072,-10.13,99.4,109.6,-0.20
334,Central Arkansas,ASun,9-22,-15.32,99.0,114.4,72.5,+.059,-2.64,105.3,107.9,-1.56
335,Incarnate Word,Slnd,12-18,-15.74,97.4,113.2,67.0,+.013,-8.81,101.8,110.6,-2.54
336,McNeese St.,Slnd,8-22,-15.81,98.6,114.4,66.5,-.026,-5.03,104.2,109.2,+6.83
337,South Carolina St.,MEAC,5-24,-15.89,100.2,116.0,71.9,-.043,-1.97,105.1,107.0,+4.40
338,New Orleans,Slnd,10-18,-16.13,98.6,114.8,71.3,-.006,-7.68,103.1,110.8,+1.69
339,Lindenwood,OVC,11-20,-16.18,96.8,112.9,66.7,+.005,-6.66,102.7,109.3,+1.87
340,Hampton,CAA,8-23,-16.20,98.3,114.5,69.1,+.006,-4.22,103.7,107.9,-1.75
341,Central Connecticut,NEC,10-21,-16.25,97.8,114.1,64.5,-.059,-11.31,98.1,109.4,-4.39
342,St. Francis PA,NEC,12-17,-16.43,101.0,117.4,68.9,-.016,-11.48,98.3,109.8,-0.63
343,Coppin St.,MEAC,8-22,-16.48,99.8,116.3,72.0,+.068,-1.88,104.3,106.1,+4.10
344,Holy Cross,Pat,10-21,-16.80,95.0,111.8,69.2,+.014,-7.02,101.1,108.1,-5.99
345,Eastern Illinois,OVC,9-22,-16.98,94.4,111.4,68.2,+.005,-7.84,102.5,110.4,-3.05
346,Alabama St.,SWAC,8-21,-17.02,94.6,111.6,66.3,+.004,-5.62,101.6,107.3,+7.68
347,Columbia,Ivy,7-21,-17.04,94.8,111.8,69.9,+.014,-2.75,103.5,106.2,-7.00
348,Houston Christian,Slnd,10-20,-17.11,104.4,121.5,70.7,-.019,-7.27,103.1,110.4,+0.39
349,Presbyterian,BSth,5-26,-17.25,94.4,111.6,64.9,-.101,-4.76,104.1,108.8,-4.09
350,Albany,AE,8-22,-17.40,99.4,116.8,67.3,-.029,-4.26,103.5,107.8,+0.07
351,Evansville,MVC,5-26,-17.90,92.3,110.2,69.8,-.003,-1.46,104.7,106.1,-1.30
352,Bethune Cookman,SWAC,11-19,-17.95,96.0,113.9,68.8,+.048,-7.23,101.6,108.8,-0.66
353,Monmouth,CAA,6-25,-19.13,92.7,111.8,68.5,+.010,-1.32,104.9,106.2,+5.45
354,Mississippi Valley St.,SWAC,5-25,-19.19,93.8,113.0,67.5,-.017,-2.68,103.0,105.7,+9.31
355,VMI,SC,7-24,-19.37,98.8,118.2,66.7,+.002,-2.56,105.1,107.7,-2.59
356,Florida A&M,SWAC,7-21,-19.45,89.9,109.3,65.0,+.003,-3.67,102.7,106.3,+13.36
357,Delaware St.,MEAC,6-22,-19.49,93.6,113.0,67.6,+.018,-4.31,103.1,107.5,+1.31
358,Lamar,Slnd,9-21,-20.75,95.6,116.3,66.2,+.013,-7.99,102.7,110.7,-1.76
359,St. Francis NY,NEC,14-15,-20.91,90.4,111.3,66.4,+.093,-14.36,97.7,112.1,-9.20
360,IUPUI,Horz,5-26,-22.44,96.1,118.6,67.4,-.068,-5.38,103.5,108.8,-6.31
361,Green Bay,Horz,3-28,-26.24,91.2,117.4,65.6,+.028,-2.55,104.9,107.5,+1.93
362,Hartford,ind,5-23,-29.53,90.1,119.7,65.7,-.039,-9.32,100.5,109.8,-9.32
363,LIU,NEC,3-25,-30.54,86.5,117.0,72.3,-.024,-8.94,100.5,109.5,+5.62
