Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
98,San Jose St.,MWC,17-12,+6.82,111.8,105.0,63.0,+.069,+6.13,108.6,102.5,-1.16
99,UC Irvine,BW,20-10,+6.74,108.5,101.7,69.8,-.038,-0.38,104.3,104.7,+3.48
100,Washington,P12,16-14,+6.61,104.9,98.3,69.7,+.057,+7.58,108.4,100.8,-0.67
101,Loyola Marymount,WCC,19-11,+6.49,110.5,104.0,67.5,+.088,+3.90,109.4,105.5,+0.50
102,Southern Utah,WAC,19-10,+6.45,110.0,103.6,72.4,+.019,+3.12,106.5,103.3,+4.89
103,Saint Louis,A10,19-10,+6.40,111.6,105.2,69.4,+.040,+1.33,105.5,104.2,+3.97
104,Akron,MAC,20-9,+6.26,109.0,102.7,64.7,+.022,-2.36,105.5,107.9,+0.23
105,South Alabama,SB,16-15,+6.25,107.7,101.4,66.2,-.130,+0.01,105.0,105.0,+3.55
106,Duquesne,A10,19-10,+6.16,109.9,103.8,68.2,-.002,-1.73,105.5,107.2,-3.82
107,Colorado St.,MWC,13-16,+6.10,113.4,107.3,66.3,-.074,+6.61,108.6,102.0,+2.12
108,San Francisco,WCC,18-13,+5.59,110.3,104.7,69.2,+.014,+3.01,107.7,104.7,-3.03
109,Montana St.,BSky,22-9,+5.56,106.0,100.5,66.8,+.065,-0.89,106.7,107.6,+4.47
110,UNC Greensboro,SC,20-11,+5.55,103.9,98.3,66.4,-.027,-2.10,106.0,108.1,+3.26
111,Wichita St.,Amer,15-13,+5.53,106.6,101.0,66.5,-.043,+2.41,106.7,104.3,-2.30
112,Syracuse,ACC,16-13,+5.46,111.9,106.5,67.3,+.007,+2.98,107.9,104.9,-5.73
113,Charlotte,CUSA,18-11,+5.26,108.2,102.9,60.3,+.008,-1.02,105.0,106.1,-7.04
114,UC Santa Barbara,BW,22-7,+4.99,109.6,104.7,64.5,+.047,-2.79,103.5,106.3,-2.58
115,Mississippi,SEC,11-18,+4.98,107.4,102.4,66.4,-.081,+7.07,108.8,101.7,+1.21
116,Temple,Amer,15-14,+4.92,108.0,103.1,66.4,+.007,+3.92,107.0,103.1,+0.84
117,Colgate,Pat,23-8,+4.91,113.0,108.1,67.7,+.006,-6.69,101.8,108.5,-0.85
118,Middle Tennessee,CUSA,18-11,+4.69,107.0,102.3,67.3,+.038,+1.61,107.3,105.7,+1.84
119,Stephen F. Austin,WAC,19-10,+4.69,107.5,102.9,69.1,-.025,-0.77,105.3,106.0,-1.18
120,Butler,BE,14-15,+4.64,103.4,98.7,66.0,+.020,+8.74,110.3,101.6,+1.19
121,Youngstown St.,Horz,23-8,+4.62,114.8,110.2,68.2,-.019,-6.82,102.6,109.4,-5.09
122,Cal St. Fullerton,BW,18-12,+4.53,105.3,100.7,64.8,-.008,+0.29,105.1,104.8,+3.62
123,Eastern Washington,BSky,22-9,+4.40,112.0,107.6,68.8,+.084,-1.58,105.1,106.7,+2.11
124,Princeton,Ivy,18-8,+4.38,109.7,105.3,67.8,+.005,-3.08,103.1,106.2,-4.92
125,Vermont,AE,19-10,+4.18,109.9,105.8,64.7,+.056,-1.88,104.6,106.5,+5.85
126,Hawaii,BW,21-9,+4.01,102.3,98.3,65.0,-.022,-3.68,103.2,106.9,-5.74
127,Belmont,MVC,21-10,+4.01,111.2,107.2,68.6,+.041,-1.90,104.2,106.1,+0.49
128,Troy,SB,19-12,+3.62,105.4,101.7,68.1,-.016,-0.26,105.2,105.4,+0.11
129,Kennesaw St.,ASun,23-8,+3.32,107.1,103.8,68.9,+.127,-1.74,105.6,107.4,+4.70
130,Samford,SC,21-10,+3.30,109.8,106.5,68.3,+.020,-3.95,104.6,108.5,-1.60
131,Grand Canyon,WAC,18-11,+3.28,110.0,106.7,65.1,+.001,-0.04,104.9,104.9,-0.20
132,Southern Illinois,MVC,22-9,+3.21,102.5,99.3,64.2,+.081,-2.64,104.1,106.8,-3.22
133,Penn,Ivy,17-11,+3.21,111.7,108.5,67.2,+.021,-1.61,104.5,106.1,-0.88
134,Seattle,WAC,19-10,+3.18,102.5,99.3,69.4,+.100,+1.30,106.4,105.1,+0.85
135,UC Riverside,BW,20-10,+2.87,108.1,105.2,67.2,+.113,+0.37,105.3,104.9,+4.47
136,Davidson,A10,14-14,+2.64,109.0,106.3,65.4,-.037,+1.37,105.8,104.5,-1.19
137,Towson,CAA,20-11,+2.60,108.3,105.7,64.8,-.035,-5.03,102.7,107.7,-3.49
138,South Florida,Amer,13-16,+2.55,107.8,105.2,69.1,-.081,+0.65,105.9,105.2,-7.25
139,Cornell,Ivy,16-10,+2.42,113.3,110.9,71.6,-.016,-1.80,104.3,106.1,-4.47
140,UMass Lowell,AE,24-7,+2.30,108.0,105.7,69.2,+.013,-10.40,99.3,109.7,-12.49
141,George Mason,A10,17-12,+2.26,105.3,103.0,66.5,+.015,-1.21,105.1,106.4,-1.41
142,Georgia,SEC,16-13,+2.24,106.1,103.9,68.0,+.108,+4.23,107.9,103.7,-7.30
143,UC Davis,BW,17-12,+2.21,106.4,104.2,70.6,-.036,-2.16,103.5,105.7,-1.11
144,Ohio,MAC,17-12,+2.06,111.2,109.2,68.4,-.011,-2.46,105.7,108.1,+0.56
145,DePaul,BE,9-20,+1.92,107.8,105.8,69.1,-.027,+8.83,110.1,101.3,+2.35
146,Air Force,MWC,14-16,+1.84,107.2,105.3,63.3,-.036,+1.77,107.3,105.5,-10.17
147,Fordham,A10,23-6,+1.82,104.1,102.3,69.8,+.152,-5.39,101.9,107.3,-13.21
148,UNC Asheville,BSth,24-7,+1.79,105.2,103.4,68.7,+.142,-4.85,103.1,108.0,-0.48
149,Fresno St.,MWC,10-18,+1.76,101.9,100.1,64.1,-.029,+6.64,109.9,103.3,+2.19
150,LSU,SEC,13-16,+1.62,106.6,105.0,66.2,+.039,+6.30,108.7,102.4,-6.00
151,Old Dominion,SB,19-11,+1.49,105.4,103.9,65.2,+.071,-0.41,105.0,105.4,-1.42
152,Ball St.,MAC,20-9,+1.37,108.7,107.3,67.5,+.041,-4.39,104.4,108.8,-3.88
153,Long Beach St.,BW,16-14,+1.37,106.5,105.1,73.1,+.001,+0.72,104.9,104.1,+5.96
154,Montana,BSky,16-13,+1.26,109.1,107.8,63.7,+.015,-0.42,106.1,106.6,+3.94
155,Wyoming,MWC,9-20,+1.17,108.5,107.3,66.1,-.103,+6.05,108.8,102.7,-0.58
156,South Dakota St.,Sum,18-12,+1.09,106.5,105.5,66.6,+.070,-0.96,105.9,106.9,+9.15
157,Stetson,ASun,17-12,+0.98,114.5,113.6,64.8,+.042,-0.56,106.3,106.9,+6.30
158,Missouri St.,MVC,16-14,+0.92,105.3,104.3,62.5,-.005,-0.49,104.5,105.0,+1.82
159,Richmond,A10,14-15,+0.79,105.3,104.5,65.4,-.043,-0.56,105.8,106.4,-2.95
160,Longwood,BSth,20-11,+0.77,105.3,104.6,65.9,-.028,-7.24,102.4,109.7,-7.64
161,Cal Baptist,WAC,15-14,+0.71,104.9,104.2,63.9,-.054,-1.37,103.8,105.2,-6.56
162,Tarleton St.,WAC,15-15,+0.70,104.3,103.6,67.1,+.017,+3.46,107.1,103.6,+7.04
163,Harvard,Ivy,14-13,+0.64,100.8,100.2,66.0,-.070,-1.74,104.8,106.5,-2.91
164,Portland,WCC,13-18,+0.59,110.9,110.3,69.5,-.055,+4.40,108.9,104.5,+0.63
165,Louisiana Tech,CUSA,13-16,+0.42,106.7,106.3,66.8,-.066,+2.39,106.8,104.4,+0.96
166,Lipscomb,ASun,19-12,+0.40,104.8,104.4,69.7,+.004,-3.26,105.6,108.9,-2.42
167,Quinnipiac,MAAC,19-10,-0.04,103.5,103.5,70.2,-.002,-5.46,101.6,107.1,-3.32
168,Boston College,ACC,14-15,-0.20,102.3,102.5,67.1,+.093,+4.12,108.9,104.8,-4.10
169,UNC Wilmington,CAA,22-9,-0.21,101.8,102.0,66.0,+.137,-4.64,103.3,107.9,+3.34
170,Notre Dame,ACC,10-19,-0.23,109.3,109.5,64.6,-.077,+2.48,107.7,105.2,-3.49
171,Western Kentucky,CUSA,15-14,-0.23,106.6,106.9,67.7,+.004,+0.25,106.1,105.8,-3.33
172,Pepperdine,WCC,9-21,-0.24,106.4,106.7,72.5,-.140,+5.36,109.9,104.6,+2.99
173,Appalachian St.,SB,16-15,-0.34,102.1,102.4,65.2,-.027,-0.66,105.2,105.9,-0.67
174,SMU,Amer,10-19,-0.40,103.3,103.7,69.8,-.045,+5.11,108.1,103.0,+3.88
175,Northern Kentucky,Horz,19-12,-0.42,102.8,103.2,62.3,+.029,-3.98,104.6,108.6,+3.51
176,Norfolk St.,MEAC,20-9,-0.46,109.1,109.6,66.0,+.079,-7.80,100.9,108.7,-0.91
177,Navy,Pat,18-12,-0.49,104.9,105.4,65.0,-.022,-6.79,102.2,109.0,-1.86
178,Utah Tech,WAC,12-17,-0.60,108.0,108.6,69.3,-.075,+2.87,106.6,103.7,+3.80
179,Wright St.,Horz,17-14,-0.63,105.1,105.7,71.8,-.084,-5.26,104.1,109.3,-1.46
180,Texas A&M Corpus Chris,Slnd,20-10,-0.76,106.6,107.3,69.8,-.005,-9.04,101.9,110.9,+1.42
181,Abilene Christian,WAC,13-15,-0.86,107.7,108.6,69.2,-.048,+1.57,105.8,104.3,+0.05
182,Brown,Ivy,14-12,-0.92,100.9,101.8,69.4,+.013,-2.71,104.4,107.1,-4.26
183,Radford,BSth,18-13,-0.94,103.7,104.7,65.2,-.028,-4.25,104.0,108.3,+0.74
184,St. Bonaventure,A10,14-16,-0.96,102.4,103.4,66.0,-.026,-1.06,105.2,106.3,-3.34
185,New Mexico St.,WAC,9-15,-1.02,106.4,107.4,69.6,-.088,+4.08,106.5,102.4,+4.76
186,Cleveland St.,Horz,19-12,-1.04,104.6,105.6,65.9,+.033,-4.90,104.1,109.0,+0.33
187,Rice,CUSA,17-12,-1.12,108.2,109.3,70.4,+.093,+0.66,106.1,105.4,-5.93
188,Eastern Kentucky,ASun,19-12,-1.19,103.5,104.7,70.6,+.101,-1.32,105.2,106.6,+2.89
189,Siena,MAAC,17-12,-1.19,103.1,104.3,67.3,+.010,-4.70,102.1,106.8,-3.36
190,Florida Gulf Coast,ASun,17-15,-1.21,105.4,106.6,66.6,+.006,-2.83,104.9,107.8,+1.29
191,Grambling St.,SWAC,20-8,-1.23,100.5,101.7,66.8,+.108,-7.40,100.0,107.4,+3.41
192,North Carolina Central,MEAC,16-11,-1.34,102.2,103.6,67.9,-.052,-4.82,102.2,107.0,+5.20
193,Pacific,WCC,14-17,-1.42,109.1,110.5,70.0,+.043,+1.74,107.7,105.9,-3.94
194,UTEP,CUSA,13-16,-1.60,99.1,100.6,67.1,+.007,+1.85,107.0,105.2,-2.30
195,Oregon St.,P12,10-19,-1.72,101.0,102.7,63.8,+.004,+7.73,108.3,100.6,-6.39
196,Georgia Tech,ACC,12-17,-1.75,102.6,104.4,67.0,-.024,+4.56,109.4,104.8,-2.57
197,Massachusetts,A10,14-14,-1.93,102.7,104.6,70.7,+.030,-0.55,104.9,105.4,-1.36
198,Weber St.,BSky,17-14,-1.96,101.3,103.3,65.6,+.071,+0.01,106.8,106.8,+5.03
199,Georgia Southern,SB,16-15,-1.98,102.4,104.4,66.8,-.005,-1.27,105.6,106.9,-3.31
200,Chattanooga,SC,15-16,-1.99,108.7,110.7,68.1,-.082,-2.42,105.1,107.5,+1.04
201,Drexel,CAA,16-14,-2.03,101.5,103.5,63.9,-.066,-6.08,102.0,108.1,-1.51
202,St. Thomas,Sum,18-13,-2.07,109.3,111.4,66.4,+.003,-4.67,103.4,108.1,-1.75
203,Gardner Webb,BSth,15-15,-2.16,99.2,101.3,66.3,-.077,-3.73,104.6,108.3,+1.88
204,Buffalo,MAC,13-16,-2.22,104.6,106.8,72.7,-.021,+1.47,107.4,106.0,+6.02
205,Detroit Mercy,Horz,13-18,-2.26,113.0,115.3,67.4,-.103,-3.25,104.3,107.6,+4.51
206,Bryant,AE,17-11,-2.28,106.4,108.7,72.5,+.033,-4.59,104.0,108.6,+1.49
207,Florida St.,ACC,9-21,-2.30,106.3,108.6,69.5,-.014,+5.93,109.3,103.3,+2.99
208,Rider,MAAC,15-12,-2.37,106.1,108.4,65.4,-.019,-5.59,101.6,107.2,-2.01
209,North Dakota St.,Sum,14-16,-2.56,105.2,107.7,68.3,-.029,-1.58,106.7,108.3,+7.35
210,Northwestern St.,Slnd,20-10,-2.63,106.9,109.5,67.0,+.095,-6.86,103.4,110.2,+3.35
211,East Carolina,Amer,14-14,-2.80,103.8,106.6,67.5,+.048,-1.14,105.1,106.2,-8.49
212,Queens,ASun,18-14,-2.88,108.1,110.9,70.3,+.019,-3.02,104.6,107.7,-3.20
213,Georgetown,BE,7-23,-2.90,105.2,108.1,69.1,-.065,+7.42,109.9,102.5,-5.16
214,Saint Joseph's,A10,13-16,-2.96,104.2,107.2,69.7,-.018,-1.77,104.9,106.7,-5.75
215,San Diego,WCC,11-19,-3.05,111.2,114.3,69.0,-.032,+2.91,108.0,105.1,-2.29
216,Northern Colorado,BSky,11-19,-3.42,108.2,111.6,69.8,-.020,-0.13,106.7,106.8,+5.93
217,George Washington,A10,15-14,-3.62,108.9,112.6,69.6,+.030,-2.53,103.6,106.1,-5.89
218,Texas St.,SB,13-18,-3.89,104.2,108.1,64.3,+.036,+0.39,105.0,104.6,-0.46
219,Northern Iowa,MVC,13-17,-4.04,103.7,107.7,67.6,-.012,-1.32,104.7,106.0,-2.08
220,Sacramento St.,BSky,14-17,-4.18,104.5,108.7,62.7,+.021,-0.30,106.0,106.3,+4.01
221,South Carolina,SEC,10-19,-4.24,104.2,108.4,64.4,+.050,+6.61,109.3,102.7,-3.08
222,Minnesota,B10,7-20,-4.29,101.2,105.5,65.8,+.004,+8.82,109.5,100.7,-6.90
223,FIU,CUSA,13-16,-4.35,102.5,106.8,70.7,+.013,-0.24,106.1,106.4,-8.06
224,Northern Arizona,BSky,9-22,-4.39,106.9,111.3,66.7,-.114,+1.20,107.0,105.8,+7.85
225,Delaware,CAA,16-15,-4.49,103.4,107.9,67.4,+.024,-3.63,104.2,107.8,-0.74
226,Wofford,SC,16-15,-4.80,109.5,114.3,65.6,+.011,-3.11,104.6,107.7,-1.10
227,North Florida,ASun,14-17,-4.81,110.5,115.3,68.3,+.012,-1.23,106.1,107.3,+6.53
228,La Salle,A10,13-16,-4.92,103.5,108.4,68.2,+.061,-1.28,104.8,106.1,-2.55
229,Robert Morris,Horz,15-16,-5.02,100.0,105.0,66.7,-.045,-5.28,103.6,108.8,-1.81
230,Jacksonville St.,ASun,13-18,-5.08,102.7,107.8,65.9,-.044,-1.26,105.9,107.2,+2.21
231,Milwaukee,Horz,20-10,-5.13,102.9,108.0,72.1,+.147,-4.99,104.0,109.0,+0.40
232,Murray St.,MVC,16-14,-5.39,106.4,111.8,67.0,+.115,-0.93,104.6,105.5,-1.19
233,Mercer,SC,13-18,-5.43,100.6,106.0,65.0,-.080,-3.27,105.0,108.3,-2.18
234,Purdue Fort Wayne,Horz,17-14,-5.45,101.5,107.0,69.3,+.028,-5.07,103.9,109.0,-1.27
235,East Tennessee St.,SC,12-19,-5.46,102.0,107.4,66.3,-.113,-4.15,104.8,108.9,-4.44
236,Jacksonville,ASun,13-16,-5.61,100.6,106.2,61.4,-.009,-0.70,106.7,107.4,+5.81
237,Campbell,BSth,13-17,-5.61,103.7,109.4,64.5,-.077,-4.60,103.3,107.9,-1.42
238,Portland St.,BSky,12-18,-5.62,103.7,109.3,72.7,+.018,+0.12,106.5,106.3,+5.25
239,Rhode Island,A10,8-20,-5.74,98.9,104.6,67.4,-.041,-0.31,104.8,105.1,-2.25
240,UT Arlington,WAC,11-18,-5.76,99.9,105.6,66.0,+.016,+2.36,106.0,103.7,+3.87
241,Morehead St.,OVC,21-10,-6.02,101.3,107.4,63.7,+.159,-6.86,102.9,109.8,+4.94
242,Winthrop,BSth,15-16,-6.05,109.4,115.5,67.1,+.038,-3.15,104.2,107.3,+2.95
243,Northern Illinois,MAC,12-17,-6.06,101.6,107.6,69.6,-.009,-1.55,105.7,107.3,+2.31
244,Howard,MEAC,18-12,-6.06,103.2,109.3,69.3,+.100,-5.41,102.2,107.6,+0.20
245,North Alabama,ASun,18-13,-6.08,107.0,113.0,68.8,+.124,-2.94,104.5,107.5,-0.27
246,Idaho St.,BSky,11-20,-6.09,102.5,108.6,65.5,-.082,-2.25,105.3,107.6,-1.75
247,UT Rio Grande Valley,WAC,15-15,-6.16,104.4,110.5,73.0,+.086,-0.34,105.9,106.2,-4.58
248,Maryland Eastern Shore,MEAC,16-12,-6.29,96.1,102.4,69.3,+.075,-4.11,103.3,107.4,+4.77
