Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
47,Northwestern,B10,18-7,+14.41,109.2,94.8,65.6,+.075,+6.85,107.6,100.8,-3.43
48,Missouri,SEC,19-6,+14.24,121.0,106.7,69.9,+.098,+5.40,107.0,101.6,-4.36
49,Florida,SEC,13-12,+13.84,106.8,93.0,69.5,-.079,+9.11,110.2,101.1,+4.80
50,Oral Roberts,Sum,23-4,+13.80,117.1,103.3,71.1,+.081,-3.28,104.5,107.8,+7.85
51,Ohio St.,B10,11-14,+13.80,114.9,101.1,66.7,-.183,+8.91,108.4,99.5,-2.60
52,New Mexico,MWC,19-6,+13.76,114.8,101.0,71.2,-.003,+3.73,107.3,103.5,-1.49
53,Michigan,B10,14-11,+13.68,112.8,99.1,68.0,-.052,+7.59,109.0,101.4,+0.43
54,USC,P12,17-8,+13.39,111.7,98.3,68.1,+.042,+7.20,106.7,99.5,+1.41
55,Penn St.,B10,14-11,+13.32,115.7,102.4,64.9,-.050,+7.89,108.5,100.7,-4.05
56,Seton Hall,BE,15-11,+13.09,106.4,93.3,66.5,-.012,+9.66,109.8,100.2,+3.33
57,UCF,Amer,15-9,+12.99,110.5,97.5,64.2,-.058,+3.60,107.3,103.7,-0.34
58,Pittsburgh,ACC,18-7,+12.95,112.9,99.9,66.9,+.051,+3.38,107.8,104.4,-3.43
59,North Texas,CUSA,21-5,+12.91,109.2,96.3,58.2,+.097,+1.59,106.0,104.4,+1.65
60,Colorado,P12,14-12,+12.77,107.0,94.3,69.7,-.099,+5.89,107.3,101.4,+3.12
61,Virginia Tech,ACC,15-10,+12.67,114.9,102.2,67.0,-.081,+5.02,107.9,102.8,-3.87
62,Cincinnati,Amer,17-9,+12.58,110.6,98.0,68.7,-.032,+2.45,107.2,104.7,-2.97
63,Oklahoma,B12,12-13,+12.39,111.0,98.6,65.4,-.031,+12.23,109.9,97.7,+3.86
64,Washington St.,P12,11-15,+11.84,109.9,98.1,63.9,-.126,+10.03,109.7,99.7,+4.50
65,UAB,CUSA,18-8,+11.74,112.6,100.8,70.9,-.082,-0.29,104.8,105.0,-4.35
66,Texas Tech,B12,13-12,+11.74,110.0,98.3,67.7,-.074,+7.21,109.0,101.8,-6.38
67,Arizona St.,P12,18-8,+11.70,107.8,96.1,68.5,+.066,+5.57,107.1,101.5,-0.01
68,Villanova,BE,12-13,+11.46,112.7,101.3,63.6,-.102,+8.16,109.5,101.3,+4.17
69,Dayton,A10,17-9,+11.29,108.7,97.4,63.6,-.049,-0.19,104.6,104.8,-1.99
70,Wisconsin,B10,14-10,+11.16,106.6,95.4,63.0,+.035,+10.30,110.7,100.4,+1.00
71,Sam Houston St.,WAC,18-6,+11.08,108.8,97.7,64.1,+.037,+3.02,106.0,103.0,+7.93
72,Charleston,CAA,24-3,+10.91,111.5,100.6,70.6,+.041,-4.17,103.4,107.6,-1.34
73,Kent St.,MAC,20-5,+10.81,106.4,95.6,67.8,+.005,-1.11,105.9,107.0,+2.94
74,Wake Forest,ACC,17-9,+10.81,114.6,103.8,69.8,+.016,+4.61,106.9,102.3,-1.23
75,Marshall,SB,21-6,+10.78,111.6,100.8,71.7,-.064,-3.56,103.3,106.8,-4.39
76,Yale,Ivy,17-6,+10.56,110.2,99.7,66.2,-.037,-2.67,102.4,105.0,+0.03
77,Iona,MAAC,18-7,+10.40,109.1,98.7,69.3,-.020,-1.64,103.6,105.2,+3.99
78,Drake,MVC,21-6,+10.11,109.1,99.0,66.3,+.031,-2.19,103.7,105.9,-1.97
79,Clemson,ACC,18-7,+10.10,108.8,98.7,68.1,+.044,+2.15,107.2,105.1,-5.58
80,Bradley,MVC,19-8,+10.04,108.1,98.0,65.7,+.007,-2.22,103.2,105.5,+0.16
81,BYU,WCC,16-12,+10.00,106.5,96.5,70.3,-.094,+4.26,107.9,103.6,+1.49
82,Furman,SC,21-6,+9.93,114.0,104.1,69.0,-.023,-4.05,104.2,108.2,-2.22
83,VCU,A10,18-7,+9.63,104.8,95.1,68.4,+.008,+0.09,104.7,104.6,-1.91
84,Tulane,Amer,16-7,+9.63,111.7,102.1,72.8,+.002,+0.58,105.3,104.7,-6.70
85,UNLV,MWC,16-9,+9.59,109.0,99.4,69.6,-.023,+4.06,107.3,103.3,-2.37
86,Utah Valley,WAC,20-6,+9.39,107.7,98.3,69.2,+.057,+1.66,106.2,104.5,+4.65
87,Southern Miss,SB,23-4,+9.18,109.7,100.6,68.1,+.069,-2.18,103.7,105.9,-3.05
88,Syracuse,ACC,15-10,+8.69,111.2,102.5,67.3,-.022,+2.05,107.2,105.2,-4.55
89,St. John's,BE,15-11,+8.65,108.2,99.6,73.3,+.016,+5.72,107.2,101.5,-6.56
90,Vanderbilt,SEC,13-12,+8.17,113.5,105.3,66.0,+.041,+8.95,108.8,99.9,+1.88
91,Santa Clara,WCC,19-8,+7.88,110.1,102.2,69.8,+.113,+3.88,108.1,104.2,+0.65
92,Loyola Marymount,WCC,17-10,+7.66,109.8,102.1,67.3,+.042,+3.82,108.5,104.7,+0.66
93,Hofstra,CAA,19-8,+7.56,110.9,103.3,67.1,+.053,-0.85,104.3,105.1,+7.02
94,UC Irvine,BW,17-8,+7.51,108.1,100.6,69.2,-.046,-0.41,103.7,104.1,+3.34
95,Stanford,P12,11-14,+7.48,111.5,104.0,65.5,-.113,+5.99,106.8,100.8,-0.19
96,James Madison,SB,18-9,+7.29,105.9,98.6,70.7,-.072,-1.76,103.4,105.1,-4.08
97,UC Santa Barbara,BW,20-4,+7.20,108.7,101.5,65.0,+.021,-3.88,102.1,106.0,-3.08
98,Indiana St.,MVC,18-9,+7.13,109.4,102.2,70.8,-.081,-4.45,102.1,106.5,-6.17
99,Toledo,MAC,19-6,+6.70,116.7,110.0,70.1,+.038,-3.15,104.2,107.4,-1.27
100,San Jose St.,MWC,15-10,+6.64,110.8,104.2,62.9,+.052,+4.29,107.4,103.1,-1.19
101,Louisiana,SB,20-6,+6.48,112.9,106.5,68.5,+.093,-0.15,104.1,104.3,-0.21
102,Nebraska,B10,12-14,+6.37,104.9,98.6,66.4,+.034,+10.82,110.7,99.9,+1.93
103,Saint Louis,A10,16-9,+6.28,110.5,104.2,68.8,+.049,+2.24,105.0,102.8,+4.06
104,San Francisco,WCC,16-12,+6.10,109.2,103.1,69.5,-.022,+2.39,106.6,104.2,-3.57
105,Washington,P12,13-13,+5.96,105.5,99.5,69.1,+.040,+8.01,108.0,99.9,-1.12
106,Duquesne,A10,17-8,+5.93,108.4,102.4,68.0,+.027,-1.71,104.7,106.4,-3.82
107,Butler,BE,13-13,+5.86,104.6,98.7,66.1,+.026,+9.59,109.9,100.4,+1.11
108,Temple,Amer,14-12,+5.50,106.8,101.3,66.5,+.037,+4.58,106.8,102.2,+1.12
109,Colgate,Pat,19-8,+5.47,111.9,106.4,67.3,-.021,-5.71,101.8,107.5,+0.00
110,Akron,MAC,17-8,+5.47,107.7,102.3,64.7,+.021,-1.87,105.0,106.9,+0.19
111,UNC Greensboro,SC,18-9,+5.37,102.3,96.9,66.2,-.002,-1.99,105.6,107.5,+3.65
112,Colorado St.,MWC,11-14,+5.35,111.8,106.5,66.4,-.092,+5.78,107.8,102.0,+1.81
113,Southern Utah,WAC,17-9,+5.30,109.8,104.5,71.9,+.021,+2.69,105.8,103.1,+4.12
114,Mississippi,SEC,10-15,+5.08,106.0,100.9,66.2,-.072,+6.61,108.3,101.7,+1.55
115,Montana St.,BSky,18-9,+4.99,104.9,99.9,66.3,+.034,-0.64,106.2,106.8,+4.63
116,Youngstown St.,Horz,20-7,+4.79,113.9,109.1,67.9,-.032,-5.77,102.8,108.6,-5.32
117,Georgia,SEC,15-10,+4.76,107.1,102.3,67.7,+.066,+2.37,106.2,103.9,-7.22
118,Princeton,Ivy,16-7,+4.64,109.4,104.7,67.6,-.006,-3.43,102.7,106.1,-4.63
119,Cornell,Ivy,15-8,+4.63,114.8,110.2,71.9,-.047,-1.64,103.9,105.5,-4.13
120,Grand Canyon,WAC,16-9,+4.42,109.4,105.0,64.9,+.022,+0.59,104.6,104.0,-0.46
121,Stephen F. Austin,WAC,16-9,+4.38,106.8,102.5,69.3,-.032,-0.12,105.0,105.1,-0.74
122,Wichita St.,Amer,13-12,+4.02,104.3,100.2,66.2,-.043,+1.53,105.5,104.0,-2.00
123,Vermont,AE,15-10,+3.93,109.0,105.0,64.6,+.030,-0.31,104.7,105.0,+5.58
124,Charlotte,CUSA,14-11,+3.81,107.5,103.7,60.0,-.029,-0.74,104.4,105.1,-6.58
125,Eastern Washington,BSky,19-7,+3.80,110.1,106.3,68.9,+.113,-1.73,104.7,106.4,+1.45
126,Belmont,MVC,18-9,+3.61,110.7,107.1,67.8,+.034,-1.93,103.6,105.6,+0.41
127,Middle Tennessee,CUSA,15-11,+3.45,106.9,103.5,67.5,+.017,+2.12,106.9,104.8,+1.93
128,Seattle,WAC,18-8,+3.20,102.7,99.5,69.1,+.110,+0.19,105.4,105.2,+0.25
129,Hawaii,BW,18-8,+2.99,102.7,99.7,65.0,-.026,-4.68,101.7,106.4,-6.09
130,Troy,SB,16-11,+2.87,104.0,101.2,67.5,-.034,-0.11,104.3,104.4,-0.11
131,Southern Illinois,MVC,19-8,+2.82,102.3,99.5,64.0,+.091,-2.22,103.7,105.9,-3.24
132,LSU,SEC,12-13,+2.52,105.7,103.2,65.3,+.061,+6.79,108.2,101.4,-6.39
133,Penn,Ivy,14-11,+2.46,110.4,108.0,66.7,-.004,-0.63,104.6,105.2,-0.33
134,Cal St. Fullerton,BW,14-12,+2.45,101.9,99.4,64.6,-.036,+0.72,105.0,104.2,+2.95
135,Louisiana Tech,CUSA,13-12,+2.45,106.5,104.1,66.9,-.058,+1.79,106.0,104.2,+0.60
136,Fordham,A10,20-5,+2.43,103.7,101.2,69.3,+.139,-5.38,101.5,106.9,-12.33
137,South Alabama,SB,12-14,+2.31,104.7,102.4,66.7,-.118,+0.62,104.3,103.7,+5.75
138,Davidson,A10,11-13,+2.30,107.7,105.4,65.5,-.075,+1.22,105.0,103.8,-1.33
139,Towson,CAA,17-9,+2.14,107.9,105.8,63.6,-.022,-5.19,101.9,107.1,-3.67
140,Samford,SC,18-9,+2.09,108.6,106.5,67.4,+.016,-4.36,103.6,107.9,-1.75
141,Long Beach St.,BW,15-11,+2.08,105.9,103.8,73.6,+.026,+0.63,104.1,103.5,+5.74
142,DePaul,BE,9-16,+1.96,108.0,106.1,69.1,+.006,+8.46,109.1,100.7,+2.28
143,Ball St.,MAC,18-7,+1.94,107.9,105.9,67.1,+.059,-4.07,104.2,108.3,-3.73
144,Kennesaw St.,ASun,20-7,+1.80,105.5,103.7,68.8,+.148,-1.83,104.9,106.7,+4.32
145,Ohio,MAC,14-11,+1.66,111.2,109.6,68.3,-.018,-1.27,106.1,107.3,+0.57
146,UC Davis,BW,14-11,+1.65,106.5,104.9,70.7,-.043,-1.54,103.1,104.7,-1.07
147,South Florida,Amer,10-15,+1.59,106.7,105.1,68.7,-.108,+0.76,105.2,104.4,-6.72
148,Richmond,A10,13-13,+1.42,104.6,103.2,65.3,-.049,-1.15,104.9,106.0,-2.88
149,Radford,BSth,17-10,+1.05,103.9,102.9,65.4,-.030,-4.05,103.9,107.9,+0.94
150,UNC Wilmington,CAA,20-7,+1.01,103.1,102.1,65.1,+.158,-4.29,102.9,107.1,+3.18
151,Portland,WCC,13-15,+0.94,109.6,108.7,69.0,-.025,+4.03,107.9,103.9,+0.04
152,Quinnipiac,MAAC,17-9,+0.94,104.2,103.3,69.9,-.010,-4.70,101.1,105.8,-2.44
153,George Mason,A10,14-12,+0.93,103.4,102.4,66.9,-.009,-1.19,104.8,106.0,-1.45
154,Air Force,MWC,13-13,+0.83,106.4,105.6,62.7,-.017,+0.09,106.0,105.9,-10.61
155,Rice,CUSA,16-9,+0.76,109.7,108.9,70.0,+.104,+0.65,105.1,104.4,-5.96
156,Longwood,BSth,18-9,+0.73,103.5,102.8,65.8,-.017,-7.95,102.1,110.0,-7.33
157,Fresno St.,MWC,9-15,+0.72,102.5,101.8,63.9,-.008,+6.28,109.2,102.9,+2.34
158,Missouri St.,MVC,14-12,+0.68,103.9,103.2,62.6,+.001,-0.45,103.9,104.4,+2.42
159,UMass Lowell,AE,20-7,+0.60,106.4,105.8,69.1,+.003,-10.01,98.5,108.5,-11.56
160,Gardner Webb,BSth,15-11,+0.42,98.5,98.1,65.6,-.067,-3.79,104.4,108.2,+1.86
161,UC Riverside,BW,16-10,+0.38,105.9,105.6,67.0,+.113,+0.62,104.7,104.1,+4.80
162,Cal Baptist,WAC,14-12,+0.31,104.0,103.7,63.9,-.063,-2.65,103.0,105.6,-6.56
163,Siena,MAAC,17-9,+0.19,104.1,103.9,66.9,-.001,-5.19,101.0,106.2,-2.56
164,Brown,Ivy,13-10,+0.15,100.6,100.5,68.6,+.002,-2.79,103.5,106.3,-3.58
165,St. Bonaventure,A10,13-13,+0.09,101.7,101.6,65.5,-.014,-0.93,104.6,105.5,-3.37
166,Stetson,ASun,14-11,+0.05,112.2,112.1,64.4,+.036,+0.40,106.5,106.0,+6.72
167,Montana,BSky,14-12,-0.14,107.9,108.0,63.2,+.014,-0.91,105.4,106.3,+3.40
168,Wyoming,MWC,7-17,-0.16,108.4,108.5,65.7,-.115,+5.04,107.3,102.3,-0.52
169,Western Kentucky,CUSA,14-11,-0.19,106.7,106.9,67.7,+.028,-0.42,105.0,105.4,-3.30
170,Pepperdine,WCC,9-18,-0.27,105.6,105.9,72.4,-.125,+4.64,108.6,104.0,+3.23
171,Old Dominion,SB,16-10,-0.32,104.7,105.0,64.8,+.061,-1.59,103.6,105.2,-1.08
172,Rider,MAAC,14-9,-0.46,106.6,107.1,65.2,+.017,-4.64,101.1,105.8,-1.20
173,Florida Gulf Coast,ASun,16-11,-0.48,106.0,106.5,65.5,+.062,-2.45,104.1,106.6,+1.29
174,Chattanooga,SC,14-13,-0.51,109.0,109.5,67.5,-.071,-1.96,104.3,106.3,+1.46
175,Eastern Kentucky,ASun,17-10,-0.56,105.1,105.6,70.4,+.120,-0.29,104.7,105.0,+2.95
176,Lipscomb,ASun,16-11,-0.61,103.3,103.9,69.3,-.010,-3.63,104.6,108.2,-2.98
177,Bryant,AE,16-9,-0.62,107.3,107.9,72.6,+.043,-4.00,103.3,107.3,+2.24
178,Wright St.,Horz,16-11,-0.66,104.8,105.5,72.0,-.069,-6.64,102.5,109.2,-2.30
179,UNC Asheville,BSth,20-7,-0.68,103.7,104.4,68.7,+.153,-4.94,102.5,107.4,-0.38
180,Buffalo,MAC,12-13,-0.81,105.9,106.7,73.0,-.019,+0.94,106.3,105.3,+6.13
181,South Dakota St.,Sum,15-11,-0.82,104.7,105.5,66.7,+.092,-0.29,105.8,106.1,+8.92
182,Harvard,Ivy,12-12,-0.88,99.9,100.8,66.3,-.056,-1.01,104.4,105.4,-1.99
183,Norfolk St.,MEAC,17-7,-0.88,109.3,110.2,65.6,+.139,-5.95,101.8,107.8,-0.91
184,UTEP,CUSA,12-13,-0.92,97.2,98.1,66.9,-.010,+0.74,106.1,105.3,-2.28
185,Notre Dame,ACC,10-15,-0.95,110.8,111.8,64.5,-.042,+1.03,106.3,105.2,-2.90
186,Abilene Christian,WAC,13-12,-1.07,106.5,107.6,69.1,-.010,+0.47,104.8,104.4,-0.92
187,Tarleton St.,WAC,14-12,-1.08,103.0,104.1,66.8,+.065,+2.77,106.5,103.7,+6.49
188,SMU,Amer,9-17,-1.13,102.1,103.2,69.5,-.037,+4.81,107.3,102.5,+3.35
189,Florida St.,ACC,8-18,-1.14,106.7,107.8,69.2,-.027,+5.68,108.5,102.8,+3.16
190,Appalachian St.,SB,14-13,-1.15,99.8,100.9,64.9,-.007,-0.35,104.8,105.1,-1.04
191,Saint Joseph's,A10,13-12,-1.15,103.3,104.4,69.5,+.001,-2.92,104.0,107.0,-5.14
192,New Mexico St.,WAC,9-15,-1.17,105.5,106.7,69.5,-.088,+4.03,106.1,102.1,+4.99
193,Boston College,ACC,12-14,-1.22,102.0,103.2,66.5,+.092,+4.01,108.4,104.4,-3.96
194,Utah Tech,WAC,11-15,-1.41,106.5,107.9,69.8,-.073,+2.55,106.0,103.5,+3.25
195,Cleveland St.,Horz,16-11,-1.42,104.1,105.6,65.1,+.027,-4.31,103.9,108.2,+0.44
196,Northwestern St.,Slnd,18-8,-1.46,107.0,108.5,66.9,+.114,-5.76,103.4,109.2,+4.02
197,Navy,Pat,15-11,-1.47,105.1,106.6,64.9,-.019,-6.33,101.6,107.9,-1.99
198,St. Thomas,Sum,17-11,-1.51,110.0,111.5,65.5,+.020,-4.65,102.9,107.5,-1.88
199,Pacific,WCC,13-14,-1.67,107.6,109.2,70.1,+.041,+0.56,106.4,105.8,-4.25
200,Drexel,CAA,15-11,-1.69,101.7,103.4,63.9,-.027,-5.69,101.6,107.3,-1.27
201,Texas A&M Corpus Chris,Slnd,17-9,-1.71,105.9,107.6,69.4,-.013,-9.52,100.6,110.1,+1.18
202,Oregon St.,P12,10-16,-1.73,100.1,101.8,63.6,+.021,+6.97,107.5,100.5,-6.20
203,Massachusetts,A10,13-12,-2.10,103.5,105.6,70.9,+.059,-0.21,104.4,104.6,-1.74
204,Detroit Mercy,Horz,11-16,-2.25,112.2,114.5,67.6,-.100,-2.09,104.5,106.6,+4.54
205,Georgia Tech,ACC,9-16,-2.28,101.1,103.4,66.7,-.038,+5.69,109.2,103.5,-1.08
206,Grambling St.,SWAC,16-8,-2.51,99.6,102.1,67.2,+.082,-6.62,100.1,106.8,+3.40
207,North Carolina Central,MEAC,11-11,-2.54,103.2,105.8,67.5,-.101,-2.22,102.8,105.0,+6.32
208,Northern Kentucky,Horz,16-11,-2.55,101.3,103.8,62.4,+.022,-4.88,103.3,108.1,+3.25
209,San Diego,WCC,11-16,-2.82,111.9,114.8,69.1,-.029,+1.52,106.2,104.7,-2.26
210,Georgetown,BE,6-20,-2.89,105.5,108.3,68.3,-.075,+7.49,109.8,102.3,-4.14
211,Northern Iowa,MVC,12-14,-3.05,101.9,104.9,67.5,-.027,-2.13,103.8,106.0,-1.90
212,FIU,CUSA,13-13,-3.16,101.4,104.5,70.2,+.046,+0.42,106.2,105.8,-7.75
213,East Carolina,Amer,12-12,-3.27,103.2,106.4,67.2,+.018,-2.78,103.8,106.6,-9.06
214,Georgia Southern,SB,14-13,-3.49,101.2,104.7,66.1,+.004,-1.91,104.5,106.4,-3.39
215,Texas St.,SB,12-15,-3.53,101.5,105.0,64.1,+.034,+0.06,104.4,104.4,-0.41
216,Weber St.,BSky,13-13,-3.66,100.0,103.7,65.6,+.042,+0.15,106.0,105.8,+4.37
217,Rhode Island,A10,8-16,-3.69,100.3,104.0,67.9,-.023,+0.19,104.2,104.0,-1.80
218,George Washington,A10,12-13,-3.71,108.5,112.2,69.5,-.006,-2.05,103.3,105.4,-5.57
219,Northern Colorado,BSky,10-16,-3.79,106.2,110.0,69.5,+.009,+0.08,106.0,105.9,+5.45
220,Queens,ASun,16-11,-3.95,108.3,112.3,70.0,-.000,-5.01,103.3,108.3,-3.45
221,Milwaukee,Horz,18-8,-3.97,102.9,106.9,71.2,+.119,-5.56,103.2,108.8,+1.00
222,North Dakota St.,Sum,11-15,-4.06,105.5,109.5,68.0,-.062,-1.68,106.0,107.6,+6.87
223,La Salle,A10,12-13,-4.25,102.6,106.8,67.7,+.077,-1.14,104.2,105.3,-2.23
224,Minnesota,B10,7-16,-4.33,99.1,103.4,65.0,+.025,+7.64,108.3,100.7,-6.55
225,Wofford,SC,13-14,-4.73,108.4,113.1,65.8,-.011,-1.55,104.5,106.0,-0.82
226,Murray St.,MVC,13-13,-4.74,105.6,110.4,66.6,+.092,+0.51,105.1,104.6,-0.70
227,Nicholls St.,Slnd,13-11,-4.80,101.9,106.7,70.4,+.046,-1.25,106.0,107.3,+14.01
228,Delaware,CAA,12-14,-4.91,102.2,107.1,67.1,-.010,-2.37,104.6,107.0,-0.16
229,UMBC,AE,17-10,-4.92,107.7,112.6,67.6,+.074,-7.59,101.0,108.6,-7.82
230,SIU Edwardsville,OVC,17-10,-5.13,99.9,105.1,68.9,+.028,-7.22,101.8,109.1,-0.02
231,South Carolina,SEC,9-16,-5.14,102.2,107.4,64.3,+.064,+5.21,108.3,103.1,-3.13
232,Purdue Fort Wayne,Horz,15-12,-5.18,101.0,106.2,69.0,+.035,-4.50,103.8,108.3,-1.02
233,Jacksonville,ASun,12-13,-5.50,100.4,105.8,61.9,+.018,-0.15,106.9,107.0,+5.74
234,Portland St.,BSky,11-15,-5.65,103.5,109.2,72.2,+.038,+0.59,106.3,105.7,+5.21
235,Sacramento St.,BSky,12-14,-5.72,104.1,109.8,62.0,+.031,-0.82,105.3,106.2,+3.12
236,Northern Illinois,MAC,11-14,-5.80,101.5,107.3,69.0,+.012,-1.23,105.4,106.7,+2.50
237,Southern,SWAC,13-12,-5.84,99.6,105.4,71.8,+.019,-4.42,101.9,106.3,+8.43
238,Niagara,MAAC,14-10,-5.87,100.8,106.7,62.8,+.138,-3.94,102.5,106.5,-4.38
239,Howard,MEAC,15-10,-6.03,102.3,108.3,69.2,+.097,-4.75,102.5,107.2,+0.02
240,Fairfield,MAAC,11-14,-6.17,98.1,104.3,64.9,+.007,-3.36,102.4,105.8,-1.03
241,Northern Arizona,BSky,7-20,-6.26,105.4,111.6,66.8,-.110,+1.23,106.2,105.0,+7.94
242,Mercer,SC,12-15,-6.27,100.1,106.4,65.0,-.037,-2.93,103.9,106.9,-2.21
243,Army,Pat,14-13,-6.36,103.8,110.1,68.4,-.054,-7.96,100.2,108.2,-7.53
244,East Tennessee St.,SC,10-17,-6.36,100.0,106.4,66.5,-.130,-4.55,104.0,108.5,-4.90
245,North Florida,ASun,11-15,-6.39,108.5,114.9,68.0,+.008,-0.24,106.3,106.5,+5.94
246,American,Pat,15-10,-6.40,102.4,108.8,63.3,+.050,-8.00,100.7,108.7,-8.43
247,Georgia St.,SB,10-16,-6.47,97.0,103.5,67.2,-.074,-1.43,103.6,105.0,-5.29
248,Loyola Chicago,A10,8-16,-6.52,103.0,109.5,65.8,-.042,-0.50,104.7,105.1,-4.31
