Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
16,Gonzaga,WCC,20-5,+20.28,120.7,100.5,70.0,+.047,+7.57,109.8,102.3,+9.50
17,Rutgers,B10,16-8,+20.08,107.5,87.4,66.0,-.079,+6.45,109.2,102.7,-6.50
18,Iowa St.,B12,16-7,+20.00,111.0,91.0,64.5,+.001,+10.29,111.2,100.9,-1.00
19,Arkansas,SEC,17-7,+19.40,112.0,92.6,69.3,-.034,+7.06,108.9,101.9,+3.19
20,Kansas St.,B12,19-5,+19.36,113.7,94.3,69.5,+.053,+8.40,107.9,99.5,-1.45
21,Indiana,B10,17-7,+19.24,116.5,97.2,68.1,+.008,+7.95,108.8,100.9,-3.82
22,San Diego St.,MWC,19-5,+19.13,113.8,94.6,67.0,+.034,+8.21,109.4,101.1,+6.70
23,Xavier,BE,19-5,+19.05,120.4,101.3,71.3,+.039,+9.24,109.8,100.6,+4.30
24,TCU,B12,17-7,+18.97,112.3,93.3,70.2,-.016,+7.45,108.2,100.8,-6.36
25,Maryland,B10,16-8,+18.66,113.3,94.6,65.2,-.011,+7.54,108.5,100.9,-3.35
26,Illinois,B10,16-7,+18.55,112.2,93.7,69.2,-.025,+6.21,107.4,101.2,-4.44
27,Auburn,SEC,17-7,+18.27,111.6,93.4,67.8,-.029,+7.21,107.6,100.4,+3.67
28,Boise St.,MWC,18-6,+17.50,108.5,91.1,66.8,-.010,+5.20,108.1,102.9,+0.82
29,Providence,BE,18-6,+17.40,116.0,98.6,66.8,-.013,+4.13,107.0,102.9,-7.82
30,Miami FL,ACC,19-5,+17.26,118.8,101.5,68.3,+.009,+5.31,107.0,101.7,-0.84
31,Oklahoma St.,B12,15-9,+17.25,107.8,90.5,67.5,-.043,+9.35,109.3,100.0,+0.99
32,Iowa,B10,15-9,+16.53,120.5,104.0,70.0,-.037,+9.29,108.2,98.9,-2.01
33,Duke,ACC,17-7,+16.31,111.9,95.6,65.5,+.041,+6.91,109.4,102.5,+2.67
34,Florida Atlantic,CUSA,23-2,+16.27,113.7,97.5,68.0,+.071,+0.33,105.2,104.9,-2.90
35,Texas A&M,SEC,17-7,+16.02,115.1,99.1,66.6,+.003,+3.95,106.3,102.3,-1.95
36,North Carolina,ACC,15-9,+15.99,113.5,97.5,69.2,-.072,+8.23,109.5,101.3,+7.80
37,Memphis,Amer,18-6,+15.90,113.5,97.6,71.9,-.091,+4.85,107.1,102.3,+5.48
38,Nevada,MWC,19-6,+15.71,113.1,97.4,65.8,+.061,+7.70,109.3,101.6,+3.72
39,Ohio St.,B10,11-13,+15.65,116.4,100.7,66.9,-.196,+8.78,108.5,99.7,-2.68
40,Kentucky,SEC,16-8,+15.56,116.0,100.4,65.5,-.000,+5.89,107.9,102.0,-0.05
41,Michigan St.,B10,15-9,+15.46,110.4,94.9,64.9,+.038,+11.67,111.4,99.7,+5.10
42,Utah St.,MWC,19-6,+15.46,117.7,102.3,68.1,+.032,+5.65,107.8,102.2,+2.95
43,Oregon,P12,15-10,+15.19,114.0,98.8,66.6,+.001,+9.51,108.6,99.1,+5.68
44,Florida,SEC,13-11,+15.03,106.9,91.9,69.0,-.067,+9.62,110.1,100.5,+5.14
45,Mississippi St.,SEC,16-8,+14.80,104.6,89.8,63.8,-.001,+4.95,106.4,101.5,-3.62
46,Liberty,ASun,20-6,+14.77,111.1,96.3,63.6,-.026,-2.95,103.7,106.7,+2.05
47,New Mexico,MWC,19-5,+14.64,114.5,99.9,71.0,-.008,+3.32,106.8,103.5,-1.82
48,USC,P12,17-7,+14.07,112.3,98.2,67.8,+.063,+7.35,106.8,99.5,+1.22
49,N.C. State,ACC,19-6,+14.04,112.7,98.7,69.3,+.040,+3.02,107.3,104.3,-4.73
50,Oral Roberts,Sum,22-4,+13.92,116.9,103.0,71.0,+.075,-3.21,104.4,107.6,+8.23
51,Northwestern,B10,17-7,+13.85,109.1,95.3,65.3,+.066,+6.43,107.3,100.9,-3.43
52,Michigan,B10,14-10,+13.81,113.3,99.5,67.9,-.032,+7.34,108.9,101.5,+0.50
53,Utah,P12,16-9,+13.72,109.2,95.4,66.3,-.051,+2.95,105.4,102.5,-4.90
54,Oklahoma,B12,12-12,+13.53,112.0,98.5,64.8,-.036,+11.94,109.7,97.7,+3.93
55,Missouri,SEC,18-6,+13.46,119.1,105.7,70.0,+.085,+4.44,106.6,102.1,-4.18
56,Penn St.,B10,14-10,+13.40,115.4,102.0,64.6,-.036,+7.24,108.2,100.9,-3.94
57,Seton Hall,BE,15-10,+13.25,106.9,93.6,66.3,+.006,+9.38,109.7,100.3,+3.57
58,Colorado,P12,14-11,+13.06,106.8,93.7,69.7,-.097,+5.16,106.9,101.8,+3.02
59,Virginia Tech,ACC,14-10,+12.95,113.9,100.9,66.7,-.094,+5.33,107.6,102.3,-3.73
60,Pittsburgh,ACC,17-7,+12.80,112.5,99.7,66.7,+.043,+3.35,107.5,104.2,-3.55
61,Cincinnati,Amer,16-9,+12.35,110.4,98.0,68.5,-.034,+2.92,107.2,104.3,-2.83
62,Washington St.,P12,10-15,+12.06,110.7,98.6,63.9,-.145,+10.60,109.8,99.2,+4.68
63,UCF,Amer,14-9,+12.06,109.8,97.7,64.2,-.056,+4.52,107.5,103.0,-0.27
64,Wisconsin,B10,14-9,+11.84,106.9,95.1,62.7,+.044,+10.19,110.7,100.5,+1.11
65,Arizona St.,P12,17-8,+11.72,107.8,96.1,68.4,+.059,+5.84,107.3,101.5,-0.07
66,Wake Forest,ACC,16-9,+11.68,115.1,103.4,69.7,+.000,+5.28,107.0,101.7,-1.17
67,Villanova,BE,11-13,+11.43,113.1,101.7,63.4,-.118,+8.25,109.7,101.4,+4.28
68,North Texas,CUSA,20-5,+11.34,107.8,96.5,58.2,+.107,+1.67,105.8,104.1,+1.50
69,Texas Tech,B12,12-12,+11.24,110.5,99.2,67.1,-.090,+6.88,108.8,102.0,-6.60
70,Charleston,CAA,23-3,+11.03,111.4,100.3,70.6,+.043,-3.69,103.5,107.2,-1.29
71,Dayton,A10,16-9,+10.88,108.3,97.5,63.7,-.054,-0.17,104.4,104.5,-2.03
72,Clemson,ACC,18-6,+10.87,108.8,97.9,68.0,+.030,+1.37,106.6,105.2,-5.77
73,UAB,CUSA,17-8,+10.81,111.5,100.7,70.9,-.082,-0.33,104.5,104.8,-4.58
74,Marshall,SB,20-6,+10.73,111.0,100.3,71.3,-.069,-3.53,103.4,106.9,-4.30
75,Kent St.,MAC,19-5,+10.55,106.5,96.0,67.7,-.001,-1.44,105.5,107.0,+2.94
76,Yale,Ivy,16-6,+10.31,109.7,99.4,65.7,-.035,-1.68,102.9,104.5,+0.08
77,Sam Houston St.,WAC,17-6,+9.99,108.0,98.0,64.0,+.035,+2.77,105.6,102.9,+7.66
78,VCU,A10,18-7,+9.67,104.7,95.0,68.2,+.008,+0.13,104.5,104.4,-2.07
79,Tulane,Amer,16-7,+9.66,111.8,102.1,72.6,+.002,+0.65,105.0,104.4,-6.65
80,BYU,WCC,16-11,+9.62,106.0,96.4,70.1,-.085,+3.26,106.9,103.6,+1.22
81,UNLV,MWC,16-8,+9.61,108.5,98.9,69.5,-.024,+3.22,106.8,103.5,-2.26
82,Drake,MVC,20-6,+9.31,108.2,98.9,66.2,+.035,-2.00,103.8,105.8,-1.91
83,Utah Valley,WAC,19-6,+9.31,107.2,97.9,68.8,+.050,+1.72,106.0,104.2,+4.78
84,Southern Miss,SB,22-4,+9.30,109.8,100.5,67.8,+.067,-1.69,103.9,105.6,-3.03
85,Bradley,MVC,18-8,+9.25,107.8,98.5,65.6,+.011,-1.44,103.3,104.7,+0.72
86,Iona,MAAC,16-7,+9.23,108.6,99.4,69.2,-.020,-1.33,103.7,105.0,+3.98
87,Furman,SC,20-6,+9.20,113.9,104.7,68.6,-.021,-3.65,104.2,107.8,-2.37
88,Syracuse,ACC,15-10,+8.89,111.4,102.5,67.1,-.022,+2.27,106.9,104.7,-4.25
89,St. John's,BE,14-11,+8.29,108.2,99.9,73.1,+.003,+5.42,107.0,101.6,-6.57
90,Santa Clara,WCC,18-8,+7.65,110.0,102.4,69.8,+.102,+3.63,107.7,104.1,+0.26
91,Loyola Marymount,WCC,17-9,+7.50,109.8,102.3,67.4,+.062,+3.41,108.0,104.6,+0.82
92,Louisiana,SB,20-5,+7.30,113.1,105.8,68.6,+.087,-0.67,103.7,104.3,-0.24
93,James Madison,SB,17-9,+7.30,106.6,99.3,70.3,-.085,-1.66,103.0,104.7,-3.98
94,Hofstra,CAA,18-8,+7.14,110.4,103.3,66.9,+.060,+0.06,104.8,104.8,+7.41
95,Vanderbilt,SEC,12-12,+7.14,112.5,105.3,65.5,+.028,+8.36,108.4,100.0,+1.66
96,Saint Louis,A10,16-8,+7.06,110.8,103.7,68.9,+.051,+1.78,104.7,102.9,+4.24
97,UC Santa Barbara,BW,19-4,+6.88,108.1,101.3,64.7,+.020,-4.04,101.8,105.9,-3.21
98,Toledo,MAC,18-6,+6.82,117.7,110.9,70.2,+.032,-2.98,103.8,106.8,-1.17
99,UC Irvine,BW,16-8,+6.55,107.3,100.7,69.1,-.045,-0.43,103.5,104.0,+3.13
100,Stanford,P12,10-14,+6.39,110.1,103.7,65.5,-.129,+5.38,106.2,100.9,-0.10
101,Indiana St.,MVC,17-9,+6.37,108.9,102.6,70.7,-.084,-4.55,101.9,106.4,-6.25
102,Duquesne,A10,16-8,+6.19,109.5,103.3,67.8,+.013,-1.64,104.7,106.3,-4.15
103,San Francisco,WCC,15-12,+6.10,108.7,102.6,69.5,-.033,+2.86,106.5,103.7,-3.26
104,Nebraska,B10,11-14,+5.97,104.6,98.6,66.1,+.024,+11.28,111.2,99.9,+2.40
105,Akron,MAC,17-7,+5.93,107.1,101.2,64.3,+.035,-2.38,104.5,106.9,+0.17
106,Mississippi,SEC,10-14,+5.89,106.9,101.0,65.9,-.059,+7.17,108.3,101.1,+1.34
107,Washington,P12,13-12,+5.83,106.0,100.2,69.1,+.054,+7.59,107.5,99.9,-1.29
108,San Jose St.,MWC,14-10,+5.76,110.8,105.1,62.7,+.038,+3.68,106.7,103.0,-1.64
109,Cornell,Ivy,15-7,+5.69,115.9,110.2,71.7,-.052,-1.82,103.7,105.5,-3.70
110,UNC Greensboro,SC,17-9,+5.67,101.6,95.9,65.9,-.012,-1.54,105.6,107.1,+3.78
111,Princeton,Ivy,16-6,+5.55,109.3,103.7,67.2,+.011,-3.32,102.9,106.2,-4.57
112,Montana St.,BSky,17-8,+5.55,105.5,99.9,66.3,+.034,-0.78,106.3,107.1,+4.83
113,Temple,Amer,14-11,+5.44,106.2,100.7,66.5,+.045,+3.92,106.3,102.4,+1.03
114,Butler,BE,12-13,+5.43,104.6,99.2,66.0,+.008,+9.39,109.7,100.3,+1.10
115,Charlotte,CUSA,14-10,+5.39,107.8,102.4,60.0,-.055,-1.13,103.9,105.0,-5.92
116,Southern Utah,WAC,17-8,+5.16,109.3,104.1,71.4,+.036,+2.04,105.4,103.3,+4.27
117,Colorado St.,MWC,11-14,+5.13,111.7,106.5,66.2,-.092,+5.60,107.5,101.9,+1.71
118,Colgate,Pat,18-8,+5.01,112.1,107.1,67.0,-.021,-5.45,101.7,107.2,+0.00
119,Grand Canyon,WAC,16-8,+4.48,110.0,105.5,64.7,+.040,+0.11,104.3,104.2,-0.52
120,Wichita St.,Amer,12-12,+4.43,104.1,99.7,66.1,-.062,+1.94,105.7,103.7,-2.06
121,Youngstown St.,Horz,19-6,+4.31,113.8,109.5,67.2,-.019,-6.67,102.2,108.9,-5.83
122,Middle Tennessee,CUSA,15-10,+4.27,106.6,102.4,67.5,+.009,+1.51,106.5,105.0,+2.04
123,Georgia,SEC,14-10,+4.19,106.7,102.5,67.6,+.057,+2.08,105.8,103.7,-7.03
124,Stephen F. Austin,WAC,15-9,+4.05,106.5,102.5,69.2,-.038,+0.13,104.9,104.8,-0.55
125,Southern Illinois,MVC,19-7,+3.86,102.1,98.2,63.9,+.075,-2.78,103.4,106.2,-3.08
126,Eastern Washington,BSky,18-7,+3.50,110.2,106.7,68.8,+.107,-1.74,104.5,106.2,+1.44
127,LSU,SEC,12-12,+3.43,105.7,102.3,65.4,+.068,+6.84,107.8,100.9,-6.10
128,Vermont,AE,14-10,+3.43,107.4,104.0,64.4,+.022,-0.22,104.8,105.0,+5.14
129,Hawaii,BW,18-7,+3.25,103.3,100.1,64.9,-.005,-4.80,101.7,106.5,-6.08
130,Belmont,MVC,17-9,+3.17,110.1,107.0,67.5,+.042,-1.23,103.8,105.1,+0.46
131,Quinnipiac,MAAC,17-7,+2.84,105.2,102.3,69.5,-.027,-4.95,100.8,105.8,-2.58
132,Seattle,WAC,17-8,+2.83,103.1,100.3,68.9,+.101,+0.08,105.1,105.1,+0.07
133,Davidson,A10,11-12,+2.82,107.5,104.7,65.5,-.059,+1.54,105.0,103.5,-1.28
134,Towson,CAA,17-8,+2.70,108.1,105.4,63.4,-.012,-5.45,101.8,107.3,-3.44
135,Samford,SC,17-9,+2.62,109.2,106.6,66.9,+.005,-3.61,103.8,107.4,-1.91
136,Kennesaw St.,ASun,19-7,+2.26,105.4,103.1,68.7,+.138,-1.22,105.1,106.3,+4.70
137,Fordham,A10,19-5,+2.13,102.7,100.6,69.4,+.130,-5.81,101.2,107.0,-12.33
138,South Florida,Amer,10-14,+2.09,106.8,104.7,68.5,-.121,+0.10,104.6,104.5,-6.40
139,Richmond,A10,12-13,+2.08,104.7,102.6,64.9,-.066,-0.42,105.2,105.6,-2.57
140,Cal St. Fullerton,BW,13-12,+1.93,102.2,100.3,64.5,-.057,+0.25,104.7,104.5,+2.90
141,DePaul,BE,9-16,+1.93,107.6,105.7,69.0,+.006,+8.47,109.3,100.8,+2.16
142,Penn,Ivy,13-11,+1.91,110.0,108.1,66.2,-.017,-0.84,104.6,105.4,-0.48
143,UC Davis,BW,14-10,+1.82,106.1,104.2,70.3,-.038,-2.09,102.9,105.0,-0.83
144,Troy,SB,15-11,+1.81,103.3,101.4,67.5,-.035,-0.16,103.8,104.0,+0.01
145,Louisiana Tech,CUSA,13-11,+1.76,105.7,104.0,66.7,-.043,+0.82,105.3,104.5,+0.48
146,Long Beach St.,BW,14-11,+1.60,105.5,103.9,73.2,+.019,+0.78,104.2,103.4,+5.64
147,South Alabama,SB,11-14,+1.31,103.7,102.4,66.6,-.118,+0.88,104.6,103.7,+5.78
148,George Mason,A10,13-12,+1.18,103.2,102.1,66.6,-.019,-0.55,105.2,105.8,-1.15
149,Portland,WCC,13-14,+1.16,109.1,107.9,69.0,-.023,+3.15,107.4,104.2,-0.30
150,UMass Lowell,AE,20-6,+1.11,105.4,104.3,68.8,+.006,-10.63,98.1,108.7,-11.45
151,Ball St.,MAC,17-7,+1.09,107.0,105.9,66.8,+.066,-3.80,104.2,108.0,-4.12
152,Ohio,MAC,13-11,+1.03,110.0,109.0,67.9,-.029,-1.40,106.0,107.4,+0.60
153,Longwood,BSth,17-9,+0.98,103.6,102.7,66.0,-.032,-7.81,101.9,109.7,-7.14
154,UNC Wilmington,CAA,19-7,+0.97,102.9,101.9,64.9,+.157,-3.60,103.3,106.9,+3.11
155,Missouri St.,MVC,13-12,+0.90,104.4,103.5,62.2,-.012,+0.17,104.0,103.9,+2.40
156,UC Riverside,BW,16-9,+0.88,105.9,105.1,66.9,+.110,-0.01,104.3,104.3,+4.74
157,Stetson,ASun,14-10,+0.77,112.0,111.2,64.1,+.049,+0.60,106.1,105.5,+6.87
158,Gardner Webb,BSth,14-11,+0.65,98.8,98.1,65.5,-.083,-3.45,104.3,107.8,+1.73
159,Fresno St.,MWC,9-14,+0.37,101.8,101.4,63.7,-.005,+5.34,108.6,103.2,+1.96
160,Siena,MAAC,15-9,+0.29,103.7,103.4,66.5,-.012,-4.48,101.6,106.1,-2.26
161,Boston College,ACC,12-13,+0.21,102.6,102.4,66.3,+.087,+3.94,108.1,104.2,-3.75
162,Cal Baptist,WAC,13-12,+0.19,103.8,103.6,63.8,-.063,-2.74,102.8,105.5,-6.73
163,Rider,MAAC,13-9,+0.13,107.2,107.1,65.2,-.002,-4.08,101.5,105.6,-1.05
164,Radford,BSth,16-10,+0.12,103.1,102.9,65.1,-.026,-3.87,103.6,107.5,+1.02
165,Rice,CUSA,15-9,+0.08,108.8,108.7,70.0,+.094,+0.52,104.8,104.3,-6.00
166,Lipscomb,ASun,16-10,+0.05,103.8,103.7,69.0,-.002,-3.76,104.2,108.0,-3.31
167,St. Bonaventure,A10,13-12,-0.09,102.6,102.7,65.2,+.003,-1.28,104.2,105.4,-3.34
168,Western Kentucky,CUSA,14-11,-0.20,106.9,107.1,67.6,+.028,-0.42,104.6,105.0,-3.50
169,Harvard,Ivy,12-11,-0.38,100.1,100.4,65.8,-.046,-0.93,104.1,105.0,-1.87
170,Wyoming,MWC,7-16,-0.38,108.0,108.4,65.6,-.116,+4.11,106.8,102.7,-0.60
171,Abilene Christian,WAC,13-11,-0.40,106.6,107.0,69.0,-.008,-0.01,104.5,104.5,-1.10
172,Appalachian St.,SB,14-12,-0.40,99.7,100.1,64.9,-.016,-0.77,104.6,105.3,-0.93
173,Bryant,AE,16-8,-0.42,107.4,107.8,72.7,+.066,-4.19,102.9,107.1,+2.19
174,Pepperdine,WCC,9-17,-0.53,105.0,105.5,72.4,-.119,+4.12,108.1,103.9,+2.92
175,Air Force,MWC,12-13,-0.56,105.0,105.6,62.5,-.026,-0.56,105.4,105.9,-10.86
176,Old Dominion,SB,15-10,-0.58,104.0,104.6,64.7,+.048,-1.75,103.5,105.2,-0.98
177,UNC Asheville,BSth,19-7,-0.61,103.3,103.9,68.4,+.146,-4.75,102.5,107.2,-0.54
178,South Dakota St.,Sum,14-11,-0.72,104.1,104.8,66.8,+.081,+0.20,105.9,105.7,+8.85
179,Notre Dame,ACC,10-14,-0.77,109.6,110.4,64.2,-.033,+0.75,105.9,105.2,-3.06
180,Buffalo,MAC,12-12,-0.82,105.9,106.7,72.9,-.005,+0.52,106.3,105.8,+5.97
181,Montana,BSky,13-12,-0.82,107.0,107.8,62.9,-.000,-1.30,105.4,106.7,+3.08
182,Eastern Kentucky,ASun,17-9,-0.82,104.7,105.5,70.1,+.132,-0.99,104.0,105.0,+2.89
183,Chattanooga,SC,13-13,-0.89,108.9,109.8,67.4,-.072,-1.25,104.7,106.0,+1.83
184,Brown,Ivy,12-10,-0.91,100.6,101.5,68.5,+.002,-2.96,102.9,105.9,-3.65
185,Norfolk St.,MEAC,16-7,-0.94,109.1,110.1,65.1,+.124,-5.99,101.8,107.8,-0.64
186,Florida St.,ACC,8-17,-0.98,106.6,107.6,69.0,-.021,+5.57,108.1,102.5,+3.02
187,Massachusetts,A10,13-11,-1.12,103.4,104.5,70.8,+.064,+0.01,104.4,104.4,-1.46
188,Utah Tech,WAC,11-14,-1.15,106.1,107.2,69.8,-.062,+2.82,106.1,103.3,+3.07
189,UTEP,CUSA,11-13,-1.28,97.2,98.5,66.3,-.016,+1.23,106.0,104.8,-2.25
190,SMU,Amer,9-16,-1.34,101.6,103.0,69.3,-.023,+4.74,107.3,102.5,+3.41
191,Florida Gulf Coast,ASun,15-11,-1.36,106.0,107.3,65.4,+.057,-2.55,103.9,106.4,+1.42
192,New Mexico St.,WAC,9-15,-1.38,105.2,106.6,69.4,-.088,+3.81,105.9,102.1,+4.78
193,Texas A&M Corpus Chris,Slnd,16-9,-1.40,107.0,108.4,69.4,-.025,-8.78,100.6,109.4,+1.12
194,Cleveland St.,Horz,14-11,-1.41,104.6,106.0,64.8,-.005,-4.07,103.8,107.9,+0.32
195,Saint Joseph's,A10,12-12,-1.43,103.6,105.1,69.1,-.007,-2.52,103.9,106.4,-5.04
196,Wright St.,Horz,15-11,-1.57,103.7,105.3,71.9,-.072,-6.54,102.5,109.0,-2.06
197,Detroit Mercy,Horz,10-16,-1.67,112.2,113.9,67.4,-.119,-1.18,104.9,106.1,+5.15
198,Tarleton St.,WAC,13-12,-1.75,102.3,104.1,66.9,+.048,+2.64,106.1,103.5,+6.24
199,Northwestern St.,Slnd,17-8,-1.78,106.8,108.6,66.7,+.109,-5.45,103.4,108.8,+3.86
200,Navy,Pat,14-11,-1.87,105.3,107.2,64.8,-.020,-5.80,101.6,107.4,-1.64
201,Pacific,WCC,12-14,-1.95,106.7,108.7,69.8,+.028,+0.76,106.0,105.2,-4.46
202,Drexel,CAA,14-11,-2.06,101.5,103.5,63.7,-.040,-5.79,101.3,107.1,-1.50
203,Northern Iowa,MVC,12-13,-2.09,102.3,104.4,67.5,-.037,-2.29,103.6,105.9,-1.83
204,Oregon St.,P12,9-16,-2.45,100.2,102.7,63.3,+.002,+6.97,107.1,100.2,-6.16
205,Northern Kentucky,Horz,15-10,-2.54,100.4,102.9,62.3,+.045,-4.51,103.5,108.1,+3.17
206,FIU,CUSA,13-12,-2.78,101.0,103.8,70.2,+.059,+0.59,105.9,105.3,-7.91
207,Georgetown,BE,6-19,-2.86,105.2,108.0,67.9,-.076,+6.97,109.5,102.5,-4.22
208,San Diego,WCC,11-15,-2.92,111.1,114.0,68.7,-.018,+1.30,105.7,104.4,-2.51
209,Georgia Tech,ACC,9-15,-3.10,100.9,104.0,66.7,-.021,+5.08,108.4,103.3,-1.55
210,Grambling St.,SWAC,15-8,-3.11,100.0,103.1,67.0,+.083,-5.94,100.3,106.3,+3.39
211,St. Thomas,Sum,16-11,-3.15,109.5,112.7,65.4,+.032,-4.40,103.0,107.4,-2.15
212,North Carolina Central,MEAC,10-11,-3.22,102.8,106.0,67.3,-.089,-1.01,103.3,104.3,+6.49
213,East Carolina,Amer,12-12,-3.27,103.1,106.4,67.0,+.018,-2.77,103.6,106.3,-9.18
214,Queens,ASun,16-10,-3.28,108.2,111.4,69.5,+.015,-4.62,103.3,107.9,-3.29
215,George Washington,A10,12-12,-3.30,109.1,112.4,69.0,-.000,-2.22,103.1,105.3,-5.56
216,Rhode Island,A10,8-15,-3.36,100.3,103.6,67.6,-.020,+0.17,104.1,104.0,-1.38
217,Texas St.,SB,12-14,-3.41,100.9,104.3,63.9,+.051,+0.19,104.5,104.3,-0.54
218,Murray St.,MVC,13-12,-3.63,106.3,110.0,66.5,+.086,+0.00,104.6,104.6,-0.35
219,SIU Edwardsville,OVC,17-9,-3.65,99.8,103.5,68.7,+.033,-6.51,102.3,108.8,+0.22
220,Purdue Fort Wayne,Horz,15-10,-3.89,101.8,105.7,68.6,+.062,-4.24,103.8,108.0,-0.60
221,Milwaukee,Horz,17-8,-3.92,102.6,106.5,71.6,+.107,-5.23,103.2,108.4,+1.01
222,Minnesota,B10,7-15,-3.95,99.9,103.8,64.9,+.030,+7.54,107.9,100.4,-6.55
223,Georgia Southern,SB,13-13,-4.11,100.9,105.0,66.0,+.011,-1.44,104.6,106.1,-3.77
224,North Dakota St.,Sum,10-15,-4.28,105.2,109.5,67.9,-.078,-1.23,106.0,107.3,+6.64
225,Weber St.,BSky,12-12,-4.28,98.8,103.1,65.3,+.050,+0.31,106.2,105.9,+4.34
226,Jacksonville,ASun,12-12,-4.60,101.4,106.0,61.9,+.027,+0.12,106.7,106.6,+5.67
227,Northern Colorado,BSky,9-16,-4.77,106.4,111.2,69.3,+.007,+0.31,105.8,105.5,+5.13
228,Wofford,SC,13-13,-4.82,107.4,112.2,65.5,+.000,-2.03,104.4,106.5,-0.90
229,Delaware,CAA,12-14,-4.88,102.1,107.0,67.0,-.010,-2.33,104.5,106.8,-0.12
230,La Salle,A10,11-13,-4.89,101.6,106.5,67.7,+.084,-0.67,104.4,105.0,-2.10
231,UMBC,AE,16-10,-4.89,107.8,112.7,67.7,+.060,-7.49,100.6,108.1,-7.45
232,American,Pat,15-9,-5.12,102.7,107.8,63.1,+.061,-7.27,101.2,108.5,-8.16
233,Sacramento St.,BSky,12-13,-5.24,104.9,110.1,61.8,+.032,-1.12,105.0,106.1,+2.99
234,Niagara,MAAC,13-9,-5.60,101.3,106.9,62.3,+.131,-4.30,102.5,106.8,-4.36
235,Army,Pat,14-12,-5.64,104.7,110.3,68.3,-.068,-8.31,99.8,108.1,-7.66
236,Mercer,SC,12-14,-5.64,100.6,106.3,64.8,-.037,-3.24,103.5,106.8,-2.32
237,Howard,MEAC,14-10,-5.65,101.7,107.4,69.3,+.078,-4.15,102.7,106.8,+0.10
238,UMKC,Sum,11-15,-5.76,99.5,105.3,63.6,-.010,-2.75,105.1,107.8,+2.25
239,Nicholls St.,Slnd,12-11,-5.80,101.3,107.1,70.0,+.036,-1.15,105.7,106.9,+13.74
240,East Tennessee St.,SC,9-17,-5.82,100.2,106.0,66.5,-.152,-3.68,104.3,107.9,-4.62
241,South Carolina,SEC,8-16,-5.93,102.2,108.2,64.0,+.045,+4.98,108.0,103.0,-3.20
242,Western Carolina,SC,14-12,-5.94,102.6,108.6,67.9,+.029,-3.81,103.7,107.5,-3.32
243,Fairfield,MAAC,10-13,-6.20,98.4,104.6,64.6,+.008,-2.96,102.6,105.6,-0.76
244,Portland St.,BSky,10-15,-6.20,102.5,108.7,71.9,+.016,+0.47,106.2,105.7,+5.05
245,Northern Arizona,BSky,7-19,-6.22,104.8,111.0,66.5,-.099,+1.61,106.3,104.7,+7.69
246,Maryland Eastern Shore,MEAC,14-8,-6.22,97.4,103.6,68.0,+.168,-1.29,103.9,105.2,+5.11
247,Winthrop,BSth,11-15,-6.23,106.9,113.1,66.8,-.002,-1.54,104.4,105.9,+3.47
248,Georgia St.,SB,10-15,-6.52,96.5,103.1,66.9,-.070,-1.98,103.1,105.1,-5.35
