Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
24,Xavier,BE,19-6,+18.32,119.9,101.6,71.4,+.017,+8.96,109.3,100.3,+3.70
25,Illinois,B10,17-8,+18.20,112.8,94.6,69.6,-.025,+7.23,107.9,100.6,-4.64
26,Rutgers,B10,16-10,+18.00,107.4,89.4,66.4,-.097,+6.69,108.9,102.2,-6.95
27,Kansas St.,B12,19-7,+17.98,112.2,94.2,70.0,+.036,+9.20,108.5,99.3,-1.68
28,Boise St.,MWC,19-6,+17.56,108.7,91.1,67.0,-.007,+4.77,108.1,103.3,+0.64
29,Oklahoma St.,B12,16-10,+17.34,108.4,91.1,67.8,-.039,+10.23,109.6,99.4,+0.72
30,Providence,BE,19-7,+17.22,115.6,98.4,67.1,-.020,+5.06,107.2,102.1,-8.19
31,Michigan St.,B10,16-9,+17.01,110.3,93.3,64.8,+.029,+11.71,111.5,99.8,+5.01
32,Miami FL,ACC,21-5,+16.93,119.3,102.3,68.5,+.017,+4.89,107.0,102.1,-1.46
33,Texas A&M,SEC,18-7,+16.49,115.9,99.4,66.5,+.006,+3.97,106.3,102.4,-2.08
34,Iowa,B10,16-9,+16.22,119.8,103.6,70.0,-.030,+8.37,107.6,99.2,-2.65
35,Memphis,Amer,19-6,+15.92,114.0,98.1,72.0,-.088,+4.65,107.1,102.5,+5.73
36,Nevada,MWC,20-6,+15.76,113.5,97.8,66.0,+.061,+7.12,108.9,101.8,+3.80
37,Florida Atlantic,CUSA,24-2,+15.74,113.8,98.0,68.3,+.077,+0.03,105.2,105.2,-3.15
38,North Carolina,ACC,16-10,+15.73,113.6,97.9,69.5,-.079,+8.01,109.4,101.4,+7.45
39,Mississippi St.,SEC,17-8,+15.72,105.3,89.6,64.0,+.010,+5.84,107.0,101.1,-3.23
40,Utah St.,MWC,20-7,+15.36,117.2,101.8,68.5,+.015,+5.63,108.1,102.4,+3.05
41,Duke,ACC,18-8,+15.33,110.6,95.3,65.7,+.036,+6.67,109.4,102.8,+2.37
42,N.C. State,ACC,20-7,+15.03,113.2,98.1,69.6,+.015,+3.53,107.6,104.1,-4.65
43,Oregon,P12,15-11,+15.03,113.8,98.7,66.9,-.013,+10.01,108.8,98.8,+5.76
44,Kentucky,SEC,16-9,+14.81,115.6,100.8,65.6,-.015,+6.12,108.1,102.0,+0.29
45,Liberty,ASun,21-6,+14.70,111.4,96.7,63.9,-.018,-3.03,103.7,106.8,+2.26
46,Utah,P12,17-9,+14.45,109.9,95.4,66.3,-.043,+3.40,105.4,102.0,-4.50
47,Northwestern,B10,18-7,+14.40,109.1,94.7,65.6,+.075,+6.77,107.4,100.7,-3.44
48,Penn St.,B10,15-11,+14.03,116.7,102.6,65.0,-.042,+8.10,108.5,100.4,-4.21
49,Florida,SEC,13-12,+13.88,106.8,92.9,69.5,-.079,+9.07,110.0,100.9,+4.83
50,Oral Roberts,Sum,23-4,+13.79,117.0,103.2,71.1,+.081,-3.31,104.4,107.7,+7.70
51,Ohio St.,B10,11-14,+13.67,114.7,101.0,66.7,-.183,+8.70,108.3,99.6,-2.64
52,Michigan,B10,14-12,+13.59,112.3,98.7,68.1,-.065,+8.04,109.0,100.9,+0.55
53,USC,P12,17-8,+13.45,111.6,98.2,68.1,+.042,+7.20,106.6,99.4,+1.46
54,Oklahoma,B12,13-13,+13.30,111.3,98.0,65.4,-.026,+12.23,110.0,97.8,+3.93
55,Pittsburgh,ACC,19-7,+13.15,112.6,99.4,67.2,+.050,+2.78,107.2,104.5,-3.52
56,Missouri,SEC,19-7,+12.98,119.8,106.8,70.1,+.112,+6.22,107.3,101.0,-4.45
57,UCF,Amer,15-9,+12.97,110.4,97.4,64.2,-.058,+3.50,107.2,103.7,-0.46
58,North Texas,CUSA,21-5,+12.92,109.2,96.2,58.2,+.097,+1.52,105.8,104.3,+1.66
59,Colorado,P12,14-12,+12.77,106.9,94.2,69.7,-.099,+5.81,107.1,101.3,+3.01
60,Virginia Tech,ACC,15-10,+12.66,114.8,102.1,67.0,-.081,+4.93,107.7,102.8,-3.89
61,Seton Hall,BE,16-11,+12.62,105.6,93.0,67.0,+.000,+8.82,109.4,100.5,+3.27
62,Cincinnati,Amer,17-9,+12.58,110.4,97.9,68.8,-.032,+2.38,107.1,104.7,-3.05
63,Texas Tech,B12,14-12,+12.49,110.4,97.9,67.5,-.059,+7.72,109.2,101.5,-6.09
64,New Mexico,MWC,19-7,+12.12,113.4,101.2,70.9,+.007,+3.41,107.1,103.7,-1.57
65,Washington St.,P12,11-15,+11.86,109.8,97.9,64.0,-.126,+9.97,109.6,99.6,+4.43
66,Arizona St.,P12,18-8,+11.73,107.7,95.9,68.5,+.066,+5.53,107.0,101.4,+0.01
67,Villanova,BE,13-13,+11.71,112.4,100.7,63.5,-.098,+7.72,108.9,101.2,+4.12
68,UAB,CUSA,18-8,+11.68,112.4,100.7,70.9,-.082,-0.43,104.6,105.0,-4.62
69,Charleston,CAA,25-3,+11.60,112.0,100.4,70.7,+.043,-4.68,103.0,107.7,-1.35
70,Kent St.,MAC,21-5,+11.44,106.4,94.9,67.9,+.002,-1.60,105.7,107.3,+2.92
71,Wisconsin,B10,15-10,+11.39,106.0,94.6,63.1,+.045,+10.16,110.7,100.5,+0.91
72,Dayton,A10,17-9,+11.31,108.6,97.3,63.6,-.049,-0.23,104.4,104.6,-1.99
73,Sam Houston St.,WAC,18-6,+11.10,108.7,97.6,64.1,+.037,+2.97,106.0,103.0,+7.90
74,Marshall,SB,21-6,+10.86,111.5,100.7,71.7,-.064,-3.54,103.2,106.7,-4.30
75,Wake Forest,ACC,17-9,+10.68,114.6,103.9,69.7,+.016,+4.43,106.5,102.1,-1.26
76,Yale,Ivy,17-6,+10.59,110.1,99.5,66.2,-.037,-2.72,102.2,105.0,+0.03
77,Iona,MAAC,18-7,+10.34,109.0,98.6,69.3,-.020,-1.75,103.4,105.2,+3.83
78,Drake,MVC,21-6,+10.13,109.1,98.9,66.4,+.031,-2.24,103.5,105.8,-1.95
79,Bradley,MVC,19-8,+10.11,108.0,97.9,65.7,+.007,-2.25,103.1,105.3,+0.28
80,Clemson,ACC,18-7,+10.04,108.8,98.7,68.1,+.044,+2.01,107.0,105.0,-5.69
81,BYU,WCC,16-12,+9.98,106.4,96.4,70.3,-.094,+4.17,107.7,103.5,+1.37
82,Furman,SC,21-6,+9.98,113.9,104.0,69.0,-.023,-4.09,104.0,108.1,-2.22
83,VCU,A10,18-7,+9.63,104.7,95.1,68.4,+.008,+0.01,104.4,104.4,-1.96
84,Tulane,Amer,16-7,+9.61,111.6,102.0,72.8,+.002,+0.47,105.1,104.7,-6.86
85,Utah Valley,WAC,20-6,+9.38,107.6,98.2,69.2,+.057,+1.57,106.0,104.4,+4.51
86,Southern Miss,SB,23-4,+9.18,109.6,100.5,68.1,+.069,-2.24,103.6,105.8,-3.15
87,St. John's,BE,16-11,+8.91,108.0,99.1,73.1,+.026,+5.67,107.1,101.4,-6.48
88,Syracuse,ACC,16-10,+8.91,111.1,102.2,67.3,-.008,+2.38,107.2,104.8,-4.59
89,UNLV,MWC,16-10,+8.83,108.4,99.6,69.9,-.028,+4.02,107.2,103.2,-2.56
90,Vanderbilt,SEC,14-12,+8.44,113.4,104.9,66.2,+.048,+8.39,108.4,100.1,+1.87
91,Santa Clara,WCC,19-8,+7.97,110.1,102.1,69.8,+.113,+3.92,108.0,104.1,+0.77
92,Hofstra,CAA,20-8,+7.87,110.3,102.5,67.2,+.054,-1.22,104.0,105.2,+6.97
93,Loyola Marymount,WCC,17-10,+7.66,109.7,102.1,67.3,+.042,+3.75,108.3,104.6,+0.58
94,Nebraska,B10,13-14,+7.64,106.2,98.5,66.5,+.043,+11.25,110.6,99.3,+1.90
95,San Jose St.,MWC,16-10,+7.62,111.0,103.4,63.1,+.061,+4.70,107.5,102.8,-1.20
96,UC Irvine,BW,17-8,+7.55,108.0,100.4,69.2,-.046,-0.45,103.6,104.1,+3.31
97,Stanford,P12,11-14,+7.47,111.5,104.0,65.5,-.113,+5.92,106.6,100.7,-0.22
98,UC Santa Barbara,BW,20-4,+7.25,108.6,101.3,65.0,+.021,-3.91,102.0,105.9,-3.09
99,James Madison,SB,18-9,+7.24,105.8,98.5,70.7,-.072,-1.87,103.2,105.1,-4.32
100,Indiana St.,MVC,18-9,+7.11,109.2,102.1,70.8,-.081,-4.55,101.9,106.5,-6.28
101,Toledo,MAC,20-6,+6.87,116.9,110.1,69.9,+.034,-3.82,103.9,107.7,-1.35
102,Akron,MAC,18-8,+6.58,107.9,101.3,64.5,+.015,-2.13,104.8,106.9,+0.24
103,Louisiana,SB,20-6,+6.48,112.8,106.3,68.6,+.093,-0.20,104.0,104.2,-0.28
104,Saint Louis,A10,16-9,+6.32,110.5,104.2,68.8,+.049,+2.18,104.8,102.6,+4.11
105,San Francisco,WCC,16-12,+6.06,109.1,103.0,69.5,-.022,+2.27,106.4,104.1,-3.67
106,Washington,P12,13-13,+6.03,105.4,99.4,69.1,+.040,+8.01,107.8,99.8,-1.07
107,Duquesne,A10,17-8,+5.91,108.3,102.4,68.0,+.027,-1.81,104.5,106.3,-3.89
108,Butler,BE,13-14,+5.50,103.8,98.3,66.0,+.017,+9.79,110.0,100.2,+0.96
109,Colgate,Pat,19-8,+5.48,111.8,106.3,67.3,-.021,-5.80,101.6,107.4,-0.08
110,Temple,Amer,14-12,+5.47,106.7,101.2,66.5,+.037,+4.48,106.6,102.1,+0.98
111,Colorado St.,MWC,11-14,+5.39,111.7,106.4,66.3,-.092,+5.76,107.7,102.0,+1.84
112,UNC Greensboro,SC,18-9,+5.35,102.2,96.8,66.2,-.002,-2.12,105.4,107.5,+3.48
113,Southern Utah,WAC,17-9,+5.27,109.7,104.4,71.9,+.021,+2.58,105.6,103.0,+3.89
114,Mississippi,SEC,10-15,+5.05,106.0,100.9,66.1,-.072,+6.52,108.1,101.6,+1.50
115,Montana St.,BSky,18-9,+5.00,104.8,99.8,66.3,+.034,-0.71,106.0,106.7,+4.56
116,Youngstown St.,Horz,20-7,+4.84,113.8,109.0,67.9,-.032,-5.79,102.7,108.5,-5.29
117,Georgia,SEC,16-10,+4.72,106.2,101.5,68.1,+.080,+2.21,106.0,103.8,-7.10
118,Cornell,Ivy,15-8,+4.66,114.7,110.1,71.9,-.047,-1.69,103.7,105.4,-4.10
119,Princeton,Ivy,16-7,+4.62,109.3,104.7,67.6,-.006,-3.53,102.5,106.1,-4.72
120,Grand Canyon,WAC,16-9,+4.49,109.4,104.9,65.0,+.022,+0.60,104.5,103.9,-0.40
121,Stephen F. Austin,WAC,16-9,+4.46,106.8,102.3,69.3,-.032,-0.13,104.9,105.0,-0.68
122,Wichita St.,Amer,13-12,+3.99,104.1,100.1,66.2,-.043,+1.40,105.4,104.0,-2.16
123,Vermont,AE,15-10,+3.92,108.8,104.9,64.6,+.030,-0.39,104.6,105.0,+5.54
124,Eastern Washington,BSky,19-7,+3.84,110.0,106.2,69.0,+.113,-1.77,104.5,106.3,+1.44
125,Charlotte,CUSA,14-11,+3.80,107.4,103.6,60.0,-.029,-0.83,104.2,105.0,-6.68
126,Belmont,MVC,18-9,+3.66,110.6,107.0,67.8,+.034,-1.95,103.5,105.4,+0.49
127,Middle Tennessee,CUSA,15-11,+3.46,106.9,103.4,67.5,+.017,+2.05,106.8,104.7,+1.91
128,Seattle,WAC,18-8,+3.21,102.6,99.4,69.1,+.110,+0.12,105.2,105.1,+0.17
129,Hawaii,BW,18-8,+2.99,102.6,99.6,65.0,-.026,-4.74,101.6,106.3,-6.17
130,Troy,SB,16-11,+2.90,103.9,101.0,67.5,-.034,-0.16,104.2,104.4,-0.17
131,LSU,SEC,12-14,+2.72,104.9,102.2,65.7,+.043,+7.00,108.1,101.1,-6.25
132,Southern Illinois,MVC,20-8,+2.70,102.0,99.3,64.1,+.100,-2.43,103.5,105.9,-3.44
133,Ohio,MAC,15-11,+2.69,111.2,108.5,68.3,-.021,-1.59,105.8,107.4,+0.51
134,Louisiana Tech,CUSA,13-12,+2.55,106.5,103.9,66.9,-.058,+1.79,105.9,104.1,+0.79
135,Cal St. Fullerton,BW,14-12,+2.48,101.8,99.3,64.6,-.036,+0.67,104.8,104.2,+2.88
136,South Alabama,SB,13-14,+2.43,104.7,102.3,66.6,-.124,-0.49,103.7,104.1,+2.65
137,Fordham,A10,20-5,+2.38,103.5,101.2,69.3,+.139,-5.52,101.4,106.9,-12.45
138,Penn,Ivy,14-11,+2.35,110.3,107.9,66.8,-.004,-0.82,104.4,105.2,-0.59
139,Davidson,A10,11-13,+2.28,107.6,105.4,65.5,-.075,+1.12,104.9,103.7,-1.44
140,Samford,SC,18-9,+2.18,108.5,106.4,67.4,+.016,-4.33,103.4,107.8,-1.60
141,Long Beach St.,BW,15-11,+2.10,105.8,103.7,73.6,+.026,+0.58,104.0,103.4,+5.68
142,Ball St.,MAC,19-7,+2.09,108.2,106.1,67.2,+.063,-4.46,103.8,108.3,-3.72
143,Kennesaw St.,ASun,20-7,+1.80,105.4,103.6,68.8,+.148,-1.90,104.8,106.7,+4.25
144,UC Davis,BW,14-11,+1.67,106.4,104.8,70.7,-.043,-1.60,103.0,104.6,-1.15
145,South Florida,Amer,10-15,+1.63,106.6,105.0,68.7,-.108,+0.70,104.9,104.2,-6.81
146,DePaul,BE,9-17,+1.58,107.5,106.0,68.9,-.003,+8.17,108.8,100.6,+2.19
147,Towson,CAA,17-10,+1.47,107.6,106.2,63.6,-.039,-5.46,101.8,107.2,-3.86
148,Richmond,A10,13-13,+1.46,104.6,103.1,65.4,-.049,-1.19,104.7,105.9,-2.80
149,Wyoming,MWC,8-17,+1.44,108.6,107.2,65.4,-.110,+5.45,107.5,102.1,-0.55
150,Radford,BSth,17-10,+1.09,103.8,102.7,65.5,-.030,-4.05,103.8,107.8,+0.99
151,UNC Wilmington,CAA,20-7,+1.08,102.9,101.9,65.1,+.158,-4.32,102.8,107.2,+3.14
152,Portland,WCC,13-15,+0.95,109.6,108.6,69.0,-.025,+3.96,107.8,103.8,-0.03
153,Quinnipiac,MAAC,17-9,+0.94,104.1,103.2,69.9,-.010,-4.78,100.9,105.7,-2.48
154,Fresno St.,MWC,9-15,+0.88,102.5,101.7,63.9,-.008,+6.32,109.0,102.7,+2.33
155,George Mason,A10,14-12,+0.85,103.3,102.5,66.9,-.009,-1.35,104.5,105.8,-1.68
156,Air Force,MWC,13-14,+0.79,106.3,105.5,62.9,-.021,+0.81,106.4,105.6,-10.68
157,Longwood,BSth,18-9,+0.73,103.4,102.7,65.8,-.017,-8.02,101.9,109.9,-7.45
158,Rice,CUSA,16-9,+0.72,109.6,108.8,70.0,+.104,+0.55,104.9,104.4,-6.09
159,Missouri St.,MVC,14-12,+0.70,103.8,103.1,62.6,+.001,-0.51,103.8,104.3,+2.42
160,UMass Lowell,AE,20-7,+0.48,106.2,105.7,69.1,+.003,-10.17,98.3,108.5,-11.77
161,Gardner Webb,BSth,15-11,+0.46,98.4,97.9,65.6,-.067,-3.80,104.3,108.1,+1.90
162,UC Riverside,BW,16-10,+0.39,105.8,105.4,67.0,+.113,+0.57,104.6,104.0,+4.73
163,Cal Baptist,WAC,14-12,+0.34,103.9,103.6,63.9,-.063,-2.70,102.8,105.5,-6.59
164,Stetson,ASun,14-11,+0.13,112.1,112.0,64.4,+.036,+0.42,106.4,105.9,+6.88
165,Siena,MAAC,17-9,+0.12,103.9,103.8,66.8,-.001,-5.34,100.8,106.1,-2.77
166,Brown,Ivy,13-10,+0.10,100.5,100.4,68.7,+.002,-2.92,103.4,106.3,-3.72
167,St. Bonaventure,A10,13-13,+0.03,101.6,101.6,65.5,-.014,-1.06,104.4,105.4,-3.53
168,Norfolk St.,MEAC,18-7,-0.09,109.5,109.6,66.2,+.123,-7.02,101.1,108.1,-0.88
169,Montana,BSky,14-12,-0.13,107.8,107.9,63.2,+.014,-0.97,105.3,106.3,+3.34
170,Western Kentucky,CUSA,14-11,-0.14,106.7,106.8,67.7,+.028,-0.46,104.8,105.3,-3.24
171,Old Dominion,SB,16-10,-0.25,104.7,104.9,64.8,+.061,-1.60,103.5,105.1,-1.05
172,Pepperdine,WCC,9-18,-0.28,105.4,105.7,72.4,-.125,+4.56,108.5,103.9,+3.14
173,Rider,MAAC,14-9,-0.47,106.5,107.0,65.2,+.017,-4.71,101.0,105.7,-1.24
174,Chattanooga,SC,14-13,-0.47,108.9,109.4,67.5,-.071,-2.00,104.2,106.2,+1.45
175,Notre Dame,ACC,10-16,-0.48,110.7,111.1,64.6,-.053,+1.67,106.3,104.6,-3.02
176,Florida Gulf Coast,ASun,16-11,-0.49,105.9,106.4,65.6,+.062,-2.53,104.0,106.5,+1.19
177,Eastern Kentucky,ASun,17-10,-0.54,105.0,105.5,70.4,+.120,-0.34,104.5,104.9,+2.90
178,Lipscomb,ASun,16-11,-0.54,103.3,103.8,69.3,-.010,-3.63,104.5,108.1,-2.92
179,UNC Asheville,BSth,20-7,-0.59,103.7,104.3,68.7,+.153,-4.92,102.4,107.3,-0.27
180,Wright St.,Horz,16-11,-0.61,104.7,105.3,72.0,-.069,-6.68,102.4,109.1,-2.31
181,Bryant,AE,16-9,-0.68,107.2,107.9,72.6,+.043,-4.14,103.2,107.3,+2.09
182,South Dakota St.,Sum,15-11,-0.75,104.6,105.4,66.7,+.092,-0.30,105.6,105.9,+9.05
183,Harvard,Ivy,12-12,-0.92,99.8,100.7,66.3,-.056,-1.15,104.2,105.4,-2.16
184,UTEP,CUSA,12-13,-0.98,97.1,98.1,66.9,-.010,+0.62,105.9,105.3,-2.47
185,Abilene Christian,WAC,13-12,-1.01,106.4,107.4,69.1,-.010,+0.46,104.8,104.3,-0.85
186,Florida St.,ACC,8-18,-1.02,106.7,107.7,69.2,-.027,+5.75,108.4,102.6,+3.26
187,Tarleton St.,WAC,14-12,-1.06,103.0,104.0,66.8,+.065,+2.70,106.4,103.7,+6.41
188,Appalachian St.,SB,14-13,-1.08,99.7,100.8,64.9,-.007,-0.35,104.7,105.0,-0.99
189,SMU,Amer,9-17,-1.10,102.0,103.1,69.6,-.037,+4.71,107.2,102.4,+3.21
190,Saint Joseph's,A10,13-12,-1.16,103.3,104.4,69.5,+.001,-3.02,103.8,106.8,-5.23
191,New Mexico St.,WAC,9-15,-1.17,105.4,106.5,69.5,-.088,+3.97,106.0,102.0,+4.93
192,Cleveland St.,Horz,16-11,-1.38,104.1,105.5,65.2,+.027,-4.34,103.8,108.1,+0.49
193,Utah Tech,WAC,11-15,-1.39,106.4,107.8,69.8,-.073,+2.50,105.9,103.4,+3.21
194,Northwestern St.,Slnd,18-8,-1.46,106.9,108.3,66.9,+.114,-5.87,103.3,109.1,+3.96
195,Boston College,ACC,12-15,-1.46,101.5,102.9,66.8,+.089,+4.64,108.5,103.9,-3.77
196,Navy,Pat,15-11,-1.47,105.0,106.4,64.9,-.019,-6.42,101.4,107.9,-2.17
197,St. Thomas,Sum,17-11,-1.51,109.9,111.4,65.6,+.020,-4.72,102.8,107.5,-1.97
198,North Carolina Central,MEAC,12-11,-1.55,103.6,105.1,67.2,-.126,-3.56,102.0,105.6,+6.32
199,Pacific,WCC,13-14,-1.62,107.5,109.1,70.1,+.041,+0.54,106.3,105.7,-4.23
200,Buffalo,MAC,12-14,-1.66,104.8,106.5,73.0,-.016,+1.30,106.5,105.2,+6.02
201,Oregon St.,P12,10-16,-1.72,100.0,101.7,63.6,+.021,+6.89,107.3,100.4,-6.26
202,Texas A&M Corpus Chris,Slnd,17-9,-1.76,105.7,107.5,69.4,-.013,-9.63,100.4,110.1,+1.02
203,Drexel,CAA,15-12,-2.01,100.8,102.8,63.9,-.030,-5.12,101.9,107.0,-1.42
204,Detroit Mercy,Horz,11-16,-2.24,112.1,114.4,67.6,-.100,-2.15,104.3,106.4,+4.47
205,Georgia Tech,ACC,9-16,-2.33,101.1,103.4,66.6,-.038,+5.61,109.0,103.3,-1.25
206,Northern Kentucky,Horz,16-11,-2.50,101.2,103.7,62.4,+.022,-4.90,103.2,108.0,+3.28
207,Grambling St.,SWAC,17-8,-2.50,99.8,102.3,67.1,+.095,-6.95,99.7,106.7,+3.34
208,Massachusetts,A10,13-13,-2.66,102.4,105.1,70.9,+.041,-0.77,104.1,104.9,-1.88
209,Georgetown,BE,6-21,-2.66,105.1,107.8,68.8,-.080,+7.82,109.6,101.7,-4.40
210,San Diego,WCC,11-16,-2.83,111.8,114.7,69.1,-.029,+1.43,106.0,104.6,-2.36
211,Northern Iowa,MVC,12-14,-3.08,101.7,104.8,67.5,-.027,-2.23,103.7,105.9,-2.03
212,FIU,CUSA,13-13,-3.22,101.3,104.5,70.2,+.046,+0.31,106.0,105.7,-7.96
213,East Carolina,Amer,12-12,-3.26,103.1,106.3,67.2,+.018,-2.85,103.6,106.5,-9.13
214,Georgia Southern,SB,14-13,-3.45,101.1,104.5,66.1,+.004,-1.95,104.4,106.3,-3.43
215,Texas St.,SB,12-15,-3.52,101.4,104.9,64.1,+.034,-0.00,104.3,104.3,-0.51
216,Weber St.,BSky,13-13,-3.64,99.9,103.5,65.6,+.042,+0.10,105.8,105.7,+4.34
217,Rhode Island,A10,8-16,-3.76,100.1,103.9,67.9,-.023,+0.05,104.0,103.9,-1.93
218,Northern Colorado,BSky,10-16,-3.78,106.1,109.9,69.6,+.009,+0.02,105.8,105.8,+5.36
219,George Washington,A10,12-13,-3.81,108.4,112.2,69.5,-.006,-2.21,103.1,105.3,-5.84
220,Queens,ASun,16-11,-3.93,108.2,112.2,70.0,-.000,-5.10,103.2,108.3,-3.58
221,Milwaukee,Horz,18-8,-3.95,102.8,106.8,71.3,+.119,-5.61,103.1,108.7,+0.91
222,North Dakota St.,Sum,11-15,-4.08,105.4,109.4,68.0,-.062,-1.79,105.8,107.6,+6.66
223,La Salle,A10,12-13,-4.27,102.5,106.8,67.7,+.077,-1.25,103.9,105.2,-2.22
224,Minnesota,B10,7-16,-4.44,99.0,103.4,65.0,+.025,+7.45,108.2,100.7,-6.77
225,Nicholls St.,Slnd,13-11,-4.68,101.9,106.6,70.5,+.046,-1.19,105.9,107.1,+14.32
226,Wofford,SC,13-14,-4.72,108.3,113.0,65.8,-.011,-1.62,104.3,105.9,-0.91
227,Murray St.,MVC,13-13,-4.76,105.6,110.3,66.6,+.092,+0.41,104.9,104.5,-0.83
228,Delaware,CAA,13-14,-4.86,102.0,106.8,67.2,-.002,-3.12,104.0,107.2,-0.21
229,UMBC,AE,17-10,-4.98,107.6,112.5,67.6,+.074,-7.72,100.7,108.5,-7.99
230,SIU Edwardsville,OVC,17-10,-5.17,99.8,105.0,68.9,+.028,-7.31,101.7,109.0,-0.16
231,Purdue Fort Wayne,Horz,15-12,-5.20,100.9,106.1,69.0,+.035,-4.60,103.6,108.2,-1.23
232,Jacksonville,ASun,12-13,-5.49,100.3,105.8,61.9,+.018,-0.21,106.7,106.9,+5.67
233,South Carolina,SEC,9-17,-5.59,101.8,107.4,64.4,+.056,+5.06,108.2,103.1,-3.22
234,Portland St.,BSky,11-15,-5.65,103.4,109.0,72.2,+.038,+0.52,106.2,105.6,+5.12
235,Sacramento St.,BSky,12-14,-5.70,104.0,109.7,62.0,+.031,-0.88,105.2,106.1,+3.07
236,Howard,MEAC,16-10,-5.74,102.4,108.1,69.4,+.107,-5.17,101.8,107.0,+0.01
237,Northern Illinois,MAC,11-15,-5.84,101.7,107.6,69.2,+.001,-0.92,105.5,106.4,+2.41
238,Niagara,MAAC,14-10,-5.86,100.7,106.6,62.8,+.138,-3.99,102.4,106.4,-4.35
239,Loyola Chicago,A10,9-16,-6.21,102.3,108.5,65.9,-.020,-0.48,104.6,105.0,-4.43
240,Fairfield,MAAC,11-14,-6.23,98.0,104.2,64.9,+.007,-3.50,102.3,105.8,-1.24
241,Mercer,SC,12-15,-6.27,100.0,106.3,65.0,-.037,-3.01,103.8,106.8,-2.32
242,Northern Arizona,BSky,7-20,-6.27,105.3,111.5,66.8,-.110,+1.14,106.1,104.9,+7.81
243,East Tennessee St.,SC,10-17,-6.35,100.0,106.3,66.5,-.130,-4.61,103.8,108.4,-4.97
244,Army,Pat,14-13,-6.38,103.7,110.0,68.5,-.054,-8.04,100.0,108.1,-7.61
245,Georgia St.,SB,10-16,-6.43,96.9,103.4,67.2,-.074,-1.48,103.5,104.9,-5.39
246,North Florida,ASun,11-15,-6.50,108.4,114.9,68.0,+.008,-0.37,106.1,106.5,+5.72
247,Western Carolina,SC,14-13,-6.57,102.2,108.7,68.2,+.038,-3.12,104.1,107.2,-3.40
248,Robert Morris,Horz,12-15,-6.61,98.4,105.0,66.4,-.040,-3.83,103.3,107.2,-2.01
