Rank,Team,Confrence,Win_Loss,Adjusted_Efficiency_Margin,Adjusted_Offensive_Efficency,Adjusted_Defensive_Efficency,Adjusted_tempo,Luck,Strength_of_Schedule_Rating,Adverage_Adjusted_Offensive_Efficency_of_Opponents,Adverage_Adjusted_Defensive_Efficency_of_Opponents,Non_Confrence_Strength_of_Schedule_Rating
23,Virginia,ACC,21-4,+18.20,112.5,94.3,62.1,+.056,+5.00,108.4,103.4,+2.14
24,Kansas St.,B12,20-7,+18.18,111.8,93.6,70.3,+.043,+9.15,108.4,99.3,-2.13
25,Illinois,B10,17-9,+17.89,112.4,94.5,70.0,-.043,+7.46,108.0,100.5,-5.53
26,West Virginia,B12,15-12,+17.88,116.1,98.2,68.9,-.073,+11.45,110.7,99.3,+2.21
27,Rutgers,B10,17-10,+17.70,107.4,89.7,66.7,-.080,+6.67,108.7,102.1,-7.42
28,Boise St.,MWC,21-6,+17.55,110.0,92.4,67.1,+.017,+5.18,108.2,103.0,+0.96
29,Providence,BE,20-7,+17.49,116.2,98.7,67.7,-.018,+4.82,107.1,102.3,-8.22
30,Texas A&M,SEC,20-7,+17.40,115.0,97.6,66.4,+.021,+4.72,107.1,102.4,-2.31
31,Miami FL,ACC,22-5,+16.78,119.5,102.7,69.1,+.019,+4.52,106.9,102.4,-1.89
32,Oklahoma St.,B12,16-11,+16.30,108.7,92.4,68.3,-.025,+10.70,109.7,99.0,+0.52
33,Kentucky,SEC,18-9,+16.20,116.8,100.6,65.9,+.004,+7.30,108.2,100.9,+0.49
34,Duke,ACC,19-8,+16.19,111.1,94.9,65.9,+.034,+6.40,109.2,102.8,+1.88
35,Michigan St.,B10,16-10,+16.19,110.6,94.4,65.2,+.025,+11.84,111.6,99.7,+4.84
36,Memphis,Amer,20-7,+15.94,113.1,97.2,72.5,-.065,+5.60,107.5,101.9,+5.80
37,Utah St.,MWC,21-7,+15.88,117.4,101.5,68.9,+.019,+5.87,107.9,102.0,+3.13
38,Nevada,MWC,20-7,+15.79,113.1,97.3,66.5,+.051,+7.83,109.4,101.6,+3.84
39,Iowa,B10,17-10,+15.71,119.9,104.2,70.3,-.022,+8.67,107.8,99.1,-2.75
40,Florida Atlantic,CUSA,24-3,+15.48,113.2,97.7,68.8,+.057,+0.55,105.6,105.0,-2.78
41,Mississippi St.,SEC,18-9,+15.36,105.6,90.2,64.3,+.000,+5.96,107.1,101.2,-3.38
42,Northwestern,B10,20-7,+15.35,109.1,93.7,65.8,+.083,+6.90,107.9,101.0,-3.72
43,N.C. State,ACC,21-7,+15.08,113.2,98.1,69.8,+.021,+3.47,107.5,104.0,-4.94
44,North Carolina,ACC,16-11,+15.07,113.2,98.2,69.8,-.084,+8.09,109.5,101.4,+7.07
45,Oregon,P12,15-13,+14.81,113.7,98.9,66.9,-.047,+10.33,108.9,98.6,+5.77
46,Liberty,ASun,22-7,+14.51,111.9,97.4,64.9,-.033,-2.85,103.4,106.2,+1.84
47,New Mexico,MWC,20-7,+14.19,115.1,100.9,71.3,+.003,+3.91,107.3,103.4,-1.01
48,USC,P12,19-8,+14.17,112.4,98.3,68.9,+.038,+6.13,106.2,100.1,+1.27
49,Michigan,B10,15-12,+14.02,113.2,99.2,68.5,-.058,+7.89,108.8,100.9,+0.07
50,Penn St.,B10,16-11,+13.77,116.8,103.0,65.5,-.031,+7.43,108.2,100.7,-4.54
51,Oklahoma,B12,13-14,+13.64,111.3,97.7,66.0,-.042,+12.63,110.3,97.7,+3.97
52,Colorado,P12,15-13,+13.61,107.1,93.5,69.9,-.093,+7.12,107.8,100.6,+3.62
53,North Texas,CUSA,23-5,+13.57,110.8,97.2,58.7,+.102,+1.75,105.6,103.9,+1.53
54,Florida,SEC,14-13,+13.54,107.4,93.8,69.8,-.071,+9.06,109.6,100.6,+4.56
55,Utah,P12,17-11,+13.41,109.0,95.6,66.6,-.045,+4.86,106.3,101.4,-4.36
56,Texas Tech,B12,15-12,+13.07,110.7,97.6,67.9,-.045,+8.11,109.6,101.5,-6.30
57,UCF,Amer,15-11,+12.92,110.0,97.0,64.6,-.095,+4.37,107.6,103.3,-0.45
58,Pittsburgh,ACC,19-8,+12.66,112.7,100.0,67.4,+.035,+3.01,107.4,104.4,-3.51
59,Seton Hall,BE,16-12,+12.53,105.2,92.7,67.5,-.012,+9.31,109.5,100.2,+2.75
60,Washington St.,P12,13-15,+12.50,110.5,98.0,64.5,-.102,+9.41,109.3,99.9,+4.72
61,Oral Roberts,Sum,25-4,+12.49,115.2,102.8,71.3,+.097,-4.19,103.9,108.1,+7.56
62,Missouri,SEC,19-8,+12.43,119.0,106.5,70.2,+.097,+6.57,107.6,101.0,-4.48
63,Cincinnati,Amer,18-10,+12.22,111.1,98.9,68.9,-.033,+2.95,107.2,104.2,-2.97
64,Ohio St.,B10,11-16,+12.11,114.3,102.2,67.1,-.167,+10.01,109.2,99.2,-2.68
65,Charleston,CAA,26-3,+11.96,112.2,100.2,71.1,+.039,-5.03,102.8,107.8,-1.53
66,Kent St.,MAC,22-5,+11.95,106.2,94.3,68.3,-.001,-2.29,105.5,107.8,+3.16
67,Arizona St.,P12,19-9,+11.84,107.5,95.7,68.7,+.059,+6.00,106.9,100.9,+0.55
68,UAB,CUSA,20-8,+11.70,112.8,101.1,71.2,-.067,-0.53,104.4,105.0,-4.33
69,Dayton,A10,18-9,+11.61,108.1,96.5,64.1,-.046,-0.45,104.3,104.7,-1.72
70,Virginia Tech,ACC,16-11,+11.56,114.6,103.0,67.5,-.080,+4.48,107.3,102.8,-4.08
71,Wisconsin,B10,15-11,+11.34,106.2,94.9,63.3,+.025,+10.14,110.3,100.2,+0.84
72,Villanova,BE,13-14,+11.23,112.7,101.4,64.0,-.093,+8.06,109.0,100.9,+3.93
73,Yale,Ivy,18-7,+11.21,110.3,99.1,66.7,-.049,-1.63,103.2,104.8,+0.08
74,Sam Houston St.,WAC,20-6,+11.06,108.2,97.1,64.6,+.055,+2.20,105.5,103.3,+7.22
75,Iona,MAAC,20-7,+10.72,109.1,98.3,69.2,-.017,-2.61,103.0,105.6,+3.94
76,Drake,MVC,23-6,+10.48,108.7,98.2,67.1,+.037,-2.26,103.7,106.0,-2.18
77,Wake Forest,ACC,17-10,+10.37,114.6,104.3,70.3,+.006,+4.67,107.0,102.3,-1.71
78,Marshall,SB,23-6,+10.33,111.5,101.1,72.5,-.044,-3.68,103.1,106.8,-4.07
79,Bradley,MVC,21-8,+10.26,107.2,96.9,65.8,+.026,-2.18,103.0,105.2,+0.14
80,Tulane,Amer,17-7,+10.18,111.6,101.4,73.3,+.000,+0.27,105.0,104.7,-7.62
81,Utah Valley,WAC,21-6,+10.12,107.2,97.0,69.8,+.061,+1.98,106.0,104.0,+4.50
82,VCU,A10,20-7,+9.76,104.5,94.7,68.6,+.019,-0.31,103.9,104.2,-2.21
83,Clemson,ACC,19-8,+9.66,108.8,99.2,68.5,+.028,+0.95,106.5,105.6,-6.02
84,BYU,WCC,16-14,+9.66,106.6,96.9,70.6,-.109,+4.85,108.0,103.1,+1.15
85,Santa Clara,WCC,21-8,+9.59,111.1,101.5,70.7,+.110,+4.37,108.3,103.9,+0.77
86,UNLV,MWC,16-11,+9.27,109.1,99.8,70.2,-.042,+4.67,107.1,102.5,-2.43
87,Vanderbilt,SEC,15-12,+8.86,113.5,104.7,66.6,+.063,+8.49,108.2,99.7,+1.72
88,St. John's,BE,16-12,+8.38,107.7,99.3,73.4,+.016,+5.75,107.0,101.2,-7.31
89,UC Irvine,BW,19-8,+8.38,108.9,100.5,69.1,-.027,-0.17,103.9,104.1,+3.29
90,Furman,SC,22-7,+8.21,113.5,105.3,68.9,-.028,-4.69,103.7,108.4,-2.19
91,Nebraska,B10,14-14,+7.94,105.9,98.0,66.9,+.056,+11.02,110.4,99.4,+1.50
92,Indiana St.,MVC,20-9,+7.67,109.2,101.6,71.2,-.075,-5.19,101.5,106.7,-6.56
93,Southern Miss,SB,24-5,+7.66,108.3,100.7,68.7,+.112,-2.02,103.8,105.8,-3.29
94,Hofstra,CAA,22-8,+7.62,109.3,101.7,67.8,+.059,-2.39,103.4,105.8,+6.90
95,Stanford,P12,11-16,+7.52,112.0,104.5,66.0,-.126,+7.13,107.1,99.9,-0.79
96,James Madison,SB,20-9,+7.50,105.8,98.3,70.8,-.051,-1.89,103.5,105.4,-4.52
97,Akron,MAC,19-8,+7.05,108.4,101.3,64.9,+.015,-2.60,104.5,107.1,-0.14
98,Syracuse,ACC,16-11,+7.00,110.3,103.3,67.5,+.006,+2.12,106.8,104.7,-5.37
99,Louisiana,SB,21-7,+6.81,112.8,106.0,68.8,+.071,-0.11,104.0,104.1,+0.22
100,San Francisco,WCC,17-12,+6.79,109.3,102.5,69.6,-.013,+2.55,106.7,104.2,-3.38
101,Washington,P12,15-13,+6.69,105.0,98.4,69.3,+.058,+7.55,107.5,99.9,-1.05
102,Toledo,MAC,21-6,+6.64,117.0,110.3,70.4,+.043,-4.04,103.9,107.9,-1.58
103,Saint Louis,A10,18-9,+6.56,110.8,104.3,69.6,+.062,+1.74,104.6,102.9,+4.06
104,San Jose St.,MWC,16-11,+6.38,111.0,104.7,63.4,+.064,+4.99,107.6,102.7,-1.41
105,Duquesne,A10,18-9,+6.12,108.6,102.5,68.6,+.012,-1.73,104.5,106.2,-4.02
106,Loyola Marymount,WCC,18-11,+6.09,109.8,103.7,67.9,+.082,+3.89,108.7,104.8,+0.60
107,Youngstown St.,Horz,22-7,+5.95,114.1,108.2,68.4,-.035,-6.82,102.0,108.9,-5.09
108,South Alabama,SB,15-14,+5.92,106.6,100.7,66.6,-.137,-0.87,103.5,104.4,+3.08
109,Colorado St.,MWC,12-15,+5.91,112.3,106.3,66.6,-.086,+6.08,107.6,101.5,+1.73
110,Southern Utah,WAC,18-9,+5.80,109.7,103.9,72.2,+.026,+2.36,105.6,103.3,+4.38
111,UC Santa Barbara,BW,20-6,+5.65,108.3,102.6,64.8,+.034,-2.94,102.6,105.6,-2.77
112,UNC Greensboro,SC,19-10,+5.42,103.1,97.7,67.0,-.007,-1.86,105.7,107.5,+3.07
113,Montana St.,BSky,19-9,+5.16,104.9,99.7,67.0,+.045,-0.75,106.0,106.7,+4.58
114,Wichita St.,Amer,14-12,+5.06,104.8,99.8,66.7,-.042,+1.60,105.5,103.9,-2.20
115,Colgate,Pat,21-8,+5.00,112.3,107.3,68.1,-.013,-7.08,101.0,108.1,-0.67
116,Eastern Washington,BSky,21-7,+4.86,110.3,105.4,69.3,+.108,-2.24,104.4,106.6,+1.84
117,Temple,Amer,15-13,+4.73,106.6,101.9,66.7,+.020,+3.34,106.0,102.6,+0.68
118,Butler,BE,13-15,+4.66,103.3,98.6,66.3,+.003,+8.91,109.5,100.6,+0.88
119,Mississippi,SEC,10-17,+4.37,105.7,101.3,66.5,-.077,+7.07,108.0,100.9,+1.47
120,Charlotte,CUSA,16-11,+4.35,107.7,103.3,60.4,-.004,-0.88,104.4,105.3,-6.94
121,Middle Tennessee,CUSA,17-11,+4.14,106.8,102.6,67.7,+.037,+1.80,106.5,104.7,+1.52
122,Princeton,Ivy,17-8,+4.13,109.2,105.0,68.4,-.011,-3.55,102.2,105.8,-5.12
123,Grand Canyon,WAC,17-10,+4.06,110.1,106.0,65.3,+.006,-0.20,104.4,104.6,-0.34
124,Georgia,SEC,16-11,+4.04,106.0,101.9,68.4,+.107,+3.09,106.4,103.3,-7.22
125,Vermont,AE,17-10,+4.03,109.2,105.2,65.0,+.039,-1.71,103.8,105.5,+5.23
126,Samford,SC,20-9,+3.81,109.6,105.8,68.1,+.012,-4.72,103.1,107.9,-1.56
127,Belmont,MVC,19-10,+3.71,109.7,106.0,68.7,+.022,-2.21,103.3,105.5,+0.46
128,Hawaii,BW,19-8,+3.56,102.4,98.9,65.2,-.014,-4.19,102.2,106.4,-5.95
129,Stephen F. Austin,WAC,17-10,+3.42,105.9,102.5,69.6,-.034,-0.96,104.5,105.5,-1.09
130,Ohio,MAC,16-11,+3.41,111.6,108.2,68.4,-.020,-1.94,105.3,107.2,+0.68
131,Penn,Ivy,16-11,+3.27,110.5,107.3,67.3,+.013,-1.07,104.1,105.2,-1.02
132,Cal St. Fullerton,BW,16-12,+3.09,103.2,100.2,65.3,-.023,-0.15,104.3,104.4,+3.01
133,Cornell,Ivy,16-9,+2.98,113.3,110.3,71.9,-.026,-2.59,103.1,105.7,-4.53
134,Troy,SB,17-12,+2.97,104.0,101.0,68.1,-.027,+0.13,104.6,104.4,-0.58
135,Southern Illinois,MVC,20-9,+2.67,101.2,98.5,64.2,+.079,-2.16,103.6,105.8,-3.11
136,Fordham,A10,21-6,+2.37,103.7,101.3,70.0,+.137,-5.06,101.2,106.2,-12.88
137,UC Davis,BW,15-12,+2.12,106.7,104.6,70.9,-.054,-1.64,103.1,104.7,-1.44
138,Seattle,WAC,18-10,+2.12,101.7,99.6,69.7,+.098,+0.79,105.4,104.6,+0.37
139,Towson,CAA,19-10,+2.11,108.4,106.2,64.6,-.038,-6.18,101.4,107.6,-3.61
140,UC Riverside,BW,18-10,+1.90,107.1,105.2,67.2,+.111,+0.35,104.7,104.3,+4.61
141,South Florida,Amer,11-16,+1.85,106.7,104.8,69.3,-.110,+0.51,105.0,104.5,-6.91
142,Kennesaw St.,ASun,21-8,+1.72,106.0,104.3,69.5,+.135,-1.96,104.7,106.7,+3.89
143,Cal Baptist,WAC,15-12,+1.68,105.0,103.3,64.4,-.064,-2.64,102.7,105.3,-6.65
144,Davidson,A10,12-14,+1.67,107.5,105.8,65.9,-.052,+1.29,104.9,103.7,-1.36
145,DePaul,BE,9-18,+1.67,107.2,105.6,69.3,-.005,+8.71,109.2,100.5,+2.40
146,LSU,SEC,12-15,+1.64,105.2,103.5,66.2,+.034,+6.26,107.7,101.4,-6.06
147,Air Force,MWC,14-14,+1.53,106.7,105.1,63.5,-.008,+1.03,106.5,105.5,-10.90
148,Louisiana Tech,CUSA,13-14,+1.50,107.0,105.5,67.3,-.066,+1.91,105.9,104.0,+0.83
149,Long Beach St.,BW,15-13,+1.47,105.4,104.0,73.7,+.005,+0.80,104.3,103.5,+5.78
150,George Mason,A10,16-12,+1.33,103.3,101.9,66.9,+.005,-1.86,104.2,106.0,-1.76
151,UMass Lowell,AE,22-7,+1.27,106.5,105.3,69.6,+.006,-10.33,98.6,108.9,-12.27
152,Harvard,Ivy,14-12,+1.26,100.6,99.4,66.6,-.054,-1.38,104.2,105.6,-2.10
153,Fresno St.,MWC,9-17,+1.16,100.6,99.4,64.2,-.033,+6.45,109.3,102.8,+2.47
154,Ball St.,MAC,19-8,+1.07,107.3,106.3,67.8,+.053,-4.81,103.7,108.5,-4.01
155,Wyoming,MWC,8-18,+0.96,108.3,107.4,66.0,-.117,+5.21,107.5,102.3,-0.60
156,Quinnipiac,MAAC,19-9,+0.92,103.5,102.6,70.3,+.016,-4.89,101.2,106.0,-3.10
157,Richmond,A10,13-14,+0.80,104.2,103.4,65.8,-.060,-1.43,104.4,105.8,-3.20
158,Stetson,ASun,16-11,+0.76,113.0,112.3,65.1,+.067,+0.21,106.2,106.0,+6.49
159,Longwood,BSth,19-10,+0.73,104.3,103.6,66.1,-.026,-7.91,101.5,109.4,-7.64
160,UNC Asheville,BSth,22-7,+0.70,103.9,103.2,69.0,+.151,-4.81,102.1,106.9,-0.52
161,UNC Wilmington,CAA,21-8,+0.69,102.3,101.6,65.7,+.152,-3.94,103.0,106.9,+3.18
162,Old Dominion,SB,17-11,+0.61,105.3,104.7,65.2,+.054,-0.97,103.8,104.7,-1.54
163,Norfolk St.,MEAC,19-7,+0.52,109.3,108.8,66.5,+.120,-7.71,100.3,108.1,-0.93
164,Montana,BSky,14-13,+0.50,108.3,107.8,63.8,-.002,-0.21,105.3,105.5,+3.59
165,Portland,WCC,13-16,+0.33,109.5,109.2,69.8,-.030,+3.99,107.8,103.8,+0.18
166,South Dakota St.,Sum,17-11,+0.30,106.1,105.8,67.0,+.096,-0.98,105.2,106.2,+9.08
167,Rice,CUSA,17-10,+0.07,108.7,108.7,70.7,+.095,-0.45,104.8,105.3,-5.95
168,Texas A&M Corpus Chris,Slnd,19-9,+0.05,105.5,105.5,70.0,+.002,-8.82,101.1,109.9,+1.53
169,Pepperdine,WCC,9-19,-0.03,106.0,106.0,72.8,-.130,+5.03,109.0,104.0,+3.04
170,Western Kentucky,CUSA,14-13,-0.04,106.1,106.1,68.3,+.001,+0.23,105.4,105.1,-3.17
171,Notre Dame,ACC,10-17,-0.07,110.2,110.2,65.0,-.065,+1.86,106.4,104.5,-3.38
172,Missouri St.,MVC,14-14,-0.20,103.9,104.1,62.8,-.020,-0.60,103.5,104.1,+1.58
173,Radford,BSth,17-12,-0.27,103.6,103.8,65.5,-.032,-4.03,103.5,107.5,+0.57
174,Siena,MAAC,17-10,-0.32,103.2,103.6,67.1,-.017,-5.56,100.8,106.3,-3.09
175,SMU,Amer,10-18,-0.44,102.6,103.0,70.3,-.034,+4.95,107.3,102.3,+3.53
176,Cleveland St.,Horz,18-11,-0.59,104.6,105.1,65.6,+.042,-4.62,103.5,108.1,+0.47
177,Florida Gulf Coast,ASun,16-13,-0.61,106.4,107.0,66.3,+.028,-2.32,104.4,106.7,+1.06
178,Tarleton St.,WAC,14-14,-0.63,102.9,103.5,66.9,+.035,+3.29,106.5,103.2,+6.64
179,St. Bonaventure,A10,13-15,-0.88,101.0,101.9,66.2,-.029,-1.06,104.5,105.5,-3.38
180,Abilene Christian,WAC,13-13,-0.93,107.5,108.4,69.7,-.018,+1.09,105.0,103.9,-0.50
181,Brown,Ivy,13-12,-0.97,99.8,100.8,69.6,+.009,-2.14,103.9,106.1,-4.20
182,Massachusetts,A10,14-13,-1.02,102.6,103.6,71.1,+.028,-0.79,103.9,104.7,-1.48
183,Lipscomb,ASun,17-12,-1.04,103.3,104.4,69.6,-.013,-4.08,104.2,108.3,-2.80
184,New Mexico St.,WAC,9-15,-1.05,105.5,106.5,69.9,-.088,+3.95,105.9,102.0,+5.17
185,Eastern Kentucky,ASun,18-11,-1.05,103.9,105.0,71.0,+.097,-1.67,104.1,105.8,+2.74
186,Gardner Webb,BSth,15-13,-1.07,98.5,99.6,66.3,-.071,-3.97,104.1,108.1,+1.58
187,Rider,MAAC,14-11,-1.13,106.6,107.7,65.6,-.022,-4.86,101.2,106.1,-1.45
188,Wright St.,Horz,16-13,-1.13,104.6,105.7,72.4,-.083,-5.91,102.6,108.5,-1.92
189,Chattanooga,SC,15-14,-1.15,108.8,110.0,68.1,-.069,-2.79,103.8,106.6,+0.88
190,Utah Tech,WAC,11-16,-1.17,106.4,107.6,70.1,-.078,+3.04,106.2,103.1,+3.56
191,Navy,Pat,17-11,-1.23,104.3,105.5,65.5,-.008,-7.30,101.0,108.3,-2.49
192,Pacific,WCC,13-16,-1.25,108.6,109.8,70.1,+.017,+1.10,106.6,105.5,-4.18
193,Saint Joseph's,A10,13-14,-1.29,103.5,104.8,69.9,-.021,-2.24,104.0,106.3,-5.56
194,UTEP,CUSA,12-15,-1.29,97.9,99.2,67.2,-.018,+1.30,106.2,104.9,-2.03
195,Detroit Mercy,Horz,13-16,-1.35,112.8,114.1,68.0,-.087,-3.30,103.7,107.0,+4.17
196,Northern Kentucky,Horz,17-12,-1.36,101.3,102.7,62.6,+.008,-4.47,103.2,107.7,+3.22
197,Boston College,ACC,13-15,-1.39,101.3,102.7,67.4,+.099,+4.03,108.2,104.2,-4.16
198,St. Thomas,Sum,18-11,-1.42,109.6,111.0,66.2,+.027,-5.39,102.4,107.8,-2.20
199,Appalachian St.,SB,15-14,-1.68,100.1,101.7,65.7,-.000,-0.95,104.5,105.4,-1.13
200,Bryant,AE,16-10,-1.71,106.3,108.0,72.9,+.035,-4.35,103.2,107.5,+1.81
201,Georgia Tech,ACC,11-16,-1.81,101.2,103.0,67.3,-.021,+5.18,108.7,103.6,-1.54
202,North Carolina Central,MEAC,13-11,-1.91,102.6,104.5,67.9,-.107,-4.75,101.3,106.0,+5.36
203,Grambling St.,SWAC,18-8,-1.99,99.6,101.6,67.2,+.106,-6.72,99.9,106.6,+3.44
204,Georgetown,BE,7-21,-2.05,105.4,107.4,69.1,-.065,+7.53,109.1,101.6,-4.88
205,Buffalo,MAC,12-15,-2.11,104.8,106.9,73.4,-.016,+1.73,106.6,104.9,+5.90
206,San Diego,WCC,11-17,-2.11,111.3,113.4,69.4,-.041,+1.99,106.5,104.5,-2.19
207,Oregon St.,P12,10-18,-2.18,99.3,101.5,64.3,+.017,+7.55,107.5,99.9,-6.59
208,Weber St.,BSky,15-13,-2.50,99.1,101.6,65.7,+.067,+0.12,106.0,105.8,+4.53
209,Northwestern St.,Slnd,19-9,-2.51,106.3,108.8,67.1,+.101,-7.20,102.6,109.8,+3.32
210,Georgia Southern,SB,14-15,-2.53,100.9,103.4,67.2,-.018,-0.66,105.3,105.9,-3.46
211,Drexel,CAA,15-14,-2.63,100.4,103.0,64.3,-.062,-5.42,101.8,107.2,-1.32
212,North Dakota St.,Sum,12-16,-2.79,104.7,107.5,68.6,-.060,-1.11,106.2,107.3,+6.98
213,Northern Iowa,MVC,13-15,-2.87,102.9,105.8,67.8,-.018,-1.88,103.7,105.6,-2.32
214,East Carolina,Amer,13-13,-2.93,103.6,106.5,67.7,+.030,-2.01,103.9,105.9,-8.94
215,Florida St.,ACC,8-20,-3.08,105.5,108.6,69.7,-.030,+5.29,107.9,102.6,+3.01
216,FIU,CUSA,13-14,-3.25,100.9,104.1,70.3,+.039,+0.71,106.3,105.6,-7.97
217,Texas St.,SB,13-16,-3.31,103.0,106.3,64.6,+.041,-0.02,104.2,104.2,-0.47
218,Queens,ASun,17-12,-3.35,108.5,111.8,70.4,-.000,-4.61,103.1,107.8,-3.49
219,La Salle,A10,13-14,-3.86,102.6,106.5,68.1,+.070,-1.33,103.7,105.0,-2.52
220,Northern Colorado,BSky,10-18,-3.88,106.9,110.7,70.0,-.013,+0.29,105.9,105.7,+5.49
221,George Washington,A10,13-14,-4.21,107.6,111.8,69.6,+.011,-2.14,102.9,105.0,-6.02
222,Minnesota,B10,7-17,-4.43,99.2,103.6,65.5,+.015,+7.38,108.4,101.0,-6.67
223,Murray St.,MVC,15-13,-4.54,106.2,110.7,67.0,+.108,-0.68,104.0,104.7,-1.00
224,South Carolina,SEC,10-17,-4.72,103.0,107.8,65.0,+.064,+4.85,107.9,103.1,-3.55
225,Wofford,SC,15-14,-4.76,108.5,113.2,65.8,+.022,-2.51,103.9,106.4,-1.07
226,Northern Arizona,BSky,8-21,-4.84,104.9,109.7,66.9,-.125,+1.31,106.4,105.1,+7.84
227,Nicholls St.,Slnd,14-12,-4.85,101.9,106.7,71.2,+.037,-2.48,105.1,107.6,+14.27
228,North Alabama,ASun,18-11,-4.99,106.1,111.1,69.0,+.146,-2.95,103.8,106.7,-0.38
229,Jacksonville,ASun,13-14,-5.02,100.0,105.1,62.1,+.020,-0.35,106.4,106.8,+5.48
230,Rhode Island,A10,8-18,-5.10,98.5,103.6,67.6,-.029,-0.05,103.7,103.7,-2.06
231,Delaware,CAA,14-15,-5.11,102.2,107.3,68.1,+.010,-2.99,104.0,106.9,-0.52
232,Howard,MEAC,17-10,-5.37,102.5,107.8,69.8,+.115,-5.65,101.5,107.2,+0.09
233,Sacramento St.,BSky,13-15,-5.52,103.3,108.8,62.6,+.030,-1.39,104.6,106.0,+3.40
234,Milwaukee,Horz,18-10,-5.60,101.6,107.2,71.6,+.129,-4.73,103.5,108.2,+0.83
235,Robert Morris,Horz,14-15,-5.65,98.6,104.3,66.8,-.035,-5.17,102.6,107.7,-2.02
236,Portland St.,BSky,12-16,-5.68,103.1,108.8,72.3,+.035,-0.28,105.5,105.7,+4.85
237,UT Arlington,WAC,10-17,-5.85,99.1,105.0,66.2,+.001,+2.54,105.3,102.8,+3.99
238,East Tennessee St.,SC,10-19,-5.95,100.7,106.6,66.6,-.148,-4.10,104.3,108.4,-5.05
239,North Florida,ASun,12-16,-5.97,109.4,115.4,68.4,+.012,-0.45,105.9,106.4,+5.88
240,Winthrop,BSth,13-16,-5.99,107.6,113.6,67.5,+.011,-2.51,103.8,106.3,+2.62
241,Purdue Fort Wayne,Horz,16-13,-6.01,100.0,106.0,69.2,+.047,-4.90,103.3,108.2,-1.80
242,Campbell,BSth,13-15,-6.03,102.2,108.2,64.6,-.050,-5.30,102.0,107.3,-1.73
243,Alcorn St.,SWAC,15-11,-6.14,102.4,108.6,67.3,+.155,-3.87,100.3,104.2,+8.46
244,Army,Pat,15-14,-6.17,103.4,109.6,68.9,-.057,-8.22,99.9,108.1,-8.29
245,Northern Illinois,MAC,11-16,-6.19,100.6,106.8,69.4,-.017,-1.66,105.2,106.8,+2.48
246,SIU Edwardsville,OVC,17-12,-6.26,100.0,106.3,69.9,+.012,-7.33,101.8,109.1,-0.69
247,UMBC,AE,17-12,-6.39,106.6,113.0,68.3,+.046,-8.23,100.5,108.7,-8.41
248,Fairfield,MAAC,12-15,-6.42,98.8,105.2,65.2,-.006,-4.58,101.5,106.1,-1.73
